"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
0.54,591.17,3.49,0.2,9.53,12.98,85.71,0.75,0.2218,1.1
0.54,603,3.62,0.07,9.21,12.08,86.13,0.8,0.2101,2
1.58,395.34,11.61,6.76,1.62,11.04,72.41,0.85,0.2044,0.5
1.96,271.95,14.86,9.02,-0.92,12.43,68.1,0.9,0.1948,0
2.29,375.52,16.08,9.78,1.39,14.44,72.17,0.875,0.1872,0
2.21,431.86,15.45,9.49,4.18,14.08,68.82,0.85,0.1795,0
2.42,434.22,17.17,10.97,2.08,15.38,57.23,0.825,0.1695,0
2.22,318.65,15.62,8.14,2.87,14.36,74.51,0.8,0.156,0
2.68,227.85,18.44,11.62,1.71,17.8,61.67,0.775,0.1374,0
2.65,241.81,17.25,11.23,1.41,19.88,64.15,0.75,0.1108,0
1.08,385.05,6.87,1.43,8.62,16.14,76.76,0.725,0.0895,0
2.64,319.71,15.68,8.35,10.27,22.27,62.98,0.7,0.0731,0
2.4,309.53,14.34,6.62,9.07,23.27,67.21,0.75,0.0549,0
0.97,189.72,6.39,0.65,7.26,14.76,88.76,0.8,0.0501,1.6
2.39,220.09,16.05,8.83,5.03,17.91,80.85,0.85,0.0502,0
1.83,113.94,12.99,5.72,3.54,15.18,84.97,0.9,0.047,0
2.23,150.53,14.92,8.35,2.02,17.02,72.44,0.95,0.0435,0.1
1.51,308.74,10.69,1.87,4.7,13.99,78.76,1,0.0417,0.5
1.05,242.62,7.65,1.68,2.99,11.04,77.86,1.05,0.1078,0.5
1.21,241.96,8.41,1.51,2.27,14.1,74.82,1.1,0.1082,0
1.98,122.82,13.6,5.2,3.5,14.81,72.87,1.0625,0.1105,0
3.23,133.21,20.79,11.9,0.78,22.69,64.61,1.025,0.1145,0
1.81,343.5,12.19,4.8,3.83,14.65,69.04,0.9875,0.1203,0
1.9,299.14,13.42,6.07,1.25,15.39,72.18,0.95,0.1275,0
1.02,465.44,7.13,0.58,6.25,12.88,78.81,0.9125,0.1359,1
1.93,340.49,13.55,5.22,1.67,13.84,76.02,0.875,0.1452,0
0.75,266.86,5.42,0.35,1.91,11.99,76.44,0.8375,0.1551,1
1.62,440.17,11.23,4.13,4.62,13,71.95,0.8,0.165,0
1.49,308.14,10.85,3.29,4.03,11.5,72.88,0.8375,0.1748,12.6
2.1,366.33,15.96,7.08,1.24,11.81,75.44,0.875,0.1839,0.2
2.24,286.27,17.42,9.73,-0.88,11.02,71.14,0.9125,0.1921,0
2.25,276.17,18.54,9.11,-2.04,9.21,61.14,0.95,0.1992,0
2.94,140.13,22.83,13.13,-4.02,12.74,59.93,0.9875,0.205,0
1.32,357.77,9,0.66,4.54,15.36,69.79,1.025,0.2093,2.7
1.84,357.54,13.39,4.88,3.24,11.46,70.17,1.0625,0.2121,0
1.73,241.76,13.15,5.03,1.01,11.32,73.38,1.1,0.2135,0
2.02,381.81,14.05,3.5,1.16,15.26,69.58,1.075,0.2136,1.4
2.7,393.28,20.98,10.72,-0.21,10.93,71.87,1.05,0.2125,0.7
2.56,223.77,18.19,8.8,-0.5,11.59,72.7,1.025,0.2105,0
2.1,227.83,16.47,7.75,-2.54,12.05,68.07,1,0.2078,0
1.66,261.11,12.07,4.08,0.92,12.36,75.21,0.975,0.2048,0.6
2.34,163.41,16.95,7.73,-0.07,13.83,66.19,0.95,0.2017,0
3.74,499.3,23.88,12.03,3.36,19.3,46.9,0.925,0.1989,1.3
1.19,250.68,7.84,0.43,6.01,13.43,74.35,0.9,0.1966,0.4
1.21,203.33,8.3,1.58,4.8,15.11,88.28,0.9625,0.195,4.6
1.46,263.03,9.71,1.89,7.5,15.41,82.78,1.025,0.1942,3.7
1.86,410.09,12.42,2.01,8.06,15,79.68,1.0875,0.1943,0.1
0.96,287.47,6.84,0.54,5.25,12.23,86.26,1.15,0.1951,0
3.83,349.27,24.19,10.91,5.54,20.13,72.33,1.2125,0.1966,0
1.67,313.27,10.82,2,7.81,17.07,79.59,1.275,0.1986,0
1.48,296.2,10.16,3.59,3.99,15.52,72.34,1.3375,0.2008,0.1
3.14,204.07,22.43,10.64,0.69,14.66,65.55,1.4,0.203,0
3.96,153.34,27.18,14.09,-0.51,17.33,63.1,1.3875,0.2049,0
3.32,270.09,20.02,8.35,5.3,23.55,66.88,1.375,0.2065,3.6
2.78,289.37,16.33,4.57,11.71,22.55,75.92,1.3625,0.1435,1.3
2.87,281.68,17.2,5.27,9.53,22.08,80.23,1.35,0.1361,1.2
3.06,301.83,18.69,7.49,7.4,21.86,70.45,1.3375,0.1255,0.4
4.37,207.35,26.05,11.61,4.46,22.57,59.07,1.325,0.1176,0
3.07,229.28,16.23,3.29,15.39,27.64,60.56,1.3125,0.11,0
4.91,280.12,25.41,11.3,14.66,30.14,52.27,1.3,0.1017,3.8
1.52,259.32,8.8,1.07,15.46,21.48,83.56,1.3875,0.094,2
1.2,375.03,7.67,0.4,9.53,16.76,82.25,1.475,0.0928,2.1
3.26,266,20.62,8.89,6.99,18.04,73.02,1.5625,0.0954,0
3.64,147.47,22.27,10.55,5.52,21.23,63.04,1.65,0.1092,0
4.61,190.14,26.13,11.98,8.07,25.47,58.16,1.7375,0.1381,0
4.29,312.98,24.81,11.8,10.77,23.49,62.01,1.825,0.1317,0
3.39,260.18,19.24,6.8,9.31,23.79,71.49,1.9125,0.1211,0
4.79,216.9,27.72,12.93,8.6,24.84,69.25,2,0.1139,0
5.37,310.12,28.99,14.76,11.81,27.75,57.69,1.95,0.1097,0
5.56,309.26,28.59,14.24,13.31,32.36,53.28,1.9,0.108,3.2
4.07,192.44,21.79,8.5,15.52,27.87,68.58,1.85,0.1192,0
4.51,262.89,23.64,9.39,16.04,32.66,65.91,1.8,0.1209,2.3
3.1,376.46,17.13,5.03,12.82,24.6,71.68,1.75,0.1138,0
3.56,260.96,20.13,8.65,11.23,24.08,68.2,1.7,0.109,0
4.96,156.15,28.47,14.48,8.24,25.56,59.55,1.65,0.1052,0
4.49,167.93,23.91,9.33,11.66,28.98,56.38,1.6,0.102,0
3.17,227.85,17.47,4.28,15.02,25.49,71.18,1.75,0.099,8.5
3.81,299.34,22.43,10.87,8.97,20.84,66.8,1.9,0.0969,0
3.78,307.38,21.95,7.54,7.96,23.1,56.63,2.05,0.0947,2.3
2.58,619.65,15.26,5.46,12.33,18.59,66.93,2.2,0.0955,6.3
2.42,644.59,14.94,6.2,10.94,18.68,65.58,2.35,0.1006,1.2
3.38,394.54,19.24,5.33,11.98,24.43,65.28,2.5,0.1018,4.9
2.74,334.38,16.14,6.91,11.06,20.8,74.24,2.65,0.1189,6
4.53,260.16,25.84,12.25,9.81,24.52,66.5,2.8,0.1347,0
3.52,306.86,18.97,4.75,14.06,28.7,60.55,2.6875,0.1309,0
1.97,451.38,11.59,3.07,13.02,18.46,66.82,2.575,0.125,0
2.66,238.52,15.87,6.77,9.44,20.82,70.67,2.4625,0.1213,0
5.18,185.72,29.49,14.81,7.77,25.22,60.9,2.35,0.1181,0
4.46,341.51,23.91,10.67,12.53,29.14,57.8,2.2375,0.1147,0
2.33,371.89,13.81,4.34,9.51,19.99,68.9,2.125,0.1098,0
2.04,227.83,11.26,0.82,11.31,23.28,73.79,2.0125,0.106,0
4.7,125.05,25.41,13.26,11.27,28.24,69.98,1.9,0.1049,0
5.66,156.81,29.14,15.06,14.41,31.72,57.88,2.0375,0.103,0
5.06,309.98,26.28,11.64,15.92,30.38,64.02,2.175,0.1007,0
5.16,243.18,27.17,13.34,14.14,29.97,59.4,2.3125,0.0975,0
4.67,417.19,23.68,9.13,17.77,34.59,58.83,2.45,0.0952,1
3.87,432.03,21.2,7.05,16.08,26.19,64.69,2.5875,0.0915,0
1.2,453.19,7,1.02,14.57,19.17,81.87,2.725,0.0879,1.2
1.81,405.18,10.04,1.69,16.15,20.85,76.85,2.8625,0.0866,0.6
4.81,281.56,27.36,11.89,12.94,23.19,61.59,3,0.0869,0
1.67,313.71,9.85,1.2,11.49,20.93,73.5,2.6875,0.0846,2.5
1.53,249.62,8.81,1.47,13.59,22.1,89.99,2.375,0.0853,15.3
2.3,217.39,13.33,1.33,12.63,22.62,80.49,2.0625,0.0858,0
2.63,309.1,15.17,2.28,12.14,22.63,78.29,1.75,0.0849,12.8
1.18,295.13,6.98,1.62,13.04,20.26,91.3,1.4375,0.0889,0.9
2.65,299.79,15.72,5.74,9.16,20.69,81.14,1.125,0.0955,1.1
3.58,322.99,20.88,8.56,7.36,23.61,68.2,0.8125,0.0982,0
3,173.88,16.44,4.01,14.03,23.52,77.79,0.5,0.0978,0
4.25,156.37,23.4,10.41,12.43,27.07,70.82,0.725,0.0973,0
3.79,177.56,20.56,7.76,11.64,27.86,74.72,0.95,0.0961,10.4
4.38,280.51,23.41,10.24,15.7,27.84,78.58,1.175,0.102,0
3.36,199.43,19.22,4.88,13.92,26.9,73.02,1.4,0.1026,0
4.81,160.44,26.98,12.85,11.67,24.81,65.75,1.625,0.1004,0
3.41,187.76,18.9,4.2,14.95,27.17,73.28,1.85,0.0981,0
2.44,322.89,13.87,1.81,14.58,22.5,75.8,2.075,0.095,18.2
1.54,315.17,9.2,3.72,9.34,18.49,86.88,2.3,0.1155,32.2
3.51,96.55,21.16,7.62,7.31,21.16,71.92,2.3875,0.1256,0
2.32,255.08,14.47,5.34,9.06,20.12,79.14,2.475,0.1262,2.4
2.93,213.95,17.08,4.73,9.74,21.56,72.07,2.5625,0.1279,0.2
1.68,250.03,9.38,0.74,15.86,22.65,84.58,2.65,0.1264,6.7
4.79,190.29,26.89,10.98,13.63,23.97,71.79,2.7375,0.1336,0
4.96,318.14,27.75,12.15,12.04,26.85,64.82,2.825,0.1294,0
3.55,292.68,18.46,7.6,17.94,30.6,68.76,2.9125,0.1256,8.6
2.91,323.21,16.08,4.36,13.03,26.01,79.12,3,0.1426,0
4.78,212.78,26.95,13.23,10.44,24.2,61.91,3.3375,0.1448,0
3.57,233.93,19.56,5.36,14.77,26.36,71.73,3.675,0.1388,10
2.66,328.08,15.84,5.74,13.5,20.66,85.86,4.0125,0.1624,18.7
2.65,187.58,15.64,4.95,13.24,20.27,85.22,4.35,0.18,2.2
1.96,345.07,11.57,2.38,13.57,19.98,88.44,4.6875,0.1768,6.8
3.74,278.3,20.93,8.47,14.12,23.57,77.13,5.025,0.1788,0.2
2.87,345.67,16.25,4.62,13.67,21.51,74.67,5.3625,0.1735,0
2.24,416.83,13.13,4.08,13.11,21.35,77.93,5.7,0.168,1.6
2.07,369.29,11.32,1.6,15.98,24.19,73.51,5.2,0.1637,0
3.26,391.54,17.83,8.2,13.78,25.57,74.66,4.7,0.1588,1.9
3.76,200.44,21.28,8.96,12.11,24.27,72.1,4.2,0.1553,0
2.16,114.87,12.12,2.82,13.3,23.39,77.11,3.7,0.1483,0
2.32,225.74,13.21,1.94,14.15,23.52,78.99,3.2,0.1425,3.2
2.87,488.58,15.65,6.89,16.18,23.71,72.52,2.7,0.1386,0.3
2.45,444.45,14.11,4.02,11.88,22.48,71.75,2.2,0.1362,0.6
1.82,231.82,10.95,2.85,9.84,20.18,85.92,1.7,0.1327,2.3994
3.53,190.43,21.16,10.82,8.18,22.33,75.53,1.825,0.1316,0
4.11,159.53,23.78,12.64,8.23,24.09,69.7,1.95,0.1279,0
0.89,224.41,5.2,0,13.02,19.36,88.33,2.075,0.1259,4
3.16,293.72,18.07,6.85,12.24,22.2,77.18,2.2,0.1278,0
0.95,127.06,5.72,0.87,12.13,18.6,89.07,2.325,0.1278,7.9
2.29,179.5,13.46,2.89,13.72,20.57,78.21,2.45,0.1741,2.3
1.47,334.58,8.65,2.05,12.86,21.48,88.91,2.575,0.1714,0.1
2.79,176.34,16.25,5.69,10.5,22.34,81.61,2.7,0.1648,0
3.84,190.85,21.56,10.58,10.85,25.61,74.96,2.6,0.1558,0
1.6,171.88,9,2.57,13.6,25.12,87.65,2.5,0.1556,3.8
2.86,120.99,16.38,4.89,12.29,23.91,83.34,2.4,0.1785,0
1.02,304.96,5.98,0.72,12.21,20.93,88.64,2.3,0.1762,0.7
1.77,301.79,8.98,1.95,10.58,21.24,87.53,2.2,0.1783,4.5
2.32,400.6,14.06,6.24,11.77,19.68,80.48,2.1,0.1999,2.1
2.53,307.77,15.21,6.48,11.35,20.43,78.53,2,0.193,0
3.24,126.49,18.61,9.12,9.24,22.47,76.9,1.9,0.1856,0
3.41,180.91,19.41,9.58,12.08,24.3,70.86,1.95,0.1774,0
3.54,258.37,19.47,9.69,12.5,26.86,68.8,2,0.1692,0
2.47,279.7,14.1,5.41,11.77,23.72,77.9,2.05,0.1622,0
3.02,131.04,17.14,7.91,9.86,24.1,74.16,2.1,0.1564,0
2.99,138.83,16.56,6.33,12.31,25.97,72.2,2.15,0.1506,0
3.52,118.18,19.95,10.99,12.3,25.16,72.17,2.2,0.1439,0
3.42,99.9,18.97,10.33,10.98,27.88,73.79,2.25,0.1362,0
3.67,149.39,19.17,10.92,13.02,30.82,72.69,2.3,0.1297,4.8
1.6,248.9,9.01,0.8,14.26,24.13,89.05,2.225,0.1306,23.5
2.03,225.35,12.33,5.06,10.72,19.83,82.92,2.15,0.1596,0
2.26,121.18,13.63,6.14,9.24,20.29,81.28,2.075,0.1594,4.8
2.6,147.38,16.05,8.13,8.2,20.15,78.19,2,0.1592,0
2.63,111.81,16.28,8.66,6.58,20.73,78.06,1.925,0.155,0
2.24,207.6,13.41,4.62,9.09,22.2,78.1,1.85,0.1496,0
1.68,230.51,9.26,1.85,15.83,23.56,83.63,1.775,0.1452,7.1
1.73,396.76,10.27,3.52,12.93,19.77,78.89,1.7,0.1655,0.3
1.62,341.78,9.56,2.66,10.79,18.98,79.04,1.65,0.1613,0.4
0.49,510.19,2.89,0,13.8,16.11,90.01,1.6,0.1589,8.1
1.67,276.96,10.55,4.07,9.01,17.89,89.33,1.55,0.2174,1.5
2.21,470.48,13.87,8.02,7.8,18.33,80.58,1.5,0.2163,1.3
1.78,636.18,10.8,5.63,12.42,18.73,78.68,1.45,0.1931,1.7
2.27,470.72,14.02,9.03,11.53,18.04,79.36,1.4,0.1903,7.4
1.98,711.53,12.27,5.96,11.13,18.91,78.23,1.35,0.2361,11
1.13,484.35,7.68,2.21,9.05,14.48,91.22,1.3,0.2749,13.4
1.69,292.41,11.25,5.32,6.73,16.2,88.88,1.4125,0.2635,3.4
1.56,206.07,10.41,4.66,6.81,15.17,88.91,1.525,0.2388,0
2.08,122.83,13.85,7.59,5.01,17.03,84.8,1.6375,0.2212,0.7
1.2,242.7,7.94,2.53,8.06,15.72,91.8,1.75,0.224,12.9
1.38,155.95,8.96,3.53,8.13,16.42,91.14,1.8625,0.2405,0
1.78,230.05,11.42,5.41,8.05,17.69,84.6,1.975,0.2232,0
2.12,191.23,13.54,9.97,8.2,18.96,79.83,2.0875,0.2071,0
1.61,127.65,10.19,4.32,6.23,19.97,85.93,2.2,0.1971,0
2.05,87.63,13.56,7.75,5.3,18.26,85.21,2.0125,0.1903,0
2.14,158.17,13.5,8.82,5.31,19.95,85.72,1.825,0.1845,0
1.49,198.91,9.31,3.39,8.58,18.87,88.74,1.6375,0.1788,0.1
1.39,189.26,8.73,3.89,9.12,18.31,92.49,1.45,0.175,0
2,181.39,12.1,7.31,7.65,21.34,82.47,1.2625,0.1701,2.6
1.28,191.07,7.3,2.04,12.73,20.94,89.43,1.075,0.1713,1
1.89,208.94,10.68,5.54,12.87,23.3,87.84,0.8875,0.1852,10.2
0.5,163.38,3.08,0.91,8.3,16.26,95.49,0.7,0.2518,3.8
1.51,397.57,9.31,4.42,9.07,18.62,77.82,0.7875,0.2454,0.5
1.36,525.78,8.2,3.83,12.6,18.96,78.43,0.875,0.2281,1.2
1.55,362.31,9.81,6.76,10.23,16.06,80.78,0.9625,0.2151,0.3
0.97,466.05,6.18,0.99,9.76,14.63,76.7,1.05,0.2056,9
1.19,553.93,7.59,5.16,7.11,15.66,83.11,1.1375,0.2478,3.3
1.49,346.81,9.77,6.07,6.6,14.84,86.21,1.225,0.2601,2.2
0.34,470.46,2.2,0,9.34,12.68,89.87,1.3125,0.2566,9.9
0.92,199.71,6.02,3.4,7.34,14.98,90.4,1.4,0.2767,0.5
0.61,207.85,3.77,0.11,6.87,14.68,92.57,1.4,0.2546,0.7
0.81,389.08,4.93,1.76,12.17,16.15,88.58,1.4,0.248,0.7
0.6,508.53,3.72,0.05,13.02,15.92,78.73,1.4,0.2379,0.7
1.25,377.55,7.88,4.84,8.72,16.21,80.49,1.4,0.2247,0
1.32,290.33,7.82,4.57,8.64,19.77,86.83,1.4,0.216,0
1.78,233.21,10.62,9.25,10.69,21.36,88.13,1.4,0.2095,0
1.75,243.51,10.4,9.43,9.2,23.05,80.94,1.4,0.2038,0
1.65,273.48,9.22,8,13.78,24.67,76.55,1.4,0.1997,0
0.8,192.02,4.96,0.47,10.18,16.97,87.56,1.375,0.1958,0
1.4,141.98,8.64,6.82,10.05,19.86,89.07,1.35,0.1937,0
1.41,240.28,8.55,8.51,10,21.01,80.19,1.325,0.1907,0.6
0.69,523.66,4.35,2.3,10.03,17.09,78.7,1.3,0.1851,2.1
0.88,420.75,5.47,4.5,9.51,17.93,78.26,1.275,0.1962,5.6
0.62,515.74,4.18,1.6,9.11,12.47,87.7,1.25,0.2473,5
0.88,368.85,5.77,4.37,8.57,15.69,84.47,1.225,0.254,0.7
0.31,392.07,1.87,0,12.59,16.65,94.77,1.2,0.2411,0
0.4,360.09,2.48,1,10.22,16.5,90.85,1.275,0.2319,0.2
0.69,241,4.33,1.81,11.14,16.86,92.11,1.35,0.224,0
1.07,298,7.06,7.19,7.95,14.48,80.07,1.425,0.2167,0
0.4,527.23,2.66,0.01,7.71,14.52,87.14,1.5,0.2098,8.3
0.91,496.39,6.27,6.01,5.15,14.4,76.5,1.575,0.2229,0.3
0.95,202.26,7.16,7.42,3.67,11.76,81.69,1.65,0.213,0
0.4,339.77,2.57,0,6.57,10.82,85.06,1.725,0.206,0
0.76,321.1,5.12,3.8,8.79,13.96,81.21,1.8,0.1988,0
0.52,250.12,3.57,1.85,5.22,12.85,88.85,1.5875,0.1929,0.3
0.53,166.75,3.77,2.15,5.13,12.81,94.22,1.375,0.1909,0
0.77,301.19,5.22,4.37,4.97,14.97,89.8,1.1625,0.1939,7.2
0.65,229.5,4.74,4.28,1.81,11.44,90.38,0.95,0.2482,0.7
0.9,117.06,6.46,7.13,-0.63,10.67,89.01,0.7375,0.2434,0
0.6,113.77,5.56,6.14,-2.12,8.15,92.93,0.525,0.2361,0
0.16,149.46,1.29,0,3.9,7.42,95.83,0.3125,0.2319,0
0.5,313.93,3.42,1.7,5.66,9.86,90.67,0.1,0.2268,0.3
0.36,452.36,2.77,2.43,3.58,11.8,86.31,0.3375,0.2202,2
0.25,289.6,1.99,0.56,2.86,8.51,92.39,0.575,0.2204,1.1
0.4,231.66,2.9,2.22,2.42,6.46,93.27,0.8125,0.2385,3.6
0.73,235.66,5.77,7.22,-0.1,9.97,86.78,1.05,0.2543,0
0.39,359.31,3.05,0.94,-0.22,9.07,89.57,1.2875,0.2473,0.3
0.19,238.99,1.4,0,7.58,9.47,97,1.525,0.2394,0.7
0.17,254.93,1.18,0.14,7.52,9.92,96.29,1.7625,0.2431,1.3
0.6,143.84,4.87,5.64,0.38,10.27,86.83,2,0.2494,0
0.39,384.79,2.88,1.04,2.32,8.21,86.35,1.975,0.2449,2.6
0.59,339.15,4.45,5.44,1.9,9.52,85.84,1.95,0.2499,2.3
0.1,415.4,0.8,0,3.78,11.25,93.8,1.925,0.2745,13.3
0.1,470.58,0.66,0,9.79,11.97,92.42,1.9,0.3072,3.9
0.61,553.3,4.14,4.39,9.41,13.2,74.3,1.875,0.278,0
0.31,591.45,2.01,1.76,6.65,15.19,72.24,1.85,0.2749,10.8
0.3,179.2,2.25,1.67,3.92,9.39,92.99,1.825,0.3026,3.8
0.4,243.6,3.23,1.94,-0.03,6.83,91.07,1.8,0.2899,0.6
0.35,426.1,2.91,2.63,1.94,6.94,87.08,1.6,0.2727,1.5
0.1,552.92,0.67,0.01,3.18,8.27,91.77,1.4,0.2896,13.8
0.49,357.44,3.14,3.28,-0.24,7.54,91.26,1.2,0.2958,0.3
0.21,165.21,1.39,0,-1.27,3.12,95.94,1,0.275,0.2
0.25,201.61,2.14,0.92,0.36,5.03,94.04,0.8,0.2652,0
0.2,162.18,1.69,1.08,-3.35,3.88,94.54,0.6,0.2585,0
0.1,195.47,1.08,0,-2.35,-0.36,98.19,0.4,0.2537,0.9
0.1,333.3,0.77,0,-0.74,4.26,96.93,0.2,0.2559,2.4
0.28,271.13,2.22,2.02,2.13,9.25,93.62,0.5,0.2589,0
0.1,356.01,0.75,0,2.94,7.23,87.48,0.8,0.254,0
0.18,438.98,1.29,0,6.27,8.56,79.94,1.1,0.2479,0
0.1,644.75,0.88,0.48,3.44,6.99,84.02,1.4,0.2518,8.1
0.11,440.83,1.42,1.33,0.04,5.26,88.24,1.7,0.2943,20.3
0.2,481.13,1.75,1.29,-0.14,2.91,88.64,2,0.3044,7.5
0.09,550.03,0.57,0.03,-0.11,5.63,90.7,2.3,0.2973,13.8
0.09,395.48,0.61,0.02,-2.42,1.44,93.24,2.6,0.2934,10.4
0.29,383.21,2.48,2.64,0.28,2.19,92.46,2.4125,0.2891,1.1
0.1,595.33,0.57,0.02,0.5,6.84,89.89,2.225,0.2878,12.6
0.18,482.54,1.7,1.15,0.72,5.24,88.93,2.0375,0.2976,0.9
0.15,225.45,1.29,0.44,1.07,4.92,89.83,1.85,0.2749,0
0.35,238.01,3.07,4.23,-0.53,5.92,92.46,1.6625,0.2696,3
0.47,321.18,3.78,4.95,-1.79,4.73,94.37,1.475,0.2773,9.4
0.17,270.41,1.31,0.23,1.29,7.37,93.37,1.2875,0.2946,0
0.2,213.7,1.58,0.3,2.4,7.07,94.67,1.1,0.2738,0.8
0.1,181.21,0.95,0.06,5.13,8.2,97.46,1.1625,0.2636,0.9
0.11,198.85,0.91,0,6.98,9.61,98.24,1.225,0.2592,3.2
0.11,151.91,0.75,0.07,8.15,9.59,98.02,1.2875,0.2646,0.6
0.1,490.99,0.55,0,8.06,9.55,91.33,1.35,0.2604,0
0.1,576.52,0.75,0.14,8.06,10,87.44,1.4125,0.2531,0
0.1,564.14,0.78,0,4,8.71,83.64,1.475,0.246,1
0.3,573.73,2.13,2.01,3.87,7.51,81.3,1.5375,0.2435,2.2
0.21,388.95,1.56,0.9,2.2,6.87,85.19,1.6,0.2522,2.6
0.36,415.35,3.23,4.16,0.83,5.16,82.61,1.54,0.2559,0
0.18,493.97,1.42,1.34,-0.96,5.95,88.35,1.48,0.2622,10.8
0.14,572.92,1.02,0.14,3.37,12.53,84.95,1.42,0.2883,9.2
0.2,616.14,1.11,0.17,8.39,14.19,86.59,1.36,0.2996,5.9
0.3,509.96,2.26,1.87,4.79,8.86,85.01,1.3,0.2945,11.4
0.21,449.89,1.67,0.38,4.38,8.56,88.9,1.3375,0.2967,15.6
0.1,865.63,0.97,0.36,6.3,11.38,77.14,1.375,0.315,2.6
0.12,565.45,0.89,0.04,6.25,11.29,83.64,1.4125,0.2943,2.7
0.25,427.49,1.95,0.8,3.96,9.12,85.95,1.45,0.2869,4.3
0.2,261.01,1.54,0.27,0.38,6.03,92.14,1.4875,0.2879,0
0.37,577.94,3.35,4.7,0.12,3.41,80.86,1.525,0.2743,0
0.29,496.49,2.78,3.24,0.65,4.4,80.14,1.5625,0.2645,0
0.21,252.59,1.91,0.57,0.77,6.44,89.99,1.6,0.2583,0.5
0.2,248.89,1.6,0,5.74,8.48,89.72,1.425,0.2573,2.7
0.2,125.85,1.38,0.43,2.56,7.74,96.97,1.25,0.2639,0
0.1,111.43,0.87,0,4.13,5.33,95.98,1.075,0.2599,0
0.19,247.28,1.47,0.32,2.27,6.37,87.18,0.9,0.2559,0
0.48,332.86,4.07,6.24,1.02,5.37,80.51,0.725,0.2516,0
0.1,598.53,0.98,0,0.83,7.64,86.66,0.55,0.2563,10.4
0.3,508.44,2.59,1.98,2.02,6.91,82.52,0.375,0.2962,5.7
0.29,525.1,2.24,1.81,1.15,5.36,81.04,0.2,0.2947,6.9
0.22,667.63,1.66,0.43,0.66,10.65,83.84,0.2875,0.2929,8.6
0.41,346.81,3.65,3.82,1.04,5.63,87.96,0.375,0.3007,3.5
0.13,245.75,1.28,0.11,0.59,3.56,94.43,0.4625,0.2902,2.2
0.49,261.5,4.48,4.96,0.36,6.1,88.82,0.55,0.2823,2.7
0.4,326.37,2.86,0.84,1.79,8.51,90.13,0.6375,0.272,0
0.38,466.57,2.77,1.09,5.32,11.14,85.61,0.725,0.262,0.3
0.3,679.09,1.69,0.43,7.89,14.03,81.79,0.8125,0.2534,1
0.25,320,2,0.03,5.67,9.24,89.8,0.9,0.252,0.2
0.37,140.92,2.81,1.2,1.3,7.37,94.99,0.875,0.25,0
0.48,407.61,3.58,3.71,2.85,7.35,85.29,0.85,0.2468,1.9
0.37,563.01,2.6,1.01,5.68,11.11,90.65,0.825,0.2523,0
0.16,587.28,1.21,0.01,2.67,10.69,84.95,0.8,0.2522,4.9
0.6,242.38,4.63,5.4,0.16,7.15,91.58,0.775,0.2631,3.8
0.1,544.26,0.81,0.05,1.79,9.62,90.96,0.75,0.3099,14.3
0.3,435.6,2.42,2.15,0.62,5.21,87.77,0.725,0.3154,5.5
0.38,310.13,3.12,1.83,0.89,6.33,89.24,0.7,0.3032,0.6
0.45,233.04,3.64,1.33,-0.93,5.35,91.78,0.775,0.288,0
0.33,376.66,3.14,1.87,-0.59,2.5,81.24,0.85,0.2749,0.5
0.76,386.49,7.1,7.08,-2.67,3.72,81.2,0.925,0.2669,0
0.48,314.61,4.91,3.9,-4.43,0.77,79.61,1,0.2619,0
0.77,202.99,8.12,8.27,-6.53,1.73,74.96,1.075,0.2581,0
0.75,180.59,7.83,7.05,-8.02,3.57,80.18,1.15,0.2536,0
0.57,380.05,5.3,4.38,-2.82,2.65,79.28,1.225,0.251,0.5
0.42,324.41,3.64,2.66,0.74,6.43,86.45,1.3,0.2521,4.2
0.59,558.24,4.31,2.99,0.72,7.42,84.46,1.2625,0.2686,1.3
0.81,370.17,7.14,6.75,-1.35,5.84,79.44,1.225,0.2673,0
1,377.16,8.92,8.72,-1.74,6.34,71.3,1.1875,0.2604,0
1.04,409.44,9.22,8.85,-2.7,5.77,62.57,1.15,0.2551,5.1
0.24,381.55,1.96,0.66,-0.64,8.83,91.87,1.1125,0.2718,0.3
1.05,230.83,9.1,8.71,-2.83,8.45,83.89,1.075,0.2721,0
0.71,170.26,6.3,4.7,-4.91,6.57,82.68,1.0375,0.2632,0
1.04,191.46,9.37,8.56,-4.75,7.44,82.41,1,0.2571,0
0.5,168,4.27,1.53,-2.43,3.97,82.3,0.9625,0.2529,0
0.68,203.49,6.29,4.08,-4.16,5.19,80.26,0.925,0.2501,0
1.07,273.64,10.03,9.2,-4.29,4.7,75.77,0.8875,0.2474,0
1.17,403.47,10.75,9.36,-3.38,5.05,70.29,0.85,0.2444,0
1.15,457.15,10.96,8.88,-3.55,3.41,68.61,0.8125,0.2412,0
1.1,566.55,10.57,9.15,-4.2,3.74,54.81,0.775,0.2377,0
1.15,509.65,11.76,9.65,-5.15,1.16,53.53,0.7375,0.2331,0
0.75,449.01,8.2,5.9,-5.8,0.08,68.55,0.7,0.226,0
0.95,344.28,11.33,9.02,-8.34,0.11,68.36,0.6375,0.2156,0
0.88,571.92,10.66,8.75,-9.71,-3.03,62.08,0.575,0.1922,0
0.79,794.33,8.8,6.2,-7.73,0.26,46.37,0.5125,0.1305,0
0.6,650.26,6.53,3.02,-7.01,-0.12,55.12,0.45,0.1253,1.8
