"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
0.11,394.16,1.21,0.15,-1.92,0.62,96.1,3.2,0.1876,3
0.41,237.99,3.69,5.43,-1.28,6.15,91.59,2.9375,0.1987,1
0.22,459.8,2.06,1.64,-1.42,5.19,90.86,2.675,0.1986,3.1
0.32,458.85,2.66,2.81,1.03,6.57,83.53,2.4125,0.2048,2.4
0.44,196.57,4.36,6.37,-6.51,2.57,81.99,2.15,0.2014,0
0.48,189.86,5.43,6.57,-7.99,-0.7,79.7,1.8875,0.1911,1.8
0.1,333.25,0.85,0.01,-3.04,0.84,93.41,1.625,0.1871,1.7
0.19,126.69,1.41,0,0.73,4.71,98.38,1.3625,0.2021,0.1
0.21,341.76,1.74,0.32,2.06,5.67,94.35,1.1,0.2006,6.1
0.21,288.72,1.77,1.17,2.14,6.12,94.15,1.15,0.2197,0.2
0.19,584.32,1.28,1.03,4.77,9.81,81.87,1.2,0.2094,0.8
0.39,480.11,2.91,2.28,1.09,7.22,82.48,1.25,0.211,26.2
0.38,484.89,3.32,3.42,0.08,4.35,88.58,1.3,0.2607,6.1
0.3,341.85,2.63,2.32,-0.3,4.14,88.27,1.35,0.2316,4.7
0.39,174.77,3.9,3.64,-3.04,2.71,95.34,1.4,0.2169,0
0.09,159.95,1.02,0.18,-4.58,-0.19,95.75,1.45,0.2067,0
0.5,181.48,4.82,5.68,-5.05,-0.4,88.26,1.5,0.1982,0
0.31,175.18,3.13,3.02,-5.59,-1.26,91.13,1.4625,0.193,0
0.61,129.03,6.29,7.06,-6.47,2.75,82.21,1.425,0.1877,0
0.51,160.36,4.85,6.38,-6.77,3.83,73.37,1.3875,0.1796,0
0.58,196.55,5.62,7.56,-5.7,4.22,80.77,1.35,0.1737,0
0.56,69.96,6,7.4,-8.47,3.11,86.06,1.3125,0.0852,0
0.17,146.47,1.54,0.06,-4.02,1.15,89.05,1.275,0.0739,0.4
0.18,137.31,1.55,0,-0.35,1.66,96.27,1.2375,0.1463,0
0.27,195.8,2.76,2.2,-5.05,0,84.08,1.2,0.177,0
0.6,223.32,6.42,7.55,-5.85,1.44,78.13,1.075,0.1681,0
0.5,290.14,4.05,5.02,-4.94,6.76,70.22,0.95,0.1038,0
0.51,304.32,4.33,4.1,1.1,9.52,69.23,0.825,0.1655,0.8
0.45,380.14,3.58,3.11,2.9,7.27,87.19,0.7,0.1776,8
0.13,372.47,1.1,0.06,2.46,7.57,93.96,0.575,0.2036,0.8
0.23,149.2,1.83,0.42,2.17,4.73,87.21,0.45,0.1995,0
0.43,340.11,3.52,2.11,-0.25,6.14,84.25,0.325,0.1934,0.9
0.71,341.47,5.04,4.48,5.07,12.57,84.18,0.2,0.1912,0.4
0.45,307.73,3.13,1.18,5.56,11.66,82.61,0.2625,0.1885,0.5
0.31,286.17,2.41,0.52,2.82,7.81,90.23,0.325,0.1916,5.9
0.7,238.72,5.58,5.88,1.15,8.83,87.53,0.3875,0.2058,0
0.48,155.23,4.21,2.13,0,7.61,86.11,0.45,0.197,0.2
0.19,308.35,1.53,0,2,4.61,93.24,0.5125,0.1967,3.5
0.21,338.29,1.8,0,-0.35,2.66,90.3,0.575,0.2008,0
0.28,344.99,2.49,0.29,-2.87,0.87,83.06,0.6375,0.1942,0
0.16,334.67,1.57,0,-3.4,-0.29,83.09,0.7,0.1893,1.6
0.22,299.44,2.11,0.22,-1.52,1.52,91.41,0.6625,0.1894,4.2
0.52,401.98,4.09,2.82,0.09,5.31,86.04,0.625,0.205,0
1,453.29,8.38,8.53,-0.94,8.33,75.05,0.5875,0.2001,0
1.03,260.58,8.63,8.77,-1.38,10.08,69.85,0.55,0.1944,0
1.08,202.07,8.46,8.22,-1.11,15.07,73.66,0.5125,0.1904,0
0.73,260.47,5.44,3.28,3.19,10.96,90.17,0.475,0.1878,0.9
0.37,285.18,2.85,0.79,2.65,9.33,91.97,0.4375,0.1878,0.4
0.8,151.04,6.14,3.86,0.98,10.58,84.53,0.4,0.1871,0
0.28,313.55,2.16,0.22,0.61,7.76,91.48,0.375,0.1842,0.7
0.22,478.48,1.59,0,6.81,11.17,95.15,0.35,0.1867,6
1.21,399.33,8.54,6.41,7.75,12.36,84.08,0.325,0.2107,3.9
0.19,645.5,1.26,0,8.53,11.18,91.66,0.3,0.23,38.7
0.4,845.55,2.62,1.02,4.1,10.95,83.2,0.275,0.2481,7.3
0.85,336.39,6.82,5.62,-1.4,7.93,81.26,0.25,0.2207,0
0.62,454.5,4.97,3.23,-0.21,8.16,77.32,0.225,0.2047,0.5
0.44,512.88,3,0.11,6.48,10.71,80.62,0.2,0.198,0
0.44,607.04,3.34,0.44,5.66,12.04,74.99,0.25,0.2027,7.1
0.61,574.18,4.91,1.81,1.67,9.25,79.48,0.3,0.2139,9
0.75,395.65,5.89,2.33,2.36,9.46,86.56,0.35,0.2233,3
0.49,627.37,3.62,0.77,3.1,8.43,73.45,0.4,0.2143,0.7
0.69,310.49,5.2,1.73,0.61,10.27,73.22,0.45,0.2046,0.2
0.74,299.64,5.04,0.87,6.07,14.28,78.11,0.5,0.2035,12.3
0.99,501.22,7.39,4.37,4.53,10.81,82.41,0.55,0.2279,8
0.66,237.45,5.05,2,3.85,8.73,88.87,0.6,0.2247,1.5
0.7,226.4,5.32,2.25,0.63,9.93,87.21,0.5875,0.2125,3.4
0.21,382.29,1.65,0.01,1.21,10.39,93.48,0.575,0.2288,14.5
0.74,378.44,5.32,2.93,3.94,13.36,85.52,0.5625,0.2231,0.4
1.69,139.83,12.44,8.65,-0.25,11.82,77.91,0.55,0.209,0
1.26,174.91,9.23,5.67,1.37,12.98,69.61,0.5375,0.2001,0
1.93,281.43,13.6,9.35,2.94,15.05,59.93,0.525,0.1931,0
1.4,199.94,10.45,5.79,0.48,14.97,73.81,0.5125,0.1873,0
1.75,325.78,12.35,6.95,2.99,16.12,81.74,0.5,0.1826,0
1.82,167.78,12.84,7.04,1.93,15.02,77.16,0.55,0.1774,0
2.09,197.8,14.71,10.64,0.05,17.3,74.46,0.6,0.1697,0
1.22,464.84,8.41,4.11,6.07,10.84,67.82,0.65,0.1621,10.2
0.49,473.92,3.22,0.11,6.52,12.79,93.12,0.7,0.2171,7.9
