"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
4.29,318.17,26.99,13.95,4.78,19.42,54.22,1.275,0.2231,0
4.33,306.27,24.9,13.5,8.43,24.62,57.75,1.25,0.2207,0
4.52,288.03,25,13.16,10.21,26.7,50.29,1.225,0.2197,0
4.87,437.65,26.65,14.48,12.58,25.65,45.1,1.2,0.2184,0
4.57,451.69,25.06,12.3,13.74,25.64,51.07,1.0625,0.2173,0
1.98,271.79,11.18,0.83,14.83,22.24,67.06,0.925,0.2159,0.2
4.12,320.26,22.7,10.45,14.16,26.06,59.05,0.7875,0.2165,0
4.62,449.39,26.06,14.02,13.58,25.19,51.08,0.65,0.2159,0
4.38,451.36,25.92,13.06,8.85,23.71,57.89,0.5125,0.215,0
2.43,440.37,17.21,5.85,5.11,13.12,65.8,0.375,0.2128,0
2.68,383.71,19.31,8.04,4.03,13.15,66.76,0.2375,0.2121,0
1.98,240.72,13.76,3.19,2.66,13.13,72.55,0.1,0.212,0
2.13,265.19,13.76,4.56,6.74,18.96,68.32,0.2,0.2128,0
2.23,301.33,13.93,3.43,7.55,19.98,74.68,0.3,0.213,5.4
2.58,230.32,16.31,3.98,8.93,18.6,80.51,0.4,0.2156,0.3
1.37,374.23,8.43,1.18,9.61,17.93,83.08,0.5,0.2151,3.7
3.5,390.57,19.98,5.92,11.36,23.82,70.35,0.6,0.217,1.6
1.25,263.12,7.31,0.33,14.35,18.86,85.35,0.7,0.2293,19.7
0.81,414.39,5.27,0.05,10.56,14.26,93.25,0.8,0.3098,8.2
1.87,334.15,12.31,0.92,9.77,14.9,77.51,0.9,0.287,0.2
1.37,151.41,8.98,1.94,7.73,15.69,84.78,1.0125,0.2619,0
3.87,180.72,23.91,9.4,5.99,21.17,74.04,1.125,0.254,0
3.36,284.57,19.22,6.39,12.1,20.96,78.11,1.2375,0.2484,2
3.85,196.81,21.94,6.99,12.28,24.18,77.63,1.35,0.2484,0
1.41,303.87,8.22,1.21,13.43,20.25,85.9,1.4625,0.2484,14.8
0.94,371.11,5.42,0.14,15.31,19.77,93.66,1.575,0.2482,52.7
2.67,225.51,15.36,5.07,13.26,22.02,79.53,1.6875,0.2479,0.7
2.1,299.12,11.75,3.75,12.93,24.74,85.35,1.8,0.2476,3
2.56,401.82,14.64,2.31,14.14,22.36,85.92,1.7,0.2472,0.4
2.52,193.44,14.43,3.87,14.09,22.16,89.44,1.6,0.2468,0.8
3.74,220.84,20.57,7.51,13.75,26.62,80.63,1.5,0.2463,0
5.11,255.85,27.63,13.64,13.76,27.88,69.8,1.4,0.2458,0
4.94,236.47,26.91,13.57,12.48,26.99,72.06,1.3,0.2453,0
4.11,232.83,22.26,7.61,15.03,26.6,74.7,1.2,0.2448,0
4.22,273.1,24.62,9.85,11.84,22.94,77.6,1.1,0.2443,0
4.9,252.19,29.24,13.4,9.39,21.62,65.09,1,0.2439,0
4.11,156,24.2,8.22,8.46,22.42,67.46,0.9,0.2435,0
3,192.74,17.16,3.68,13.09,21.84,72.43,0.8,0.2432,0
2.12,142.73,12.38,1.23,14.59,21.92,86.09,0.7,0.2429,24.9
1.98,286.63,11.86,1.92,13.84,19.75,91,0.6,0.2426,13.4
2.34,295.43,14.03,3.9,12.63,20.7,86.07,0.5,0.2423,4.9
2.49,182.29,15.24,3.99,11.02,19.15,87.66,0.4,0.242,14.3
3.38,162.24,20.36,7.15,7.86,21.33,80.27,0.3,0.2416,6
2.1,191.57,12.66,2.1,12.56,19.58,87.76,0.2,0.2411,15.4
2.35,310.74,14.48,3.37,12.17,18.39,85.26,0.3375,0.2405,2.1
3.39,236.1,20.44,6.26,11.66,19.13,73.26,0.475,0.2398,0.3
1.05,453.38,6.27,0.31,13.19,18.33,87.39,0.6125,0.2388,16.9
1.93,246.91,11.06,0.78,15.37,20.84,92.62,0.75,0.2377,3.4
4.13,234.69,22.43,9.92,15.11,25.44,79.21,0.8875,0.2364,0
4.1,208.92,20.9,7.2,18.67,30.87,79.45,1.025,0.2349,11.1
2.73,232.49,14.88,3.84,14.41,23.3,83.65,1.1625,0.2332,0
1.4,182.65,8.49,1.82,10.71,18.69,88.62,1.3,0.2312,9.6
2.79,320.42,18.1,7.49,11.05,19.42,85.53,2.0125,0.229,3.4
1.48,325.65,8.89,2.64,10.98,17.54,89.33,2.725,0.2267,6.1
3.38,219.77,19.59,5.4,10.5,22.73,75.49,3.4375,0.2241,8.9
3,415.33,17.63,4.37,13.33,20.99,78.28,4.15,0.2213,2.3
1.63,385.8,9.55,1.17,14.33,19.51,87.39,4.8625,0.2184,3.6
1.46,447.27,8.43,0.23,14.58,20.72,87.76,5.575,0.2153,8.9
3.46,438.89,21.02,7.91,9.57,19.09,76.01,6.2875,0.2121,1.9
3.41,300.07,20.49,8.58,10.05,20.55,74.66,7,0.2088,0
3.6,143.06,20.91,9.77,9.68,22.68,76.86,6.35,0.2055,0
2.1,419.96,12.6,4.4,10.1,20.45,82.56,5.7,0.2022,1.9
3.95,256.81,23.89,11.29,8.54,20.32,75.26,5.05,0.1991,0
3.66,189.54,21.31,7.18,7.16,22.43,73.08,4.4,0.1962,0
2.19,335.42,12.52,2.82,14.5,21.59,77.12,3.75,0.1935,0
3.42,294.24,18.86,4.26,14.56,24.54,76.35,3.1,0.1912,0
4.53,343.29,23.99,9.71,15.13,29.28,70.42,2.45,0.1893,0
3.12,523.08,17.46,6.84,15.45,23.1,67.48,1.8,0.1879,0
3.68,301.02,21.6,7.32,12.49,23.07,77.45,1.775,0.187,0
2.19,245.46,13.56,4.62,10.15,18.67,83.29,1.75,0.1867,3.7
3.23,313.68,19.75,7.79,7.59,19.87,74.21,1.725,0.187,0
3.41,253.72,19.84,9.42,8.98,21.68,72.3,1.7,0.1878,0
2.25,296.65,12.53,2.66,14.6,24.04,79.62,1.675,0.1893,0
2.51,255.38,14.09,5.48,13.71,24.56,81.96,1.65,0.1914,0.5
4.58,168.27,24.55,11.59,12.53,27.79,72.31,1.625,0.1939,0
5.18,178.3,26.66,14.82,12.97,30.49,61.3,1.6,0.197,0
4.7,286.39,23.73,11.24,17.9,34.59,63.12,1.4875,0.2004,0
4.51,220.39,23.94,10.61,16,27.89,73.73,1.375,0.204,13.9
3.09,187.27,16.71,5.47,17.29,26.03,82.49,1.2625,0.2079,0
3.35,225.51,17.92,5.8,17.78,26.55,83.28,1.15,0.2118,0.6
2.85,138.68,15.56,5.37,16.13,26.34,82.62,1.0375,0.2157,0
2.36,234.8,12.99,3,14.02,24.3,81.55,0.925,0.2196,0
3.31,138.58,18.66,6.41,10.97,24.45,74.1,0.8125,0.2232,0
2.76,324.43,15.5,4.44,14.16,22.47,79.99,0.7,0.2267,1
2.53,245.67,14.14,3.4,15.77,24.12,83.94,0.8,0.2298,6.8
2.36,336.67,13.39,3.13,15.24,22.91,82.41,0.9,0.2327,0.9
1.77,226.22,10.06,1.59,14.07,22.26,87.49,1,0.2351,0.9
2.66,233.97,15.49,5.58,11.8,20.89,81.13,1.1,0.2372,1.2
2.73,236.05,15.99,5.45,11.54,21.66,79.96,1.2,0.239,5.6
1.04,299.69,6.08,0.02,13.42,18.39,96.03,1.3,0.2403,11
0.82,473.99,4.66,0.73,15.58,19.67,93.38,1.4,0.2413,13.4
2.24,422.63,12.97,4.19,12.65,20.96,81.08,1.5,0.242,2.4
3.2,288.42,18.68,8.26,11.28,23.05,80.44,1.525,0.2423,0.6
2.74,275.62,16.03,6.59,9.73,23.17,83.08,1.55,0.2424,0
2.68,391.75,15.1,5.7,9.83,23.77,78.41,1.575,0.2422,0
2.8,398.88,16.23,6.42,12.38,21.78,73.98,1.6,0.2417,0.7
2.47,255.3,15.47,6.71,9.91,18.99,79.91,1.625,0.241,3.1
2.94,232.93,18.82,8.6,7.03,17.49,78.94,1.65,0.2412,0.6
0.95,374.82,5.98,0.3,5.83,15.87,92.89,1.675,0.2412,8.6
2.38,341.82,13.26,4.14,15.13,23.12,86.62,1.7,0.2618,0
2.38,304.06,13.58,4.18,13.56,22.71,83.51,1.675,0.2595,0
2.6,161.25,15.14,4.02,11.38,22.64,75.87,1.65,0.2506,0
4.07,225.71,23.43,12.22,10.53,22.15,73.74,1.625,0.241,0
3.73,293.11,21.85,11.42,10.64,22.36,74.77,1.6,0.2315,0
4.19,303.99,24.11,13.2,10.87,24.47,65.31,1.575,0.2214,0
4.11,222,23.47,12.77,9.4,25.03,67.98,1.55,0.2092,0
2.58,242.25,14.53,5.32,10.69,25.98,77,1.525,0.1982,1.6
2.99,381.78,16.91,7.41,14.75,23.91,73.17,1.5,0.1931,0
1.69,458.23,9.93,3.62,14.01,19.64,84.69,1.5,0.1905,8.9
1.59,329.62,9.09,3.63,12.2,23.07,86.38,1.5,0.1985,0.2
4.02,155.04,21.81,12.81,11.74,28.02,70.74,1.5,0.2058,0
4.22,207.21,21.73,12.89,15.84,31.47,66.99,1.5,0.2,0
4.21,184.61,21.47,12.81,16.74,32.47,68.95,1.5,0.1843,0
3.7,234.23,19.22,10.83,17.35,29.03,74.82,1.5,0.1641,0
3.39,322.96,17.68,7.93,16.47,28.79,75.33,1.5,0.1468,0
3,341.36,16.12,8.65,14.59,26.49,74.01,1.5,0.1328,0
2.47,233.77,14.44,5.62,10.12,22.32,80.46,1.475,0.1248,0
3.45,107.85,20.22,12.48,7.69,24.11,73.3,1.45,0.1197,0
3.44,168.47,19.59,11.69,10.04,25.91,71.6,1.425,0.1129,0
2.53,203.64,14.66,7.23,10.84,24.05,82.65,1.4,0.1076,0
2.55,278.41,14.76,5.39,9.77,22.89,79.01,1.375,0.1036,1.9
2.49,285.45,14.21,5.89,13.16,23.36,78.68,1.35,0.1027,0.6
1.76,483.2,9.96,3.67,14.32,23.01,82.31,1.325,0.1026,2.5
2.61,209.42,14.99,8.36,12.15,23.3,81.77,1.3,0.1023,0
2.77,147.28,15.68,9.65,11.22,25.81,81.28,1.2625,0.1017,0
3.4,171.28,18.86,11.83,12.07,26.87,71.43,1.225,0.1002,0
3.27,259.88,17.92,12.01,12.51,28.18,72.2,1.1875,0.098,0
2.77,187.67,16.27,9.32,11.25,23.61,80.72,1.15,0.096,0
3.05,182.48,17.42,11.02,9.41,26.16,70.84,1.1125,0.0941,0
1.37,159.99,7.83,1.46,14.23,23.1,85.37,1.075,0.0934,0
3.15,133.99,16.97,11.35,13.85,29.58,72.7,1.0375,0.0932,0
3.19,208.39,16.43,11.5,15.98,32.46,66.37,1,0.0922,0
3.17,215.25,16.35,11.41,16.82,32.39,63.73,1,0.0908,0
2.91,317.9,15.26,9.14,15.63,30.24,65.18,1,0.0892,12.4
1.79,291.27,10.29,4.78,14.32,21.96,81.18,1,0.2098,0
1.31,159.3,7.45,1.1,11.91,20.03,87.08,1,0.2063,0
1.54,254.56,9.06,3.52,13.14,20.18,82.5,1,0.1994,0
1.87,162.89,11.64,5.14,8.97,19.87,77.41,1,0.1901,0
1.79,106.22,11.26,4.73,6.53,19.96,78.61,1,0.1802,0
2.24,166.87,13.78,8.97,8.47,20.89,71.46,1,0.1695,0
1.85,126.99,11.66,6.47,7.25,21.56,78.79,0.9625,0.1563,0
2.08,202.59,12.96,8.35,7.23,21.44,80.41,0.925,0.1477,0
2.42,242.97,14.27,10.07,7.3,23.94,70.71,0.8875,0.1391,0
2.26,319.7,13.17,8.87,9.9,25.9,70.9,0.85,0.1321,1
1.73,119.97,10.79,5.7,7.52,19.81,82.55,0.8125,0.1275,0
2.29,190.92,14.3,9.99,5.33,21.55,72.24,0.775,0.1244,0
2.02,461.02,11.43,6.7,14.55,23.07,64.29,0.7375,0.1231,0
0.84,538.96,4.92,1.63,13.68,18.86,80.84,0.7,0.1217,1.5
1.68,314.49,10.29,5.26,11.32,18.8,78.28,0.725,0.1209,0.7
1.27,238.14,7.98,3.18,9.86,17.9,85.13,0.75,0.1208,3.2
0.9,413.18,5.86,2.41,8.67,15.9,87.86,0.775,0.1204,3.6
1.63,252.96,10.05,6.62,10.94,18.58,80.35,0.8,0.1204,0
1.37,374.45,8.74,5.38,8.89,17.44,78.29,0.825,0.1208,0
1.98,431.19,13.48,10.08,4.87,14.42,70.62,0.85,0.1196,0
1.04,353.62,7.17,2.52,3.39,13.12,77.67,0.875,0.1187,0
0.78,283.25,5.23,2.5,9.97,14.68,82.87,0.9,0.1193,0
1.3,236.95,8.81,4.15,4.91,14.7,76.58,0.8625,0.1194,0
1.43,123.39,10.19,7.78,2.29,14.07,82.42,0.825,0.1183,0
1.34,149.92,9.95,6.82,1.54,13.39,78.7,0.7875,0.118,0
0.85,157.68,6.18,1.79,0.27,12.45,88.11,0.75,0.1174,1.4
0.53,374.58,3.6,0.4,7.04,10.13,82.89,0.7125,0.1176,0
1.03,482.92,7.12,4.39,6.81,12.03,76.86,0.675,0.1176,0
1.14,389.08,8.02,5.74,7.4,13.45,77.88,0.6375,0.1175,7.2
0.54,268.92,3.67,2.18,8.82,14.7,90.3,0.6,0.118,0
1.64,266.08,10.39,9.05,6.43,19.46,79.04,0.625,0.1189,0.2
0.91,197.78,5.94,3.84,6.95,16.44,90.07,0.65,0.122,0
0.6,356.71,4.14,2.59,7.11,13.55,91.58,0.675,0.126,14.2
0.63,355.71,4.59,2.83,3.82,11.6,89.55,0.7,0.1872,1.7
0.3,229.19,2.11,0.26,5.89,11.4,93.6,0.725,0.2272,2.7
0.69,200.09,5.1,2.55,5.16,10.78,88.37,0.75,0.2311,1.9
0.63,141.19,4.74,2.23,-0.45,9.92,90,0.775,0.2307,0
0.71,139.09,6.17,3.43,-1.43,8.09,94.34,0.8,0.2267,0
0.28,224.86,2.07,0.1,4.84,8.87,93.35,0.8,0.2244,0.8
0.26,106.79,1.77,0.14,8.23,9.86,92.82,0.8,0.2229,0
0.88,151.42,6.09,4.37,6.38,12.73,88.78,0.8,0.2213,0
0.41,341.71,2.78,0.49,8.05,13.36,92.68,0.8,0.2193,0
0.21,327.83,1.47,0.02,10.13,13.89,92.17,0.8,0.2184,0.8
1,98.91,6.93,7.02,4.89,15.02,89.35,0.8,0.217,0
0.89,69.95,6.41,6.3,4.36,15.23,90.59,0.8,0.2145,0
1.05,102.8,7.4,8.08,3.83,15.78,89.85,0.8,0.2122,0
0.54,159.39,3.75,2.48,3.01,14.1,94.65,0.7625,0.2104,2.2
0.78,257.55,5.98,5.39,2.33,11.3,90.89,0.725,0.2125,1.1
0.57,239.41,4.57,4.19,0.65,10.49,93.72,0.6875,0.2166,0.4
0.63,347.13,4.71,5.21,5.74,10.79,83.56,0.65,0.2168,1.5
0.48,299.61,3.57,2.4,4.43,10.56,91.13,0.6125,0.2174,1
0.43,389.23,3.36,2.05,3.73,8.5,90.69,0.575,0.217,0.6
0.18,220.49,1.39,0.13,2.39,6.22,93.98,0.5375,0.2167,1.9
0.52,188.48,4.34,3.31,-0.98,5.11,89.85,0.5,0.2184,0.4
0.2,238.44,1.35,0.05,-0.23,4.53,94.23,0.7875,0.2236,10.4
0.13,174.44,1.25,0.38,2.61,6.49,96.52,1.075,0.2552,8.2
0.46,278.45,3.99,4.09,-3.17,5.45,88.24,1.3625,0.2626,0
0.38,255.61,3.48,2.83,-3.18,5.07,85.67,1.65,0.2488,0.7
0.19,196.5,1.68,0.04,0.34,4.8,90.19,1.9375,0.2461,1.9
0.28,307.6,2.47,0.77,-1.75,6.06,94.03,2.225,0.2464,7.6
0.1,356.56,0.78,0.01,5.83,11.98,97.99,2.5125,0.2621,12.3
0.32,428.81,2.04,1.46,9.2,14.07,92.97,2.8,0.2905,10.2
0.4,533.43,3.02,1.6,7.87,11.63,87.57,2.675,0.2785,16.3
0.42,510.74,3.19,2.32,3.07,8.42,86.14,2.55,0.3018,1
0.43,447.17,3.19,2.64,3.83,7.95,80.54,2.425,0.2685,2.2
0.17,644.19,1.27,0.09,4.93,13.32,76.06,2.3,0.26,4.3
0.24,431.52,1.6,0.27,9.36,14.3,83.42,2.175,0.2622,3.1
0.52,420.46,3.33,3.23,6.84,13.12,76.6,2.05,0.258,0
0.3,215.81,2.25,1.34,4.14,12.21,92.01,1.925,0.2502,0
0.44,504.81,2.73,2.76,3.73,9.14,81.9,1.8,0.2454,0
0.6,402.76,5.19,7.44,-0.89,8.2,76.05,1.9,0.2405,0
0.37,131.02,3.77,3.33,-3.07,3.7,92.8,2,0.2366,0
0.36,182.81,2.86,2.25,-0.09,9.2,88.85,2.1,0.2349,0
0.58,275.09,4.85,7.12,-3.66,4.03,81.95,2.2,0.2322,0
0.59,115.16,5.55,7.1,-7.09,3.32,86.57,2.3,0.229,0
0.43,313.03,4.14,5.24,-7.64,5.22,83.44,2.4,0.2264,0
0.19,354.95,1.41,0.18,3.47,8.29,90.43,2.5,0.2286,0.4
0.21,192.59,1.73,0.83,-1.46,9.24,92.18,2.6,0.231,1
0.39,74.42,3.65,4.62,-4.6,6.36,93.47,2.2875,0.2326,0
0.47,225.71,4.72,6.73,-4.73,3.35,83.5,1.975,0.2294,0
0.42,121,4.28,6.85,-5.42,4.52,82.87,1.6625,0.227,0
0.46,129.91,4.25,6.81,-6.03,5.85,89.92,1.35,0.2248,0
0.22,329.79,1.72,0.93,0.74,9,78.49,1.0375,0.2262,0
0.37,431.22,2.67,2.57,5.31,9.53,72.52,0.725,0.227,0.3
0.22,373.41,1.54,1.42,6.64,11.7,88.13,0.4125,0.2272,0.1
0.12,382.93,0.82,0.09,5.71,9.32,92.66,0.1,0.2269,5.4
0.26,428.07,1.91,0.91,5.97,9.85,88.64,0.175,0.2374,0.8
0.18,203.57,1.42,0.55,2.28,7.72,93.8,0.25,0.2369,0.7
0.11,244.59,0.86,0.03,4.36,7.49,94.53,0.325,0.2363,0.3
0.29,199.19,2.14,2.1,4.96,9.88,94.63,0.4,0.2377,0
0.12,302.93,0.81,0,4.74,8.02,93.52,0.475,0.2353,0
0.38,231.73,2.73,3.29,2.71,7.43,86.94,0.55,0.2326,0.2
0.19,187.99,1.14,0.23,2.49,7.23,94.16,0.625,0.2321,0.2
0.22,190.38,1.6,0.91,4.32,8.33,94.92,0.7,0.2324,0
0.36,186.5,2.86,4.53,-0.82,7.07,94.9,0.75,0.2306,0
0.36,206.35,3.31,5.33,-2.98,3.46,92.81,0.8,0.2278,0
0.26,422.03,2.25,0.87,-0.97,7.98,85.39,0.85,0.2266,13.2
0.11,324.45,1,0.1,4.08,6.56,95.05,0.9,0.2591,0
0.26,499.99,2.42,2.86,3.74,8.37,88.91,0.95,0.2573,1.3
0.29,571.86,2.05,1.24,5.98,8.79,85.64,1,0.2531,1.8
0.1,656.77,0.47,0,7.94,11.38,90.28,1.05,0.253,3.8
0.36,562.46,2.8,3.76,3.41,11.37,79.1,1.1,0.2547,1
0.4,305.85,3.35,5.91,1.2,8.93,89.39,1.25,0.2527,0
0.17,147.37,1.47,0.65,-3.26,4.45,96.37,1.4,0.2488,0
0.29,94.78,3.06,4.22,-5.2,2.05,96.22,1.55,0.2443,0
0.38,183.02,3.94,6.14,-6.76,2.89,94.73,1.7,0.2406,0
0.1,329.54,0.91,0,-1.65,0.94,98.58,1.85,0.2388,0
0.09,410.11,0.95,0,-1.62,0.76,96.83,2,0.2376,2.8
0.41,258.92,3.67,5.41,-1.51,6.19,91.15,2.625,0.241,0.7
0.21,477.16,1.91,1.41,-1.51,5.53,90.59,3.25,0.2414,2.5
0.33,493.18,2.69,2.96,0.99,6.71,82.69,3.875,0.2443,2.4
0.43,199.71,4.32,6.37,-6.5,2.52,82.4,4.5,0.2445,0
0.47,207.71,5.33,6.49,-7.97,-0.63,79.2,5.125,0.2388,2.1
0.1,336.36,0.84,0.02,-2.9,0.98,94.04,5.75,0.2358,1.4
0.18,132.04,1.41,0,0.89,4.9,97.98,6.375,0.2477,0.1
0.18,352.4,1.49,0.29,2.19,5.72,94.88,7,0.2495,5.9
0.2,294.83,1.71,1.1,2.16,6.22,94.03,6.2875,0.2617,0.3
0.21,615.66,1.44,1.18,4.88,9.85,81.5,5.575,0.2598,0.7
0.38,496.78,2.83,2.14,0.75,7.23,82.36,4.8625,0.2625,27.5
0.39,503.14,3.37,3.54,0.05,4.33,88.07,4.15,0.3512,5.5
0.3,358.15,2.57,2.43,-0.59,4.14,87.99,3.4375,0.3152,4.7
0.39,178.38,3.93,3.77,-3.52,2.91,94.89,2.725,0.2826,0
0.12,160.95,1.17,0.21,-4.57,-0.31,95.86,2.0125,0.2687,0
0.48,174.7,4.63,5.26,-5.11,-0.44,89.03,1.3,0.2584,0
0.28,164.22,2.88,2.65,-5.54,-1.24,91.75,1.275,0.2515,0
0.6,121.61,6.2,6.97,-6.38,2.83,83.13,1.25,0.2457,0
0.51,162.98,4.77,6.38,-6.8,3.85,74.03,1.225,0.2387,0
0.57,204.95,5.55,7.53,-5.68,4.21,82.18,1.2,0.2333,0
0.56,72.94,5.97,7.39,-8.54,3.12,85.53,1.175,0.2252,0
0.18,155.32,1.62,0.09,-3.83,1.39,89.06,1.15,0.2207,0.8
0.18,146.32,1.62,0,-0.29,1.75,96.64,1.125,0.2287,0
0.28,197.55,2.77,2.17,-5.02,-0.02,84.85,1.1,0.2367,0
0.6,238.33,6.32,7.53,-5.64,1.31,78.33,1,0.2308,0
0.49,303.75,3.99,5.02,-5.04,6.47,70.87,0.9,0.2211,0
0.49,319.1,4.13,3.75,1.18,9.38,69.66,0.8,0.2248,0.8
0.44,392.22,3.45,2.9,2.92,7.12,87.55,0.7,0.2394,7.6
0.13,371.45,1.13,0.06,2.48,7.52,93.88,0.6,0.2745,0.8
0.23,159.4,1.81,0.6,2.31,4.77,87.03,0.5,0.272,0
0.42,359.54,3.41,2.05,-0.16,6.08,84.41,0.4,0.2625,0.9
0.7,358.1,4.97,4.32,5.06,12.47,84.63,0.3,0.2591,0.4
0.45,316.14,3.16,1.23,5.56,11.56,83.09,0.3125,0.2557,0.4
0.32,290.95,2.52,0.62,2.84,7.74,90.47,0.325,0.2572,5.9
0.69,234.71,5.53,5.83,1,8.75,88.4,0.3375,0.2737,0
0.43,158.69,3.77,1.71,0.1,7.4,87.15,0.35,0.2629,0.1
0.19,341.61,1.53,0,1.73,4.38,93.17,0.3625,0.2584,3.4
0.19,365.09,1.67,0,-0.53,2.17,90.47,0.375,0.2596,0
0.25,365.88,2.24,0.26,-3.01,0.4,82.97,0.3875,0.2534,0
0.16,350.79,1.58,0,-3.73,-0.54,83.38,0.4,0.2482,1.3
0.21,319.02,2.03,0.22,-1.64,1.31,90.93,0.3625,0.2471,5
0.53,430.88,4.42,3.06,-0.09,4.62,86.03,0.325,0.2627,0
0.99,466.69,8.33,8.67,-1.1,8.05,75.37,0.2875,0.2627,0
1.02,275.57,8.57,8.74,-1.37,9.82,70.14,0.25,0.2547,0
1.07,213.04,8.33,8.14,-1.03,14.81,74.11,0.2125,0.2498,0.1
0.61,282.21,4.58,2.6,3.24,10.56,90.99,0.175,0.2468,0.7
0.37,297.35,2.94,0.74,2.8,9.2,92.18,0.1375,0.2465,0.4
0.81,163.99,6.22,3.98,1.28,10.56,84.5,0.1,0.2459,0
0.26,327.81,2.08,0.25,0.94,7.85,91.91,0.1,0.2431,0.8
0.23,493.76,1.62,0.04,6.79,11.1,95.15,0.1,0.2454,5.9
1.18,411.93,8.26,6.34,7.57,12.17,83.53,0.1,0.272,4.1
0.19,653.68,1.27,0,8.37,11.15,91.66,0.1,0.293,34.2
0.38,860.18,2.47,0.94,4.09,10.87,83.75,0.1,0.3339,7.3
0.83,348.23,6.67,5.51,-1.44,8.02,80.91,0.1,0.2906,0.2
0.58,475.64,4.63,2.72,-0.03,8.14,77.96,0.1,0.268,0.9
0.41,531.69,2.79,0.05,6.5,10.6,81.95,0.1,0.2599,0
0.42,615.7,3.21,0.42,5.53,11.83,75.84,0.1625,0.2602,7.6
0.6,588.84,4.79,1.76,1.82,8.83,80.09,0.225,0.2721,8.2
0.75,390.21,5.91,2.47,2.4,9.43,86.59,0.2875,0.2763,3.8
0.5,634.43,3.75,0.9,3.16,8.32,75.04,0.35,0.272,1.7
0.67,322.92,5.06,1.76,0.66,9.99,74.14,0.4125,0.2619,0.5
0.74,306.22,5.08,0.88,5.95,14.19,78.79,0.475,0.2614,11.2
1,510.51,7.43,4.37,4.5,10.81,82.64,0.5375,0.305,8.1
0.69,229.43,5.33,2.2,3.74,8.8,88.52,0.6,0.3063,1.3
0.7,225.93,5.31,2.22,0.93,9.79,87.48,0.5875,0.2831,3.7
0.21,389.29,1.63,0.02,1.23,10.34,93.52,0.575,0.308,13.5
0.75,395.39,5.39,2.89,3.83,13.19,85.63,0.5625,0.3028,0.4
1.68,147.06,12.37,8.64,-0.39,11.88,78.01,0.55,0.2797,0
1.24,180.34,9.12,5.66,1.55,12.88,70.11,0.5375,0.2697,0
1.93,291.87,13.64,9.47,2.99,14.93,60.95,0.525,0.2639,0
1.4,205.48,10.42,5.92,0.21,14.87,74.54,0.5125,0.2584,0
1.7,339.74,12.09,6.67,3.12,15.92,82.47,0.5,0.2545,0
1.84,175.18,13.09,7.23,1.81,14.81,77.31,0.5875,0.2514,0
2.08,215.31,14.64,10.65,0.06,17.13,74.97,0.675,0.2479,0
1.23,488.77,8.58,4.26,6.1,10.77,68.12,0.7625,0.2458,10.1
0.5,477.27,3.31,0.13,6.63,12.72,92.89,0.85,0.2784,7.6
