"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
2.32,136.33,14.84,3.24,7.55,16.31,81.7,2.4875,0.0971,0
4.06,167.96,24.59,10.05,6.28,21.7,71.86,2.675,0.098,0.1
3.15,256.14,18,5.44,12.57,21.24,79.26,2.8625,0.0984,4.3
3.79,168.58,21.67,6.13,12.37,24.22,77.06,3.05,0.0998,0
1.42,273.65,8.1,0.82,13.45,20.19,86.07,3.2375,0.0984,26.4
0.86,307.89,4.93,0.11,15.33,19.95,94.39,3.425,0.1051,24.7
2.46,212.52,14.2,4.14,13.29,21.75,79.49,3.6125,0.111,1.1
1.53,247.65,8.81,2.65,12.98,23.65,91.11,3.8,0.1123,16.6
2.78,323.13,15.7,2.85,14.58,23.79,86.76,3.525,0.1227,33.2
2.55,188.28,14.5,3.91,14.37,22.74,88.77,3.25,0.1308,2.5
3.49,199.1,19.25,6.58,13.85,26.11,84.77,2.975,0.1335,0
4.97,218.54,26.92,12.83,13.77,27.99,72.29,2.7,0.1333,0
4.78,206.54,26.15,12.77,13.12,26.97,73.85,2.425,0.1319,0
4.02,205.69,21.33,7.1,15.05,27.39,78.08,2.15,0.1298,4.6
4.35,247.2,25.22,10.31,11.82,23.24,77.76,1.875,0.126,0
4.84,223.8,28.87,12.76,9.31,21.82,65.3,1.6,0.1218,0
4.17,137.99,24.44,8.56,8.24,22.52,67.58,1.575,0.1174,0
3.18,180.46,18.07,4.11,13.42,22.21,71.84,1.55,0.1151,0.1
2.02,143.88,11.84,1.05,14.23,21.79,87.98,1.525,0.1192,16.4
1.97,274.81,11.83,1.99,13.83,20.11,91.83,1.5,0.1459,24.5
2.44,290.39,14.67,4.13,12.85,20.96,84.74,1.475,0.1546,2.8
2.59,185.32,15.67,3.95,11.29,19.43,86.99,1.45,0.1586,7.4
3.26,146.49,19.66,6.72,8.65,20.99,81.19,1.425,0.1605,6.1
2.02,182.58,12.22,2.1,12.61,19.66,88.47,1.4,0.1682,5.7
2.26,271.04,13.9,3.07,12.7,18.79,86.08,1.3375,0.1755,1.7
3.32,202.4,20.1,6.1,11.88,19.28,74.37,1.275,0.1726,0.1
1.24,407.23,7.51,0.53,12.65,18.98,85.83,1.2125,0.1798,15.7
1.83,240.38,10.47,0.39,15.59,21.08,91.91,1.15,0.194,2.6
4.12,212.84,22.28,9.54,15.26,25.69,79.04,1.0875,0.1936,0
4.51,209.21,22.86,8.68,18.59,31.63,78.02,1.025,0.2023,42.7
2.8,212.48,15.25,4.33,15.48,24.16,83.82,0.9625,0.2479,0
1.2,181.2,7.33,1.4,11.09,18.48,89.07,0.9,0.2376,6.6
2.88,286,18.28,7.49,10.78,19.74,85.31,1.1125,0.2398,3.2
1.45,292.87,8.8,2.2,11.58,17.88,89.93,1.325,0.2425,3.8
3.66,212.07,21.05,6.11,11.72,22.82,74.84,1.5375,0.2378,11.6
3.08,359.77,17.95,4.42,13.48,21.19,76.67,1.75,0.2511,0.4
1.62,352.38,9.45,1.03,14.62,19.79,86.3,1.9625,0.2421,1
1.59,383.7,9.12,0.5,14.93,20.98,87.53,2.175,0.25,15.5
3.31,387.61,20.16,7.7,9.93,19.29,77.11,2.3875,0.2653,3.6
3.54,269.15,21.1,7.8,10.16,20.42,74.75,2.6,0.253,0.4
3.54,135.99,20.43,8.82,9.95,22.42,78.1,2.5375,0.2451,0
2.16,369.58,12.89,4.63,10.12,21.2,81.6,2.475,0.2419,1.4
4,229.48,24.03,10.89,9.23,20.97,74.98,2.4125,0.2389,0
3.7,153.75,21.54,7.42,7.49,22.38,72.82,2.35,0.234,0
2.51,302.99,14.06,3.34,14.59,22.04,74.91,2.2875,0.2315,0
3.5,253.12,19.23,4.64,14.73,24.76,75.65,2.225,0.2286,0
4.65,295.62,24.48,10.44,15.65,29.64,69.11,2.1625,0.2233,0
3.27,448.29,18.22,7.04,15.37,23.31,66.38,2.1,0.218,0
3.73,291.48,21.63,7.38,12.49,23.67,75.82,2.125,0.2133,0
2.22,222.05,13.76,4.24,9.85,19.35,84.16,2.15,0.2092,1.6
3.15,267.64,19.34,7.22,7.96,20.08,74.47,2.175,0.2049,0
3.33,218.63,19.55,9.07,9.43,21.97,72.64,2.2,0.1984,0
2.29,256.08,12.75,2.74,14.23,24.36,79.15,2.225,0.1953,0
2.29,237.69,12.81,4.69,13.72,24.82,83.29,2.25,0.1966,1.7
4.49,157.57,23.89,11.56,12.46,28.41,71.94,2.275,0.1922,0
5.18,163.93,26.87,14.67,13.21,30.84,60.98,2.3,0.18,0
4.77,258.54,23.99,11.1,17.92,34.86,61.82,2.1625,0.165,0
4.7,202.81,24.62,10.87,16.48,28.55,72.03,2.025,0.1513,24.6
3.05,182.76,16.44,5.65,17.46,26.38,81.71,1.8875,0.1453,0.6
3.25,203.75,17.43,5.77,17.95,26.71,83.78,1.75,0.146,0
2.82,128.02,15.2,5.09,16.7,26.89,82.86,1.6125,0.1463,0
2.67,206.89,14.54,3.46,14.93,24.93,80.15,1.475,0.1469,0
3.24,115.18,18.1,5.53,12.53,24.5,74.29,1.3375,0.1454,0
2.99,291.82,16.74,4.95,14.12,22.86,77.13,1.2,0.1426,0.8
2.5,237.78,13.89,3.4,15.97,24.28,83.2,1.175,0.1421,6.6
2.48,303.02,14.04,3.7,15.14,23.54,81.91,1.15,0.144,0
2.09,218.98,11.84,2.17,14.01,23.21,84.95,1.125,0.1453,2.1
2.55,206.56,14.78,5.16,11.71,21.04,82.14,1.1,0.1468,2.2
2.6,209.33,15.24,4.71,11.17,22.12,79.45,1.075,0.1471,4.4
0.98,290.97,5.81,0.05,13.47,18.26,96.56,1.05,0.1507,9.9
0.71,412.74,4.16,0.29,15.88,19.4,94.52,1.025,0.175,14.7
2.34,365.76,13.37,3.61,12.95,20.95,81.53,1,0.2065,0
2.9,263.19,17.01,6.92,11.67,23.11,81.21,1.2125,0.2073,1.1
2.72,252.84,15.72,6.26,10,23.11,83.36,1.425,0.2084,0
2.94,328.39,16.46,6.28,9.82,24.23,77.36,1.6375,0.2049,0
2.68,352.44,15.47,6.14,12.32,22.29,74.46,1.85,0.2026,0
2.39,214.71,15.04,6.74,9.75,19.37,79.41,2.0625,0.1997,2
2.84,199.03,18.29,7.93,7.26,17.95,79.97,2.275,0.1977,0.5
0.99,334.87,6.33,0.49,6.11,16.01,92.53,2.4875,0.2021,7
2.17,294.54,12.22,3.58,14.94,23.15,86.92,2.7,0.2193,0
2.51,273.42,14.28,4.77,13.44,23.04,83.33,2.6875,0.2179,0
2.66,148.86,15.42,4.36,11.4,23.17,77.63,2.675,0.2122,0
3.9,223.02,22.71,11.61,11.12,22.41,73.47,2.6625,0.203,0
3.81,284.07,22.34,11.8,10.38,22.78,74.49,2.65,0.1933,0
4.19,276.77,24.01,13.23,10.65,25,64.74,2.6375,0.1808,0
4.03,190.49,23.02,12.89,8.96,25.48,67.24,2.625,0.1663,0
2.64,222,14.85,5.45,10.42,26.37,76.04,2.6125,0.1554,1.4
2.95,342.81,16.63,7.48,14.71,24.07,72.65,2.6,0.1517,0.6
1.62,413.05,9.54,3.13,13.99,19.4,84.76,2.65,0.1522,4.5
1.57,290.4,9.04,3.53,12.19,23.15,86.26,2.7,0.1569,0.2
4.03,141.69,21.84,12.85,11.14,28.41,71.2,2.75,0.159,0
4.23,188.47,21.73,12.89,15.48,31.76,66.26,2.8,0.1565,0
4.23,172.54,21.55,12.84,16.61,32.83,67.63,2.85,0.1511,0
3.72,222.39,19.31,10.95,17.68,29.94,73.4,2.9,0.1523,0
3.47,291.44,18.09,8.73,16.77,29.79,74.81,2.95,0.1566,2.7
3.14,304.56,16.86,9.28,14.84,27.19,73.07,3,0.1594,0.3
2.3,210.41,13.47,5,10.58,22.75,80.86,3.1375,0.1622,0
3.47,102.48,20.41,12.37,7.89,24.21,72.46,3.275,0.1623,0
3.46,152.67,19.65,11.79,9.64,26.1,70.66,3.4125,0.1609,0
2.45,190.88,14.26,6.99,11.16,24.2,82.76,3.55,0.1604,0
2.64,228.35,15.26,5.82,9.81,23.35,77.83,3.6875,0.1588,0.6
2.49,249.54,14.25,5.98,13.08,23.64,78.04,3.825,0.1586,0.5
1.72,424.78,9.71,3.4,14.36,22.9,82.2,3.9625,0.16,4.3
2.56,193.64,14.77,7.85,12.09,23.23,81.85,4.1,0.1612,0
3.03,126.48,17.18,11.01,10.67,26.32,80.49,3.9,0.1605,0
3.43,169.85,19.03,11.93,11.62,27.01,70.05,3.7,0.159,0
3.31,242.14,18,11.93,12.32,28.29,70.86,3.5,0.1696,0
2.71,157.84,15.86,8.51,10.89,23.72,80.22,3.3,0.177,0
3.08,143.85,17.71,11.3,8.72,26.3,72.67,3.1,0.1781,0
1.46,130.61,8.28,1.62,13.55,23.81,84.26,2.9,0.1777,0
3.19,114.19,17.05,11.41,13.4,29.76,71.75,2.7,0.1805,0
3.19,189.91,16.46,11.47,15.35,32.57,65.54,2.5,0.1794,0
3.18,193.46,16.41,11.44,16.56,32.43,62.32,2.4125,0.1776,0
2.91,293.44,15.28,9.05,15.55,30.44,65.61,2.325,0.2085,17.8
1.9,263.5,10.92,5.2,13.96,22.1,80.21,2.2375,0.2899,0
1.38,142.21,7.92,1.49,11.33,20.33,86.79,2.15,0.2575,0
1.32,234.17,7.77,2.71,12.97,19.65,83.52,2.0625,0.2436,0
1.95,168.95,12.16,5.53,9.05,19.84,76.39,1.975,0.2317,0
1.73,97.67,10.83,4.04,6.61,19.85,79.22,1.8875,0.2221,0
2.31,144.5,14.17,9.49,8.39,20.94,71.45,1.8,0.2149,0
1.93,109.26,12.13,6.79,6.57,21.69,78.36,1.7,0.2085,0
2.05,173.27,12.71,8.08,7.41,21.77,80.72,1.6,0.2049,0
2.42,210.34,14.32,10.13,7.3,24.14,70.65,1.5,0.201,0
2.34,290.57,13.62,9.25,10.34,26.32,70.26,1.4,0.1966,0
1.81,112.08,11.36,6.26,7.23,20.08,81.39,1.3,0.1922,0
2.29,156,14.3,9.42,4.8,21.77,73.9,1.2,0.1883,0
1.97,408.32,11.1,6.26,14.05,23.27,63.09,1.1,0.1845,0
1.05,484.43,6.13,2.54,13.9,19.77,79.62,1,0.1798,1.6
1.65,274.73,10.16,4.96,10.89,18.88,78.06,1.05,0.1774,0.7
1.23,209.11,7.7,2.87,9.9,18.01,84.92,1.1,0.1756,4.1
0.88,373.01,5.72,2.06,8.73,15.92,87.08,1.15,0.1845,1.6
1.53,228.58,9.5,5.66,11.49,18.5,80.54,1.2,0.2127,0
1.28,344.12,8.23,4.81,8.76,17.52,78.77,1.25,0.2053,0
2,404.17,13.55,10.03,4.84,14.52,70.52,1.3,0.1955,0
0.94,336.35,6.52,1.79,3.19,12.9,78.53,1.35,0.1865,0
0.76,278.86,5.05,2.3,9.3,14.74,82.97,1.4,0.1796,0
1.29,227.26,8.84,4.63,4.52,14.71,76.8,1.3,0.1749,0
1.41,113.59,10.09,7.47,3.46,14.12,81.82,1.2,0.1689,0
1.3,138,9.6,6.38,2.57,13.36,79.42,1.1,0.1633,0
0.92,140.75,7.01,2.56,-0.05,12.6,88.47,1,0.158,1.7
0.48,350.72,3.33,0.03,6.9,9.92,84.42,0.9,0.1566,0
1.1,436.43,7.54,4.87,6.49,12.26,76.48,0.8,0.1545,0
1.11,347.94,7.67,5.33,7.45,13.48,77.3,0.7,0.1504,6.5
0.6,249.74,4.03,2.44,8.4,14.81,89.65,0.6,0.1589,0.2
1.66,232.31,10.51,9.16,6.78,19.66,78.37,0.6375,0.168,0
0.84,173.3,5.52,2.87,6.51,16.45,89.94,0.675,0.171,0
0.65,336.83,4.46,2.67,6.96,13.81,91.72,0.7125,0.1768,16.8
0.52,336.9,3.78,2.04,4.18,11.33,90.66,0.75,0.2304,5.9
0.27,204.08,1.76,0.14,6.15,10.74,94.31,0.7875,0.2831,8.7
0.63,183.19,4.69,2.02,6.06,10.27,87.73,0.825,0.3066,2.4
0.63,136.69,4.78,2.12,-0.55,9.85,89.99,0.8625,0.297,0.1
0.47,136.65,4.41,1.11,-1.42,7.14,96.25,0.9,0.2846,0
0.24,192.64,1.74,0,5.13,8.86,94.6,0.925,0.2782,3
0.21,102.14,1.42,0,8.41,9.71,94.01,0.95,0.2771,0
0.91,126.75,6.37,4.65,6.63,12.61,88.74,0.975,0.2698,0
0.37,308.85,2.56,0.25,7.7,13.23,92.72,1,0.2629,0
0.21,300.97,1.49,0,10.12,13.65,91.82,1.025,0.2577,0.7
0.99,95.94,6.87,6.82,4.86,15.01,89.63,1.05,0.2523,0
0.94,67.9,6.78,6.94,4.32,15.17,89.89,1.075,0.2463,0
1.06,101.55,7.5,8.11,3.74,15.84,89.57,1.1,0.2405,0
0.62,144.33,4.31,3.37,3.03,14.15,94.1,1.0625,0.2363,1.8
0.77,228.9,5.9,5.21,2.92,11.18,90.75,1.025,0.2449,0.6
0.52,212.78,4.13,2.87,2.05,9.7,94.79,0.9875,0.2585,0.2
0.67,297.76,4.87,4.35,5.48,10.99,82.9,0.95,0.2565,1.4
0.48,296.28,3.58,2.31,4.53,10.51,89.58,0.9125,0.2563,0.8
0.4,391.9,3.19,1.83,3.75,8.29,89.38,0.875,0.2552,2.6
0.15,193.64,1.11,0,2.79,6.08,94.4,0.8375,0.2542,1.9
0.5,174.81,4.12,3.09,-0.33,4.95,89.29,0.8,0.2597,0.7
0.2,220.45,1.4,0.09,-0.06,4.75,93.68,0.775,0.274,11.6
0.14,162.14,1.17,0.36,2.64,6.78,96.36,0.75,0.3187,14
0.32,265.71,2.86,2.74,-2.59,5.19,88.89,0.725,0.3353,0
0.4,231.97,3.55,2.72,-2.88,5.16,85.12,0.7,0.3156,0.3
0.2,183.74,1.77,0.13,0.57,4.81,88.22,0.675,0.3039,1
0.33,269.07,2.74,1.09,-1.88,5.57,91.77,0.65,0.2984,5.5
0.1,347.36,0.8,0,5.45,11.83,98.22,0.625,0.3086,11.2
0.26,410.75,1.77,1.12,9.47,13.76,93.34,0.6,0.3276,13.1
0.43,497.46,3.11,1.59,8.11,11.77,87.46,0.825,0.3318,18
0.46,459.47,3.37,2.71,3.54,9.66,86.18,1.05,0.3498,3.6
0.39,421.13,2.94,2.21,3.86,7.92,79.8,1.275,0.3419,2.1
0.28,601.89,1.95,1.19,4.89,13.72,75.25,1.5,0.3296,3.5
0.23,407.05,1.49,0.34,9.91,14.54,81.9,1.725,0.3284,2.7
0.49,369.78,3.06,2.78,6.94,13.07,76.01,1.95,0.3255,0
0.33,201.63,2.55,1.76,5.04,12.54,91.57,2.175,0.3168,0.1
0.44,479.78,3.21,3.1,4.34,9.65,82.43,2.4,0.3083,0
0.64,378.88,5.28,7.35,0.19,8.01,76.8,2.4125,0.3009,0
0.37,125.2,3.67,2.82,-2.66,4.14,92.44,2.425,0.2966,0
0.36,159.33,2.85,2.11,-0.5,9,89.7,2.4375,0.2941,0
0.58,267.47,4.89,7.13,-3.87,3.84,82.69,2.45,0.2922,0
0.61,116.45,5.66,7.12,-7.03,3.06,86.85,2.4625,0.2909,0
0.47,276.51,4.53,5.7,-7.76,4.64,81.88,2.475,0.2901,0
0.16,342.69,1.25,0.09,3.09,7.89,89.77,2.4875,0.2898,0
0.21,173.93,1.67,0.79,-1.1,9.11,92.87,2.5,0.2885,0.5
0.4,71.1,3.78,4.78,-4.67,5.62,94.69,2.3125,0.288,0
0.48,212.09,4.84,6.92,-5.13,3.23,82.8,2.125,0.2872,0
0.42,107.54,4.34,6.89,-5.64,4.7,82.5,1.9375,0.2865,0
0.47,123.18,4.32,6.83,-5.36,6.01,89.45,1.75,0.2858,0
0.23,294.93,1.78,0.91,0.44,8.93,77.34,1.5625,0.2861,0
0.38,390.54,2.78,2.88,4.91,9.32,70.79,1.375,0.2857,0
0.23,340.13,1.63,1.54,6.59,11.98,85.89,1.1875,0.2839,0.3
0.16,357.41,1.2,0.67,5.51,9.45,91.27,1,0.2833,4.9
0.24,396.07,1.75,0.49,6.54,9.85,88.72,1.05,0.3002,0.6
0.18,190.15,1.38,0.63,2.49,7.95,93.7,1.1,0.3,1.3
0.12,226.66,0.95,0.01,4,7.46,93.58,1.15,0.297,0.7
0.31,181.76,2.27,2.33,4.89,10.11,93.84,1.2,0.2945,0
0.17,274.17,1.18,0.15,5.23,8.3,91.62,1.25,0.2915,0
0.4,214.52,3.06,4.46,2.46,7.38,86.18,1.3,0.2891,0.1
0.2,171.03,1.29,0.54,2.2,6.83,94.11,1.35,0.2872,0.3
0.2,178.79,1.5,0.65,4.82,8.06,94.95,1.4,0.2858,0
0.36,169.75,2.94,4.41,-1.09,6.96,94.17,1.7625,0.2846,0
0.37,185.38,3.47,5.62,-2.89,4.11,91.89,2.125,0.2841,0.1
0.3,386.64,2.53,2.26,-0.9,7.98,84.4,2.4875,0.2841,15.3
0.1,289.68,0.89,0,4.04,6.49,95.06,2.85,0.3266,0.1
0.28,451.67,2.61,3.17,3.66,8.37,88.61,3.2125,0.3165,1.1
0.3,521.65,2.12,1.28,5.88,8.66,85.26,3.575,0.3099,1.5
0.1,608.78,0.48,0,7.79,11.19,90.5,3.9375,0.3067,3.6
0.34,491.46,2.66,3.4,2.95,11.25,80.62,4.3,0.3141,0.8
0.4,271.6,3.39,5.76,1.27,8.67,89.29,4.3,0.3114,0
0.18,129.17,1.63,0.73,-3.2,4.59,95.34,4.3,0.3058,0
0.34,67.19,3.42,4.63,-5.48,2.61,95,4.3,0.3026,0
0.43,149.9,4.36,6.72,-6.55,3.44,93.54,4.3,0.3005,0.2
0.11,280.3,1.03,0.23,-2.81,0.45,98.05,4.3,0.2996,0
0.17,373.54,1.6,0.79,-2.12,0.57,94.91,4.3,0.2997,2.8
0.4,214.13,3.64,5.26,-1.1,5.94,92.07,3.9,0.3051,0.3
0.23,441.43,2.09,1.59,-1.23,4.9,90.95,3.5,0.303,3
0.32,419.93,2.63,2.52,0.75,6.46,84.48,3.1,0.309,3
0.44,195.13,4.41,6.39,-6.57,2.35,81.87,2.7,0.3092,0
0.47,173.86,5.36,6.65,-8,-0.86,80.07,2.3,0.3043,1.6
0.1,329.56,0.81,0,-3.2,0.68,92.61,1.9,0.3021,1.2
0.19,120.04,1.42,0,0.59,4.39,98.72,1.5,0.31,0.1
0.22,327.35,1.89,0.36,1.82,5.55,93.76,1.1,0.3082,6.2
0.24,281.12,1.92,1.31,2.11,5.98,94.35,1.25,0.3198,0.2
0.16,549.05,1.12,0.85,4.63,9.67,82.29,1.4,0.3141,0.8
0.4,458.13,2.95,2.36,1.53,7.14,82.39,1.55,0.3134,22.5
0.37,459.2,3.29,3.43,0.12,4.37,88.81,1.7,0.3473,5.7
0.31,325.25,2.72,2.13,-0.27,4.17,88.18,1.85,0.3331,3.8
0.4,169.32,3.95,3.65,-2.71,2.51,95.5,2,0.327,0
0.09,157.92,1.1,0.43,-4.75,-0.08,95.37,2.15,0.3223,0
0.5,182.41,4.86,5.84,-4.83,-0.49,87.85,2.3,0.3177,0
0.31,178.03,3.25,3.3,-5.69,-1.29,90.63,2.05,0.3143,0
0.61,127.59,6.32,7.11,-6.48,2.64,81.58,1.8,0.3113,0
0.5,152.73,4.78,6.28,-6.63,3.72,73.24,1.55,0.3071,0
0.59,186.14,5.64,7.57,-5.56,4.19,80.02,1.3,0.3054,0
0.56,65.97,6.05,7.4,-8.44,3.05,86.23,1.05,0.3009,0
0.16,133.56,1.47,0.04,-5.23,0.86,89.41,0.8,0.2963,0.3
0.17,125.73,1.49,0,-0.49,1.5,96.07,0.55,0.3025,0
0.28,191.9,2.89,2.47,-5.24,-0.05,83.72,0.3,0.3068,0
0.6,205.33,6.32,7.54,-5.97,1.55,77.47,0.3375,0.3016,0
0.51,272.09,4.27,5.05,-4.59,6.68,68.68,0.375,0.2974,0
0.55,281.86,4.48,4.58,1.05,9.59,68.55,0.4125,0.3016,1
0.45,361.4,3.59,3.1,2.86,7.42,86.92,0.45,0.3028,7.2
0.12,369.01,1.05,0.05,2.43,7.56,94.08,0.4875,0.3194,0.4
0.22,139.09,1.81,0.23,2.04,4.54,87.72,0.525,0.3164,0
0.46,318.67,3.79,2.41,0.06,6.04,83.59,0.5625,0.3112,0.8
0.72,319.26,5.09,4.66,4.96,12.61,83.86,0.6,0.3086,0.3
0.43,290.71,3.01,1.09,5.51,11.72,82.56,0.675,0.3067,1.1
0.31,278.7,2.42,0.59,2.85,7.92,89.81,0.75,0.3092,5.7
0.71,236.94,5.66,5.87,1.13,8.83,86.6,0.825,0.3184,0.1
0.51,153.01,4.38,2.27,-0.2,7.64,85.99,0.9,0.3121,0.2
0.2,287.85,1.55,0,2.06,4.65,93.23,0.975,0.3108,3.3
0.23,317,1.97,0,-0.32,2.94,89.84,1.05,0.3156,0
0.3,324.99,2.66,0.34,-2.79,1.14,82.86,1.125,0.311,0
0.16,320,1.53,0,-3.04,-0.1,82.47,1.2,0.308,2.2
0.24,285.27,2.29,0.24,-1.24,1.72,91.41,1.175,0.3082,4.5
0.52,375.49,4.1,2.81,0.15,5.67,85.63,1.15,0.3207,0
0.99,433.36,8.42,8.55,-0.9,8.59,74.65,1.125,0.3173,0
1.03,244.83,8.68,8.8,-1.53,10.17,69.73,1.1,0.3121,0
1.09,186.19,8.5,8.34,-1.38,15.21,73.06,1.075,0.3085,0
0.79,239.55,5.86,3.85,3.11,11.27,89.22,1.05,0.3059,0.7
0.35,273.32,2.6,0.62,3.11,9.29,91.87,1.025,0.3049,0.3
0.79,139.61,6.1,3.78,0.82,10.45,84.66,1,0.3039,0
0.29,296.18,2.16,0.28,0.41,7.62,90.78,0.8875,0.3029,0.7
0.2,460.38,1.53,0,6.78,11.15,95.09,0.775,0.3031,4.7
1.14,382.7,8.07,6.07,7.76,12.38,84.14,0.6625,0.3184,3.8
0.18,628.35,1.22,0,8.56,11.14,91.67,0.55,0.3316,35
0.39,812.99,2.61,1.05,4.05,10.93,83.05,0.4375,0.3651,6.3
0.92,325.91,7.44,6.03,-1.3,8,81.28,0.325,0.358,0.3
0.64,431.13,5.17,3.56,-0.48,8.11,76.99,0.2125,0.3471,0.3
0.47,491.24,3.2,0.18,6.44,10.77,79.47,0.1,0.3395,0.2
0.45,592.73,3.16,0.45,5.83,12.27,74.11,0.1875,0.3363,8.3
0.62,552.6,5.03,1.87,1.75,9.42,78.77,0.275,0.3381,9.9
0.74,393.34,5.75,2.21,2.24,9.41,86.53,0.3625,0.3426,2.4
0.47,605.53,3.45,0.63,3.09,8.45,72.81,0.45,0.3401,0.7
0.72,293.57,5.44,1.89,0.61,10.48,72.31,0.5375,0.3364,0
0.75,286.72,5.02,0.9,6.22,14.38,77.16,0.625,0.335,13.5
1,482.37,7.43,4.37,4.62,10.88,82.05,0.7125,0.3478,7.2
0.62,236.78,4.77,1.81,3.95,8.64,89.02,0.8,0.346,0.9
0.67,219.99,5.11,2.12,0.58,9.93,87.79,0.85,0.341,1.7
0.21,371.96,1.63,0,1.21,10.3,93.46,0.9,0.3475,13.8
0.7,359.74,5.07,2.86,4.04,13.37,85.65,0.95,0.3493,0.5
1.63,131.25,12.51,8.71,0.08,11.81,77.91,1,0.3435,0
1.3,172.34,9.44,5.94,1.16,13.08,69.07,1.05,0.339,0
1.88,280.6,13.28,9,2.88,15.06,58.69,1.1,0.3345,0
1.42,192.37,10.41,5.8,1.14,14.92,72.3,1.15,0.3302,0
1.78,310.37,12.56,7.26,2.87,16.25,80.97,1.2,0.3252,0
1.79,162.85,12.6,6.89,1.92,15.07,77.05,1.25,0.3196,0
2.09,180.25,14.74,10.61,-0.01,17.37,73.9,1.3,0.3148,0
1.2,436.91,8.32,3.94,6.01,10.88,67.49,1.35,0.3108,9
0.48,459.2,3.14,0.07,6.35,12.65,93.43,1.4,0.3304,8.9
