"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
2.61,212.59,15.34,4.91,11.21,22,79.77,1.1875,0.2767,5
1.01,289.11,5.93,0.05,13.44,18.27,96.41,1.225,0.2878,9.8
0.72,419.19,4.2,0.36,15.82,19.42,94.32,1.2625,0.3115,15.8
2.32,372.33,13.3,3.71,12.86,20.95,81.5,1.3,0.372,0
2.96,266.51,17.33,7.19,11.58,23.14,81.07,1.3625,0.3289,1.2
2.68,255.59,15.54,6.2,9.9,23.08,83.54,1.425,0.3097,0
2.89,336.59,16.2,6.17,9.78,24.09,77.5,1.4875,0.2995,0
2.69,359.69,15.58,6.14,12.3,22.21,74.39,1.55,0.2936,0
2.39,221.78,15.06,6.66,9.77,19.28,79.55,1.6125,0.2888,1.8
2.87,205.56,18.47,8.16,7.22,17.88,79.76,1.675,0.2846,0.4
0.97,338.9,6.22,0.42,6.05,15.97,92.67,1.7375,0.2837,7.4
2.21,300.65,12.42,3.66,14.97,23.12,87.01,1.8,0.2882,0
2.45,277.52,13.95,4.5,13.45,22.96,83.43,1.7875,0.2826,0
2.65,149.56,15.37,4.3,11.36,23.05,77.05,1.775,0.2767,0
3.92,220.64,22.81,11.72,10.9,22.35,73.65,1.7625,0.2682,0
3.78,283.94,22.15,11.65,10.38,22.66,74.65,1.75,0.2518,0
4.19,279.56,24.05,13.22,10.64,24.86,64.97,1.7375,0.2317,0
4.06,196.99,23.19,12.86,9.01,25.36,67.33,1.725,0.2161,0
2.66,223.91,14.95,5.56,10.51,26.38,75.88,1.7125,0.2039,1.5
2.96,347.06,16.67,7.5,14.76,24.04,72.79,1.7,0.1945,0
1.62,416.78,9.56,3.17,14.01,19.39,84.85,1.7375,0.1877,5.1
1.55,295.81,8.89,3.48,12.22,23.04,86.52,1.775,0.1922,0.2
4.03,143.42,21.84,12.83,11.39,28.3,71.11,1.8125,0.1851,0
4.23,191.91,21.73,12.9,15.55,31.68,66.5,1.85,0.1692,0
4.23,175.04,21.53,12.83,16.63,32.74,67.89,1.8875,0.1445,0
3.73,224.25,19.33,10.96,17.6,29.81,73.53,1.925,0.1186,0
3.46,296.55,18.04,8.59,16.68,29.55,74.95,1.9625,0.1019,1.9
3.12,309.12,16.73,9.17,14.82,27.13,73.19,2,0.089,0
2.34,214.8,13.75,5.15,10.4,22.66,80.79,1.9375,0.0791,0
3.46,101.78,20.36,12.39,7.79,24.21,72.73,1.875,0.0713,0
3.45,154.92,19.65,11.78,9.71,26.08,70.84,1.8125,0.0631,0
2.46,191.19,14.28,7,11.11,24.18,82.9,1.75,0.0569,0
2.62,236.24,15.17,5.73,9.75,23.27,78.07,1.6875,0.052,1
2.49,254.08,14.21,5.95,13.1,23.57,78.3,1.625,0.0495,0.5
1.73,431.43,9.75,3.45,14.33,22.96,82.35,1.5625,0.0479,3.1
2.57,195.98,14.79,7.83,12.05,23.19,81.95,1.5,0.0465,0
3,130.14,17.02,10.9,10.71,26.22,80.5,1.475,0.0443,0
3.42,169.24,18.98,11.92,11.68,26.98,70.4,1.45,0.0421,0
3.3,243.71,17.99,11.96,12.46,28.24,71.18,1.425,0.0401,0
2.69,162.78,15.79,8.5,10.93,23.67,80.58,1.4,0.0385,0
3.08,149.44,17.67,11.26,8.8,26.26,72.4,1.375,0.0361,0
1.44,135.14,8.17,1.59,13.75,23.65,84.58,1.35,0.0352,0
3.18,116.83,17.04,11.43,13.43,29.75,72.04,1.325,0.0349,0
3.19,191.74,16.44,11.47,15.57,32.53,65.86,1.3,0.0335,0
3.18,197.73,16.4,11.44,16.59,32.43,62.59,1.2375,0.0324,0
2.92,298.67,15.3,9.11,15.61,30.47,65.04,1.175,0.0311,17.3
1.88,265.75,10.84,5.16,14.01,22.07,80.53,1.1125,0.0458,0
1.34,143.3,7.63,1.27,11.36,20.17,86.99,1.05,0.0465,0
1.37,237.59,8.07,2.9,12.97,19.77,83.26,0.9875,0.0453,0
1.93,167.58,12.07,5.46,8.94,19.82,76.68,0.925,0.0442,0
1.72,98.64,10.79,4.03,6.5,19.85,79.2,0.8625,0.0425,0
2.32,148.25,14.23,9.56,8.34,20.91,71.32,0.8,0.0429,0
1.92,111.49,12.06,6.76,6.65,21.64,78.43,0.775,0.042,0
2.05,178.04,12.72,8.12,7.27,21.72,80.72,0.75,0.0417,0
2.41,214.64,14.29,10.12,7.18,24.08,70.77,0.725,0.0405,0
2.34,293.91,13.59,9.23,10.36,26.25,70.38,0.7,0.0401,0
1.81,111.95,11.31,6.23,7.28,20.12,81.53,0.675,0.0397,0
2.29,160.76,14.29,9.55,4.88,21.72,73.65,0.65,0.0408,0
1.97,416.2,11.11,6.27,14.18,23.26,63.22,0.625,0.0425,0
1.01,492.53,5.87,2.34,13.86,19.58,79.84,0.6,0.0409,1.6
1.66,280.98,10.18,5.03,11.01,18.86,78.07,0.6,0.0395,0.6
1.23,212.09,7.73,2.93,9.96,17.96,84.92,0.6,0.0382,3.3
0.88,376.57,5.73,2.11,8.72,15.89,87.31,0.6,0.0378,1.6
1.55,230.45,9.63,5.82,11.38,18.5,80.44,0.6,0.0391,0
1.32,348.76,8.46,5.08,8.77,17.53,78.57,0.6,0.0394,0
1.99,406.05,13.5,10.04,4.82,14.49,70.64,0.6,0.0384,0
0.94,338.26,6.57,1.86,3.23,12.97,78.45,0.6,0.0371,0
0.76,279.15,5.08,2.32,9.49,14.74,82.95,0.6,0.0378,0
1.28,228.02,8.79,4.5,4.54,14.7,76.71,0.575,0.0371,0
1.4,114.33,10.04,7.48,3.18,14.09,82.12,0.55,0.0354,0
1.31,138.61,9.66,6.43,2.38,13.34,79.26,0.525,0.0344,0
0.89,143.28,6.69,2.26,-0.02,12.51,88.63,0.5,0.033,1.3
0.49,354.49,3.38,0.12,6.94,9.94,84.12,0.475,0.0339,0
1.07,443.36,7.31,4.59,6.57,12.17,76.73,0.45,0.0333,0
1.12,357.36,7.75,5.47,7.41,13.5,77.38,0.425,0.0318,6.8
0.57,249.87,3.83,2.29,8.43,14.75,89.98,0.4,0.032,0.2
1.65,237.53,10.48,9.15,6.69,19.59,78.58,0.475,0.0323,0.1
0.86,176.08,5.64,3.07,6.57,16.46,89.96,0.55,0.0325,0
0.64,337.66,4.42,2.64,6.95,13.77,91.78,0.625,0.0322,18.1
0.53,337.84,3.86,2.11,4.2,11.35,90.57,0.7,0.0366,5.7
0.26,204.42,1.74,0.18,6.18,10.76,94.32,0.775,0.0389,8.5
0.63,186.57,4.69,2.04,5.91,10.33,88.09,0.85,0.04,2.1
0.62,136.67,4.74,2.11,-0.54,9.85,90.03,0.925,0.0402,0.2
0.54,135.17,4.86,1.73,-1.41,7.44,95.66,1,0.0387,0
0.25,199.27,1.81,0.01,5.04,8.79,94.38,0.95,0.0397,3
0.22,102.91,1.5,0,8.35,9.71,93.7,0.9,0.0411,0
0.9,130.47,6.27,4.54,6.75,12.6,88.71,0.85,0.0416,0
0.37,313.92,2.56,0.27,7.78,13.2,92.75,0.8,0.0416,0
0.21,305.41,1.47,0,10.04,13.69,92.04,0.75,0.0419,0.8
0.99,96.22,6.93,6.98,4.81,14.96,89.55,0.7,0.042,0
0.92,66.4,6.65,6.72,4.33,15.15,90.08,0.65,0.0414,0
1.05,101.48,7.45,8.08,3.79,15.82,89.65,0.6,0.0409,0
0.6,145.58,4.16,3.12,3.03,14.11,94.32,0.6,0.0401,2.3
0.77,232.38,5.93,5.32,2.73,11.2,90.82,0.6,0.0411,0.8
0.53,216.02,4.21,3.08,1.69,9.82,94.63,0.6,0.0413,0.3
0.67,305.98,4.85,4.63,5.54,10.94,83.04,0.6,0.0407,1.4
0.48,294.67,3.57,2.33,4.5,10.49,90.05,0.6,0.0405,0.7
0.41,389.13,3.23,1.89,3.74,8.35,89.62,0.6,0.04,3
0.16,198.14,1.16,0,2.68,6.1,94.41,0.6,0.0405,1.6
0.49,174.92,4.06,2.95,-0.47,4.88,89.62,0.6,0.0407,1
0.2,223.38,1.41,0.1,-0.09,4.66,93.82,0.575,0.04,12.1
0.13,160.96,1.14,0.34,2.62,6.62,96.53,0.55,0.0416,12.8
0.35,268.21,3.13,3.06,-2.74,5.2,88.79,0.525,0.0419,0.1
0.41,237.11,3.65,2.94,-2.97,5.11,85.08,0.5,0.0405,0.5
0.21,185.71,1.76,0.12,0.4,4.77,88.31,0.475,0.0403,1
0.32,276.26,2.7,1.07,-1.9,5.63,91.9,0.45,0.0403,6
0.1,347.41,0.79,0,5.49,11.84,98.28,0.425,0.0429,10.9
0.28,411.41,1.83,1.21,9.39,13.82,93.29,0.4,0.0465,12.1
0.43,501.47,3.11,1.59,8.04,11.72,87.54,0.525,0.0487,17.2
0.46,466.77,3.35,2.68,3.46,9.39,86.22,0.65,0.0806,2.6
0.4,422.27,2.95,2.25,3.83,7.91,79.99,0.775,0.066,2
0.25,607.72,1.77,0.9,4.86,13.66,75.37,0.9,0.0656,3.7
0.23,409.62,1.49,0.35,9.77,14.49,82.19,1.025,0.0701,2.6
0.49,375.99,3.07,2.8,6.93,13.06,76.11,1.15,0.0712,0
0.33,202.08,2.52,1.73,4.85,12.51,91.65,1.275,0.0712,0
0.44,479.67,3.08,2.97,4.19,9.5,82.31,1.4,0.0719,0
0.63,380.27,5.25,7.37,-0.02,8,76.74,1.5125,0.0716,0
0.37,125.43,3.67,2.87,-2.76,3.91,92.72,1.625,0.0711,0
0.36,162.4,2.85,2.14,-0.47,9.04,89.63,1.7375,0.0711,0
0.58,265.55,4.88,7.11,-3.88,3.86,82.67,1.85,0.0706,0
0.6,112.27,5.63,7.11,-7.08,3.09,86.91,1.9625,0.0695,0
0.45,283.25,4.34,5.46,-7.76,4.72,82.33,2.075,0.0687,0
0.17,345.8,1.27,0.12,3.2,8.01,89.89,2.1875,0.0686,0
0.22,176.24,1.71,0.86,-1.25,9.12,92.62,2.3,0.069,0.4
0.39,69.44,3.72,4.68,-4.68,5.77,94.49,2.1,0.069,0
0.48,210.05,4.8,6.86,-5.1,3.23,83.13,1.9,0.0686,0
0.42,109.91,4.32,6.87,-5.66,4.62,82.37,1.7,0.0683,0
0.47,124.01,4.31,6.82,-5.48,5.89,89.51,1.5,0.0671,0
0.23,300.88,1.73,0.89,0.46,8.89,77.65,1.3,0.0668,0
0.38,396.65,2.74,2.77,4.99,9.34,71.21,1.1,0.0658,0
0.22,346.02,1.58,1.47,6.61,11.89,86.53,0.9,0.0664,0.3
0.15,360.37,1.09,0.49,5.57,9.4,91.64,0.7,0.0665,5.4
0.24,400.48,1.76,0.53,6.42,9.82,88.74,0.725,0.0925,0.8
0.18,191.3,1.38,0.59,2.49,7.86,93.76,0.75,0.0937,1.1
0.11,227.97,0.92,0.02,4,7.44,93.83,0.775,0.0949,0.6
0.3,183.85,2.17,2.14,4.98,9.99,94.16,0.8,0.0962,0
0.15,279.27,1.04,0,5.2,8.23,91.88,0.825,0.0975,0
0.4,217.41,2.99,4.27,2.46,7.35,86.34,0.85,0.099,0.1
0.2,173.9,1.3,0.48,2.26,6.89,94.07,0.875,0.1006,0.3
0.21,180.11,1.53,0.72,4.7,8.12,94.93,0.9,0.1022,0
0.36,171.83,2.89,4.37,-1.17,6.96,94.55,1.2,0.104,0
0.36,189.12,3.41,5.5,-2.93,3.8,92.34,1.5,0.1058,0.1
0.29,390.98,2.46,1.96,-0.88,7.98,84.65,1.8,0.1078,15
0.1,296.15,0.9,0,4.04,6.47,95.05,2.1,0.1099,0.1
0.27,458.89,2.56,3.11,3.67,8.37,88.72,2.4,0.1122,1.3
0.29,529.97,2.09,1.28,5.88,8.67,85.37,2.7,0.1145,1.8
0.1,615.68,0.47,0,7.81,11.25,90.47,3,0.117,3.9
0.34,505.68,2.67,3.45,3.04,11.29,80.24,3.3,0.1196,0.7
0.4,279.33,3.38,5.79,1.34,8.71,89.28,3.06666666666667,0.1224,0
0.18,132.34,1.61,0.72,-3.14,4.58,95.58,2.83333333333333,0.1252,0.1
0.33,72.29,3.37,4.96,-5.41,2.63,95.09,2.6,0.1282,0
0.42,156.1,4.3,6.63,-6.54,3.31,93.75,2.36666666666667,0.1313,0.3
0.11,289.36,0.97,0.15,-2.56,0.52,98.16,2.13333333333333,0.1344,0.1
0.16,378.99,1.46,0.6,-1.99,0.6,95.33,1.9,0.1344,2.8
0.4,221.91,3.64,5.28,-1.23,6.02,91.87,1.775,0.1376,0.4
0.22,447.89,2.01,1.45,-1.33,5.06,90.92,1.65,0.1409,2.5
0.32,432.74,2.65,2.65,0.7,6.52,84.16,1.525,0.1442,2.9
0.44,194.43,4.4,6.39,-6.62,2.3,81.96,1.4,0.1475,0
0.47,179.24,5.33,6.62,-8.04,-0.85,79.88,1.275,0.1508,1.6
0.1,329.13,0.81,0,-3.15,0.72,92.82,1.15,0.154,1.3
0.19,121.81,1.42,0,0.64,4.44,98.57,1.025,0.1571,0.1
0.2,329.5,1.78,0.35,1.85,5.55,93.99,0.9,0.16,6.3
0.23,282.96,1.83,1.21,2.11,6.01,94.32,0.95,0.1628,0
0.16,560.79,1.17,0.88,4.67,9.69,82.15,1,0.1654,1.1
0.39,463.74,2.92,2.32,1.36,7.15,82.28,1.05,0.1678,25
0.38,463.53,3.33,3.53,0.11,4.32,88.67,1.1,0.17,5.9
0.31,330.02,2.7,2.2,-0.4,4.18,87.94,1.15,0.1719,4.3
0.4,170.11,4.02,3.77,-2.95,2.57,95.34,1.2,0.1736,0
0.1,157.26,1.14,0.45,-4.78,-0.19,95.48,1.25,0.175,0
0.49,178.26,4.78,5.63,-4.84,-0.53,88.22,1.3,0.1763,0
0.3,172.18,3.19,3.11,-5.68,-1.29,90.89,1.15,0.1773,0
0.61,122.64,6.3,7.08,-6.46,2.67,81.96,1,0.1782,0
0.5,151.81,4.72,6.25,-6.71,3.7,73.6,0.85,0.1788,0
0.58,188.59,5.62,7.57,-5.58,4.18,80.69,0.7,0.1794,0
0.56,66.22,6.04,7.39,-8.51,3.05,86.01,0.55,0.1798,0
0.16,135.28,1.5,0.05,-5.29,0.92,89.52,0.4,0.1801,0.4
0.17,128.31,1.51,0,-0.46,1.52,96.23,0.25,0.1804,0
0.29,190.65,2.94,2.51,-5.27,-0.09,84.14,0.1,0.1806,0
0.6,210.74,6.28,7.52,-5.87,1.52,77.45,0.1625,0.1253,0
0.51,276.64,4.2,5.02,-4.59,6.55,68.81,0.225,0.1249,0
0.53,286.23,4.41,4.47,1.08,9.51,68.68,0.2875,0.1252,1
0.44,364.82,3.51,2.98,2.86,7.3,87.08,0.35,0.1269,7.5
0.12,366.86,1.06,0.05,2.43,7.55,94.05,0.4125,0.1327,0.6
0.22,141.95,1.79,0.27,2.06,4.54,87.72,0.475,0.1335,0
0.46,326.04,3.77,2.41,0.11,5.98,83.53,0.5375,0.132,0.9
0.71,324.8,5.06,4.61,4.94,12.55,84.06,0.6,0.1325,0.5
0.43,292.35,3,1.07,5.5,11.68,82.84,0.625,0.1333,0.9
0.32,280.05,2.49,0.66,2.87,7.9,89.87,0.65,0.1336,5.8
0.71,234.62,5.68,5.95,1.05,8.83,86.92,0.675,0.1374,0
0.48,153.71,4.18,2.09,-0.18,7.53,86.49,0.7,0.1346,0.4
0.2,302.6,1.55,0,1.92,4.53,93.21,0.725,0.1343,2.8
0.22,328.83,1.92,0,-0.42,2.69,89.89,0.75,0.1353,0
0.29,333.53,2.54,0.36,-2.88,0.9,82.77,0.775,0.1339,0
0.16,326.74,1.53,0,-3.19,-0.22,82.54,0.8,0.1326,2.1
0.23,293.19,2.26,0.24,-1.33,1.62,91.15,0.7125,0.133,5.2
0.53,387.54,4.15,2.86,0.06,5.35,85.6,0.625,0.1385,0
0.99,436.95,8.4,8.65,-0.99,8.5,74.76,0.5375,0.1375,0
1.03,249.59,8.66,8.79,-1.55,10.05,69.88,0.45,0.1358,0
1.09,189.49,8.51,8.38,-1.38,15.09,73.22,0.3625,0.1349,0
0.74,247.5,5.52,3.54,3.12,11.08,89.63,0.275,0.1347,0.7
0.35,278.17,2.63,0.61,3.07,9.22,91.97,0.1875,0.1349,0.3
0.79,144.02,6.14,3.83,0.95,10.43,84.52,0.1,0.1351,0
0.28,300.91,2.09,0.27,0.53,7.61,91.06,0.1,0.1344,0.9
0.21,465.71,1.53,0,6.76,11.13,95.09,0.1,0.1358,5.5
1.15,386.57,8.14,6.28,7.65,12.32,83.74,0.1,0.1415,4.2
0.18,629.43,1.21,0,8.47,11.15,91.68,0.1,0.1608,35.7
0.38,815.25,2.53,1.01,4.03,10.9,83.32,0.1,0.3955,7.9
0.91,330.58,7.38,5.96,-1.34,8.01,81.06,0.1,0.4166,0.3
0.62,437.47,5.01,3.35,-0.43,8.09,77.31,0.1,0.4093,0.3
0.45,496.8,3.09,0.15,6.45,10.71,80.07,0.1,0.3194,0.2
0.45,593.7,3.17,0.44,5.81,12.19,74.43,0.1625,0.2924,8.2
0.61,557.08,4.95,1.82,1.8,9.33,79.01,0.225,0.3145,8.1
0.73,388.75,5.75,2.25,2.24,9.41,86.54,0.2875,0.3849,2.7
0.47,605.41,3.49,0.67,3.12,8.38,73.61,0.35,0.354,1.2
0.72,297.64,5.4,1.94,0.61,10.36,72.69,0.4125,0.2759,0.2
0.75,288.09,5.05,0.92,6.2,14.37,77.38,0.475,0.264,14
1,484.17,7.46,4.37,4.6,10.89,82.12,0.5375,0.4094,7.4
0.64,231.23,4.88,1.88,3.9,8.67,88.81,0.6,0.4164,1.1
0.66,217.69,5.05,2.08,0.64,9.86,87.67,0.6625,0.3961,1.5
0.21,373.14,1.62,0,1.2,10.27,93.47,0.725,0.3729,13.9
0.7,366.17,5.04,2.77,4,13.28,85.67,0.7875,0.4339,0.5
1.65,133.24,12.48,8.72,0.01,11.87,77.96,0.85,0.428,0
1.29,173.68,9.4,5.97,1.23,13.03,69.27,0.9125,0.3306,0
1.88,285.26,13.26,9,2.9,14.99,59.02,0.975,0.2849,0
1.41,193.78,10.34,5.7,1.06,14.9,72.18,1.0375,0.255,0
1.76,315.66,12.46,7.16,2.93,16.2,81.18,1.1,0.2402,0
1.8,166.03,12.73,6.92,1.82,14.98,77.11,1.0875,0.2302,0
2.08,187.24,14.72,10.61,-0.06,17.3,74.1,1.075,0.2224,0
1.21,445.69,8.38,4.03,6.01,10.85,67.46,1.0625,0.2172,9.3
0.48,458.1,3.19,0.08,6.38,12.61,93.32,1.05,0.2966,11.1
