"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
3.33,322.02,22.71,11.42,2.31,14.97,70.06,0.9875,0.2737,0
3.4,154.88,23.48,12.25,0.27,16.24,62.52,0.95,0.2643,0
4.29,307.2,27.01,13.95,4.54,19.5,54.2,0.9125,0.253,0
4.33,300.22,24.88,13.48,8.28,24.6,57.23,0.875,0.2375,0
4.53,284.23,25.07,13.25,10.19,26.65,49.71,0.8375,0.2195,0
4.88,426.42,26.7,14.48,12.47,25.65,44.55,0.8,0.2036,0
4.58,435.84,25.08,12.27,13.62,25.7,50.58,0.775,0.1857,0
2,260.48,11.29,0.98,14.78,22.29,67,0.75,0.1648,0
4.16,311.51,22.87,10.67,14.08,26.16,58.67,0.725,0.1474,0
4.62,431.27,26.19,13.93,13.51,25.34,51.14,0.7,0.129,0
4.39,425.96,25.79,12.96,8.84,23.93,57.13,0.675,0.1136,0
2.4,410.56,17.01,5.68,5.33,13.27,65.73,0.65,0.1028,0
2.72,363.01,19.44,8.21,4.14,13.34,65.99,0.625,0.0967,0.1
1.95,229.1,13.56,3.11,2.88,13.33,71.99,0.6,0.0919,0
2.03,257.68,13.21,3.97,7.06,18.86,68.08,0.5625,0.0897,0
2.26,290.82,14.08,3.47,7.82,20.19,74.79,0.525,0.0891,2.3
2.64,217.25,16.69,4.37,8.71,18.77,79.63,0.4875,0.0904,0.3
1.34,350.18,8.23,1.1,9.45,17.72,82.99,0.45,0.091,2.6
3.55,379.77,20.25,6.3,11.47,24,70.01,0.4125,0.0928,1.5
1.3,262.08,7.6,0.43,14.43,19.11,84.35,0.375,0.0946,13
0.77,389.5,4.97,0.05,10.59,14.42,93.83,0.3375,0.1684,10.6
1.73,305.73,11.4,0.74,9.78,14.69,78.48,0.3,0.2323,0.2
1.81,142.35,11.65,2.53,7.66,15.98,83.32,0.4125,0.2244,0
3.99,171.9,24.41,9.74,6.08,21.43,72.93,0.525,0.2151,0.1
3.25,267.81,18.53,5.91,12.28,21.05,78.86,0.6375,0.2063,3.7
3.81,181.32,21.76,6.49,12.38,24.22,77.7,0.75,0.1983,0
1.43,287.78,8.22,1.07,13.42,20.27,85.85,0.8625,0.1912,20.3
0.95,333.58,5.47,0.17,15.32,20.21,93.82,0.975,0.2436,53.2
2.63,218.93,15.12,4.88,13.26,21.97,79.21,1.0875,0.2706,0.5
1.87,272,10.55,3.31,13.03,24.5,87.51,1.2,0.2643,4.4
2.75,355.05,15.58,2.77,14.42,23.25,85.79,1.1625,0.2673,10.1
2.57,188.05,14.68,4,14.29,22.61,88.91,1.125,0.2649,2.4
3.7,209.12,20.32,7.24,13.83,26.59,81.51,1.0875,0.2595,0
5.09,237.41,27.48,13.49,13.76,27.99,70.53,1.05,0.2481,0
4.87,218.34,26.62,13.24,12.78,27.03,72.95,1.0125,0.233,0
4.07,217.07,21.84,7.42,15.03,26.97,76.25,0.975,0.22,0
4.29,258.62,25,10.18,11.78,23.04,77.67,0.9375,0.2043,0
4.86,236.97,29.05,13.01,9.29,21.67,65.01,0.9,0.1831,0
4.15,147.31,24.38,8.46,8.34,22.46,67.53,0.9625,0.1577,0
3.11,185.67,17.72,3.94,13.18,22.05,71.88,1.025,0.1379,0
2.07,138.05,12.09,1.13,14.33,21.83,86.92,1.0875,0.1301,17.8
1.98,278.19,11.89,1.96,13.83,19.96,91.34,1.15,0.2344,22
2.39,289.65,14.33,4.06,12.81,20.8,85.37,1.2125,0.2681,4.5
2.55,181.34,15.48,3.99,11.25,19.29,87.35,1.275,0.3078,9.7
3.35,153.85,20.16,6.99,8.18,21.18,80.6,1.3375,0.2993,15.4
2.02,186.17,12.24,2.07,12.6,19.59,88.25,1.4,0.3187,8.4
2.33,287.07,14.31,3.27,12.5,18.66,85.52,1.5,0.3097,1.9
3.34,218.14,20.23,6.18,11.77,19.19,73.81,1.6,0.2904,0.2
1.15,426.78,6.89,0.45,12.88,18.64,86.51,1.7,0.2978,17.4
1.92,241.98,10.95,0.62,15.54,20.98,92.22,1.8,0.3172,2.1
4.13,223.14,22.38,9.64,15.28,25.54,79.1,1.9,0.3029,0
4.32,206.67,21.95,7.96,18.57,31.27,78.51,2,0.2952,22.9
2.76,220.22,14.97,3.94,14.95,23.68,83.8,2.1,0.3384,0.1
1.27,178.95,7.73,1.52,10.91,18.57,89.05,2.2,0.3123,6.8
2.85,299.98,18.38,7.6,10.89,19.6,85.45,2.1875,0.3105,4.1
1.46,308.91,8.8,2.41,11.18,17.57,89.67,2.175,0.3022,5.7
3.54,213.36,20.43,5.86,10.89,22.78,75.03,2.1625,0.3062,7.3
3.01,382.47,17.66,4.37,13.37,21.05,77.58,2.15,0.3173,2.2
1.62,364.19,9.5,1.08,14.44,19.64,86.83,2.1375,0.2984,3.1
1.52,410.2,8.76,0.33,14.81,20.86,87.71,2.125,0.3078,15.5
3.37,407.63,20.53,7.76,9.62,19.16,76.74,2.1125,0.339,1.9
3.47,283.04,20.78,8.16,10.02,20.5,74.58,2.1,0.3061,0.5
3.51,137.66,20.41,9.3,9.74,22.44,77.6,1.975,0.2884,0
2.13,393.5,12.71,4.49,10.11,20.73,82.16,1.85,0.2748,1.5
3.96,246.23,23.88,11.17,8.82,20.57,75.16,1.725,0.2636,0
3.71,171.23,21.62,7.45,7.17,22.38,72.96,1.6,0.2515,0
2.31,314.86,13.09,2.98,14.52,21.7,76.28,1.475,0.2394,0
3.43,271.05,18.89,4.21,14.59,24.59,76.14,1.35,0.2267,0
4.59,316.95,24.22,10.09,15.39,29.45,69.76,1.225,0.2093,0
3.19,479.75,17.79,6.9,15.42,23.18,66.98,1.1,0.1839,0
3.76,293.42,21.97,7.5,12.51,23.42,76.64,1.2,0.159,0
2.21,229.52,13.64,4.36,9.97,19.01,83.8,1.3,0.1564,4.2
3.16,290.62,19.4,7.37,7.66,19.92,74.5,1.4,0.174,0
3.32,234.75,19.37,9.22,9.25,21.75,72.49,1.5,0.165,0
2.23,273.32,12.44,2.59,14.32,24.14,79.44,1.6,0.1516,0
2.38,246.53,13.36,5.14,13.64,24.66,82.34,1.7,0.1441,1.1
4.5,161.44,24.06,11.45,12.41,28.06,72.08,1.8,0.1357,0
5.18,168.31,26.78,14.72,12.92,30.62,61.02,1.9,0.1228,0
4.74,270.15,23.9,11.17,17.9,34.72,62.53,1.775,0.1111,1.1
4.6,207.45,24.28,10.77,16.16,28.3,72.82,1.65,0.1043,13.3
3.04,182.5,16.43,5.67,17.36,26.15,82.26,1.525,0.0957,0
3.32,212.06,17.78,5.82,17.85,26.64,83.57,1.4,0.0949,0
2.78,130.73,15.14,5.17,16.45,26.6,82.97,1.275,0.0965,0
2.54,217.97,13.88,3.25,14.54,24.63,80.83,1.15,0.0962,0
3.3,124.5,18.51,6.06,11.62,24.48,74.14,1.025,0.0943,0
2.9,303.47,16.22,4.71,14.15,22.71,78.59,0.9,0.0927,1.2
2.49,237.01,13.89,3.32,15.87,24.18,83.64,1.0125,0.0924,7.1
2.42,316.56,13.76,3.41,15.19,23.24,82.18,1.125,0.1081,1.6
1.9,220.21,10.75,1.82,14.04,22.67,86.69,1.2375,0.1118,1.5
2.58,218.03,14.99,5.29,11.73,20.96,81.74,1.35,0.1062,2
2.65,220.09,15.55,5.14,11.31,21.85,79.98,1.4625,0.1004,7
1.02,290.71,6.03,0.04,13.41,18.3,96.24,1.575,0.0947,10.1
0.75,436.12,4.32,0.49,15.72,19.48,93.98,1.6875,0.1189,16.5
2.29,388.19,13.18,3.87,12.74,20.95,81.38,1.8,0.2445,1
3.05,273.64,17.84,7.59,11.41,23.1,80.83,1.8375,0.2181,0.7
2.67,261.97,15.56,6.27,9.79,23.09,83.52,1.875,0.2042,0
2.81,354.48,15.8,6,9.77,23.93,77.79,1.9125,0.1911,0
2.73,373.11,15.8,6.21,12.31,22.05,74.25,1.95,0.1779,0.6
2.41,233.69,15.17,6.63,9.81,19.14,79.74,1.9875,0.163,2.2
2.9,215.66,18.65,8.38,7.17,17.72,79.42,2.025,0.1519,0.4
0.96,349.9,6.11,0.35,5.93,15.91,92.79,2.0625,0.1452,7
2.28,314,12.76,3.83,15.03,23.11,86.96,2.1,0.1441,0
2.4,286.17,13.7,4.28,13.48,22.86,83.5,2.0875,0.1406,0
2.63,152.74,15.26,4.2,11.34,22.86,76.35,2.075,0.1357,0
3.98,220.66,23.04,11.89,10.7,22.26,73.75,2.0625,0.1279,0
3.75,286.12,21.98,11.52,10.45,22.52,74.76,2.05,0.1188,0
4.19,287.05,24.08,13.21,10.69,24.7,65.17,2.0375,0.1101,0
4.09,206.29,23.34,12.81,9.13,25.22,67.52,2.025,0.1023,0
2.65,229.44,14.9,5.55,10.65,26.3,76.11,2.0125,0.0974,1.8
2.97,357.67,16.75,7.49,14.81,23.99,72.95,2,0.0958,0
1.64,428.95,9.65,3.3,14.01,19.44,84.84,1.975,0.1171,7.1
1.54,306.69,8.87,3.49,12.22,23,86.61,1.95,0.1412,0.1
4.03,147.03,21.83,12.81,11.59,28.18,70.96,1.925,0.1244,0
4.22,197.23,21.73,12.9,15.66,31.59,66.74,1.9,0.1098,0
4.22,178.65,21.51,12.82,16.68,32.62,68.28,1.875,0.1014,0
3.72,227.63,19.31,10.92,17.5,29.55,73.91,1.85,0.0968,0
3.43,305.71,17.91,8.31,16.58,29.24,75.12,1.825,0.0938,0.6
3.07,319.32,16.51,8.99,14.68,26.94,73.4,1.8,0.0913,0
2.41,221.73,14.13,5.36,10.24,22.52,80.65,1.7875,0.0893,0
3.46,102.83,20.29,12.42,7.7,24.18,72.98,1.775,0.0871,0
3.45,159.38,19.63,11.75,9.82,26.02,71.11,1.7625,0.1116,0
2.48,194.42,14.39,7.06,11.02,24.12,82.91,1.75,0.1591,0
2.6,250.73,15.02,5.6,9.73,23.13,78.43,1.7375,0.1353,1.6
2.49,264.19,14.19,5.92,13.12,23.49,78.52,1.725,0.1249,0.6
1.74,447.7,9.83,3.54,14.3,23.03,82.42,1.7125,0.2367,2.3
2.58,200.51,14.85,7.96,12.05,23.2,81.95,1.7,0.2078,0
2.93,136.25,16.61,10.55,10.86,26.08,80.61,1.675,0.192,0
3.41,169.42,18.93,11.89,11.81,26.94,70.83,1.65,0.1801,0
3.29,248.53,17.96,11.99,12.55,28.2,71.59,1.625,0.1674,0
2.71,171.47,15.87,8.68,11.03,23.64,80.78,1.6,0.1556,0
3.07,160.5,17.58,11.18,8.98,26.21,71.78,1.575,0.1466,0
1.4,143.62,8,1.52,13.94,23.43,84.94,1.55,0.1396,0
3.17,122.53,17.02,11.42,13.55,29.7,72.34,1.525,0.1343,0
3.19,196.65,16.43,11.48,15.75,32.5,66.14,1.5,0.1284,0
3.17,204.13,16.38,11.43,16.67,32.42,63,1.4375,0.1225,0
2.92,306.09,15.3,9.14,15.63,30.42,64.87,1.375,0.237,11.2
1.85,273.2,10.66,5.05,14.12,22.03,80.85,1.3125,0.2909,0
1.3,147.57,7.41,1.1,11.49,20.01,87.15,1.25,0.243,0
1.43,243.46,8.46,3.15,13.01,19.93,82.93,1.1875,0.2316,0
1.92,165.73,11.97,5.4,8.88,19.83,76.99,1.125,0.222,0
1.74,100.89,10.89,4.21,6.43,19.87,79.04,1.0625,0.2136,0
2.3,154.77,14.15,9.45,8.35,20.89,71.28,1,0.207,0
1.89,116.23,11.91,6.68,6.84,21.6,78.56,1.075,0.1994,0
2.06,186.57,12.78,8.19,7.19,21.62,80.62,1.15,0.1935,0
2.41,223.78,14.26,10.1,7.14,24.02,70.81,1.225,0.187,0
2.32,301.95,13.47,9.13,10.17,26.14,70.57,1.3,0.1793,0
1.78,113.88,11.16,6.08,7.37,20.06,81.84,1.375,0.1716,0
2.29,170.47,14.29,9.77,5.03,21.66,73.12,1.45,0.1635,0
1.98,431.26,11.2,6.39,14.34,23.22,63.5,1.525,0.1526,0
0.94,508.19,5.49,2.05,13.8,19.29,80.2,1.6,0.1435,1.7
1.66,292.48,10.21,5.11,11.17,18.83,78.11,1.475,0.1397,0.6
1.24,219.9,7.81,3.02,9.95,17.92,84.97,1.35,0.1375,3.3
0.88,387.5,5.77,2.2,8.69,15.89,87.5,1.225,0.1416,1.7
1.58,236.84,9.8,6.08,11.22,18.52,80.28,1.1,0.148,0
1.35,357.6,8.64,5.29,8.79,17.51,78.4,0.975,0.15,0
1.98,413.31,13.48,10.05,4.82,14.46,70.69,0.85,0.1479,0
0.97,343.29,6.75,2.06,3.29,13.04,78.21,0.725,0.1447,0
0.77,280.32,5.14,2.37,9.77,14.72,82.92,0.6,0.1441,0
1.28,230.63,8.78,4.33,4.64,14.69,76.6,0.5875,0.1427,0
1.4,116.89,10.06,7.57,2.78,14.06,82.32,0.575,0.1396,0
1.32,141.74,9.77,6.55,2.02,13.34,79.01,0.5625,0.1364,0
0.86,147.99,6.4,1.98,0.06,12.45,88.58,0.55,0.1333,1.2
0.5,361.64,3.46,0.23,6.98,9.99,83.67,0.5375,0.1338,0
1.04,456.71,7.15,4.41,6.64,12.09,76.89,0.525,0.1332,0
1.13,370,7.87,5.64,7.39,13.5,77.54,0.5125,0.1313,7.2
0.55,254.54,3.69,2.19,8.54,14.71,90.22,0.5,0.181,0.2
1.64,247.27,10.44,9.12,6.52,19.52,78.79,0.475,0.1924,0.2
0.88,182.77,5.77,3.38,6.7,16.46,90,0.45,0.1872,0
0.63,342.64,4.32,2.61,6.99,13.7,91.76,0.425,0.1943,17
0.56,342.67,4.08,2.33,4.18,11.42,90.26,0.4,0.2936,4.7
0.26,210.71,1.81,0.22,6.19,10.94,94.04,0.375,0.295,7.4
0.65,191.64,4.8,2.17,5.66,10.48,88.18,0.35,0.278,2.3
0.62,137.7,4.72,2.13,-0.52,9.87,90.04,0.325,0.2676,0.3
0.61,135.39,5.43,2.46,-1.41,7.73,95.03,0.3,0.2577,0
0.26,208.91,1.91,0.05,4.95,8.77,94.01,0.35,0.2526,2.7
0.24,104.25,1.6,0.04,8.3,9.75,93.24,0.4,0.2531,0
0.89,137.37,6.19,4.44,6.74,12.63,88.71,0.45,0.2501,0
0.38,323.4,2.62,0.34,7.88,13.23,92.75,0.5,0.2454,0
0.2,313.2,1.46,0,10.03,13.76,92.19,0.55,0.2415,0.7
1,96.96,6.96,7.06,4.82,14.95,89.46,0.6,0.2381,0
0.91,66.64,6.53,6.51,4.34,15.16,90.3,0.65,0.234,0
1.05,101.75,7.42,8.06,3.83,15.79,89.75,0.7,0.2302,0
0.58,149.37,3.98,2.85,3.02,14.09,94.49,0.625,0.2269,2.5
0.77,240.19,5.95,5.38,2.52,11.23,90.86,0.55,0.2277,1.7
0.54,223.44,4.36,3.51,1.21,10.05,94.33,0.475,0.2329,0.4
0.65,320.37,4.81,4.97,5.62,10.9,83.24,0.4,0.2336,1.6
0.48,295.12,3.56,2.35,4.47,10.5,90.55,0.325,0.2354,0.8
0.42,388.07,3.29,1.95,3.72,8.41,90,0.25,0.2392,1.9
0.17,205.53,1.24,0,2.56,6.14,94.3,0.175,0.2515,1.9
0.49,178.26,4.1,2.97,-0.66,4.9,89.85,0.1,0.2655,0.7
0.2,228.39,1.4,0.1,-0.16,4.58,94,0.1125,0.279,11.5
0.13,163.86,1.17,0.35,2.6,6.51,96.62,0.125,0.3281,11.1
0.4,271.79,3.47,3.47,-2.92,5.26,88.6,0.1375,0.3217,0
0.4,243.93,3.62,2.98,-3.06,5.08,85.22,0.15,0.2924,0.4
0.21,189.08,1.75,0.09,0.31,4.75,88.83,0.1625,0.2844,1.3
0.31,287.68,2.62,0.98,-1.88,5.76,92.56,0.175,0.2858,6.5
0.1,349.73,0.78,0,5.59,11.88,98.2,0.1875,0.315,11
0.3,416.04,1.91,1.31,9.3,13.91,93.17,0.2,0.3486,10.2
0.42,511.46,3.08,1.59,7.96,11.68,87.59,0.2875,0.3348,16.6
0.45,481.41,3.3,2.58,3.31,9,86.22,0.375,0.3509,1.9
0.41,428.99,3.01,2.37,3.81,7.92,80.23,0.4625,0.3092,2.3
0.21,619.73,1.54,0.53,4.87,13.54,75.59,0.55,0.2945,3.9
0.23,416.38,1.52,0.33,9.6,14.42,82.64,0.6375,0.3063,2.5
0.5,390.22,3.14,2.93,6.9,13.07,76.28,0.725,0.3031,0
0.32,205.51,2.42,1.6,4.56,12.41,91.79,0.8125,0.288,0
0.43,485.78,2.9,2.85,3.99,9.33,82.15,0.9,0.2795,0
0.61,386.62,5.22,7.4,-0.39,8.03,76.56,0.95,0.2726,0
0.37,126.84,3.69,3.01,-2.88,3.74,92.88,1,0.2672,0
0.36,168.86,2.85,2.18,-0.36,9.1,89.41,1.05,0.264,0
0.58,267.57,4.86,7.11,-3.83,3.91,82.48,1.1,0.2605,0
0.6,110.69,5.6,7.1,-7.11,3.17,86.84,1.15,0.2565,0
0.43,294.07,4.2,5.28,-7.74,4.88,82.83,1.2,0.2526,0
0.18,349.52,1.31,0.15,3.32,8.15,90.09,1.25,0.2533,0
0.22,181.29,1.73,0.88,-1.38,9.15,92.38,1.3,0.2545,0.6
0.39,69.72,3.67,4.61,-4.66,6,94.13,1.175,0.2545,0
0.47,213.35,4.77,6.8,-4.99,3.26,83.39,1.05,0.2517,0
0.42,113.73,4.3,6.86,-5.61,4.56,82.43,0.925,0.249,0
0.46,125.54,4.29,6.81,-5.69,5.83,89.65,0.8,0.2467,0
0.22,310.8,1.71,0.89,0.54,8.9,78.01,0.675,0.2461,0
0.37,408.35,2.7,2.67,5.1,9.4,71.74,0.55,0.2472,0.2
0.22,355.81,1.55,1.42,6.63,11.8,87.26,0.425,0.2463,0.2
0.14,367.45,0.97,0.3,5.63,9.36,92.07,0.3,0.2458,5.5
0.25,409.59,1.8,0.64,6.26,9.81,88.73,0.3625,0.3085,0.8
0.18,194.89,1.39,0.57,2.43,7.79,93.8,0.425,0.2931,1
0.11,232.63,0.89,0.02,4.09,7.45,94.13,0.4875,0.2898,0.6
0.29,188.73,2.11,2.03,5.02,9.9,94.43,0.55,0.2882,0
0.13,287.73,0.91,0,5.07,8.14,92.43,0.6125,0.2801,0
0.39,222.43,2.89,3.87,2.54,7.35,86.58,0.675,0.2733,0.1
0.2,178.85,1.26,0.37,2.34,7,94.07,0.7375,0.273,0.3
0.21,183.28,1.56,0.81,4.55,8.19,94.92,0.8,0.2755,0
0.35,176.54,2.85,4.39,-1.09,6.99,94.87,0.8375,0.2715,0
0.36,195.22,3.36,5.39,-2.96,3.56,92.68,0.875,0.266,0
0.27,400.69,2.38,1.5,-0.91,8,84.96,0.9125,0.2623,15.1
0.1,306.46,0.94,0,4.06,6.49,95.05,0.95,0.349,0.2
0.26,472.77,2.5,3.02,3.69,8.37,88.83,0.9875,0.317,1.2
0.29,544.6,2.07,1.28,5.9,8.71,85.5,1.025,0.3055,1.9
0.1,629.4,0.46,0,7.86,11.31,90.41,1.0625,0.3072,3.8
0.34,526.99,2.71,3.55,3.17,11.33,79.77,1.1,0.3234,0.9
0.4,289.83,3.36,5.83,1.34,8.78,89.32,1.25,0.3154,0.1
0.18,137.54,1.56,0.7,-3.14,4.54,95.92,1.4,0.2427,0
0.32,80.08,3.28,4.92,-5.34,2.5,95.44,1.55,0.2436,0
0.41,165.71,4.18,6.48,-6.61,3.14,94.11,1.7,0.2443,0.1
0.1,303.93,0.93,0.07,-2.21,0.65,98.33,1.85,0.245,0
0.13,389.49,1.24,0.3,-1.83,0.65,95.95,2,0.245,2.7
0.4,235.05,3.65,5.32,-1.37,6.08,91.61,1.875,0.2457,0.8
0.21,458.34,1.95,1.37,-1.45,5.25,90.84,1.75,0.2466,2.3
0.32,454.25,2.67,2.8,0.74,6.59,83.65,1.625,0.2478,2.5
0.43,195.16,4.38,6.38,-6.61,2.33,82.12,1.5,0.2494,0
0.47,188.69,5.32,6.57,-8.05,-0.8,79.6,1.375,0.2515,1.7
0.1,330.48,0.82,0.01,-3.06,0.8,93.23,1.25,0.2541,1.6
0.19,125.24,1.42,0,0.73,4.58,98.35,1.125,0.2571,0.1
0.19,336.03,1.66,0.33,1.95,5.6,94.32,1,0.2605,6.4
0.21,286.79,1.72,1.09,2.12,6.08,94.23,0.975,0.2642,0.1
0.18,580.38,1.26,0.95,4.74,9.74,81.91,0.95,0.2679,1.1
0.39,474.8,2.87,2.24,1.11,7.17,82.24,0.925,0.2715,26.6
0.38,475.28,3.37,3.59,0.08,4.28,88.49,0.9,0.2749,5.8
0.3,339.02,2.64,2.28,-0.52,4.17,87.87,0.875,0.2777,5.2
0.4,172.47,4.03,3.84,-3.24,2.68,95.16,0.85,0.2801,0
0.11,157.67,1.16,0.37,-4.74,-0.31,95.64,0.825,0.2818,0
0.49,175.37,4.71,5.43,-4.92,-0.53,88.61,0.8,0.2829,0
0.3,167.45,3.09,2.91,-5.64,-1.28,91.24,0.7125,0.2977,0
0.6,120.22,6.27,7.04,-6.44,2.72,82.44,0.625,0.2928,0
0.5,154.28,4.71,6.27,-6.78,3.73,73.89,0.5375,0.2867,0
0.58,194.06,5.59,7.56,-5.61,4.18,81.39,0.45,0.2807,0
0.56,67.94,6.01,7.38,-8.56,3.06,85.76,0.3625,0.2751,0
0.17,141.13,1.54,0.06,-4.96,1.06,89.48,0.275,0.2687,0.5
0.17,134.01,1.55,0,-0.4,1.58,96.4,0.1875,0.2676,0
0.29,191.7,2.93,2.45,-5.22,-0.09,84.53,0.1,0.2744,0
0.6,220.34,6.27,7.52,-5.75,1.45,77.66,0.1625,0.2722,0
0.5,285.69,4.08,5,-4.71,6.48,69.4,0.225,0.2662,0
0.51,296.63,4.3,4.22,1.12,9.44,68.98,0.2875,0.2631,0.9
0.43,373.36,3.46,2.9,2.88,7.17,87.27,0.35,0.2674,8.1
0.12,366.95,1.09,0.05,2.44,7.54,94,0.4125,0.3266,0.8
0.22,147.66,1.79,0.36,2.11,4.59,87.54,0.475,0.3284,0
0.45,338.1,3.68,2.33,0.03,5.98,83.72,0.5375,0.3105,1
0.71,335.89,5.02,4.5,4.96,12.51,84.3,0.6,0.3014,0.6
0.43,299.11,3.03,1.09,5.5,11.62,83.05,0.5625,0.2951,0.6
0.32,283.45,2.53,0.68,2.87,7.85,90.05,0.525,0.2965,6.1
0.71,233.51,5.64,5.92,0.99,8.82,87.45,0.4875,0.3366,0
0.46,155.25,3.98,1.9,-0.1,7.45,86.92,0.45,0.3168,0.3
0.2,319.51,1.54,0,1.8,4.43,93.2,0.4125,0.3093,3.3
0.21,343.8,1.84,0,-0.49,2.44,90.06,0.375,0.3204,0
0.28,345.88,2.41,0.34,-2.96,0.65,82.78,0.3375,0.3094,0
0.16,336.12,1.55,0,-3.41,-0.37,82.79,0.3,0.3002,1.9
0.23,303.57,2.18,0.24,-1.48,1.49,90.98,0.275,0.3001,6.2
0.53,404.4,4.23,2.93,-0.03,5,85.69,0.25,0.3419,0
0.99,446.05,8.37,8.7,-1.06,8.34,74.96,0.225,0.3355,0
1.02,258.24,8.62,8.77,-1.52,9.93,70.02,0.2,0.3178,0
1.08,197.02,8.48,8.36,-1.29,14.96,73.52,0.175,0.3058,0
0.68,260,5.1,3.15,3.16,10.85,90.18,0.15,0.2976,0.8
0.36,285.37,2.74,0.65,2.96,9.18,92.07,0.125,0.2923,0.4
0.8,151.1,6.17,3.9,1.1,10.46,84.42,0.1,0.2884,0
0.27,309.94,2.06,0.25,0.7,7.66,91.43,0.1,0.284,1
0.21,475.36,1.56,0,6.76,11.11,95.11,0.1,0.2847,6
1.17,394.76,8.22,6.4,7.58,12.24,83.51,0.1,0.3413,4.1
0.18,635.9,1.22,0,8.41,11.16,91.68,0.1,0.3544,33.5
0.38,827.59,2.48,0.98,4.04,10.88,83.56,0.1,0.3694,7.5
0.88,337.21,7.15,5.79,-1.41,8.01,80.89,0.1,0.3533,0.4
0.6,450.02,4.83,3.1,-0.31,8.09,77.63,0.1,0.3253,0.5
0.43,508.22,2.95,0.11,6.46,10.66,80.85,0.1,0.31,0.2
0.44,599.57,3.22,0.43,5.73,12.06,74.95,0.1625,0.3151,7.3
0.61,567.26,4.87,1.78,1.8,9.19,79.39,0.225,0.3471,6.7
0.74,386.72,5.79,2.34,2.28,9.41,86.56,0.2875,0.3532,2.9
0.48,612.55,3.58,0.75,3.14,8.33,74.39,0.35,0.3406,1.1
0.7,306,5.29,1.92,0.62,10.21,73.24,0.4125,0.3224,0.3
0.75,293.3,5.07,0.91,6.12,14.33,77.84,0.475,0.3167,12.9
1,491.66,7.46,4.37,4.57,10.88,82.29,0.5375,0.3636,7.8
0.66,227.98,5.04,1.99,3.84,8.72,88.61,0.6,0.3606,2
0.67,218.19,5.09,2.09,0.71,9.81,87.51,0.6,0.3471,1.9
0.2,377.67,1.61,0,1.2,10.27,93.49,0.6,0.3661,15
0.71,376.69,5.1,2.74,3.93,13.2,85.66,0.6,0.3518,0.5
1.66,137.56,12.44,8.7,-0.13,11.9,78,0.6,0.3283,0
1.27,175.84,9.32,5.92,1.34,12.97,69.58,0.6,0.3113,0
1.89,289.1,13.36,9.12,2.93,14.94,59.68,0.6,0.2984,0
1.4,197.32,10.29,5.64,0.79,14.9,72.68,0.6,0.2876,0
1.74,324.32,12.33,6.99,3,16.11,81.6,0.6,0.2796,0
1.82,169.9,12.89,7.02,1.76,14.89,77.19,0.6,0.2715,0
2.08,197.75,14.68,10.62,-0.07,17.22,74.41,0.6,0.2631,0
1.22,460.84,8.48,4.16,6.03,10.81,67.6,0.6,0.2563,8.8
0.49,462.17,3.24,0.1,6.46,12.62,93.15,0.6,0.3458,10.4
0.51,581.28,3.33,0.12,9.42,12.92,85.92,0.6,0.3582,1.2
