"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
1.73,441.05,9.79,3.48,14.32,23.01,82.27,1.8875,0.0141,2.5
2.57,198.17,14.83,8,12.09,23.23,81.85,1.9,0.0147,0
2.96,132.59,16.77,10.67,10.81,26.19,80.61,1.875,0.0143,0
3.42,170.04,18.98,11.9,11.74,26.97,70.47,1.85,0.0129,0
3.3,246.91,17.98,11.97,12.42,28.26,71.26,1.825,0.0113,0
2.72,166.53,15.97,8.73,10.99,23.69,80.43,1.8,0.0099,0
3.07,154.91,17.63,11.23,8.89,26.26,72.04,1.775,0.0073,0
1.42,139.09,8.08,1.54,13.76,23.6,84.63,1.75,0.0069,0
3.18,119.52,17.03,11.4,13.51,29.73,72.05,1.725,0.0066,0
3.19,194.59,16.45,11.48,15.52,32.54,65.82,1.7,0.0056,0
3.18,199.8,16.39,11.43,16.63,32.43,62.73,1.675,0.0039,0
2.91,300.87,15.28,9.09,15.57,30.41,65.41,1.65,0.0024,13.4
1.87,270.86,10.77,5.1,14.06,22.06,80.55,1.625,0.0042,0
1.34,145.92,7.66,1.28,11.43,20.1,86.99,1.6,0.0041,0
1.38,239.82,8.16,2.94,13.01,19.81,83.19,1.575,0.0057,0
1.94,167.06,12.1,5.51,8.99,19.84,76.7,1.55,0.0059,0
1.75,99.62,10.94,4.22,6.53,19.89,79.07,1.525,0.0046,0
2.3,150.96,14.1,9.39,8.39,20.92,71.43,1.5,0.0059,0
1.91,113.36,12.01,6.72,6.76,21.65,78.49,1.4125,0.0038,0
2.06,181.79,12.77,8.15,7.32,21.68,80.62,1.325,0.0039,0
2.42,219.38,14.3,10.11,7.25,24.08,70.69,1.2375,0.0029,0
2.32,298.4,13.5,9.15,10.09,26.21,70.45,1.15,0.003,0
1.79,113.94,11.2,6.11,7.31,20.02,81.74,1.0625,0.0023,0
2.29,165.28,14.3,9.64,4.95,21.71,73.39,0.975,0.0018,0
1.98,423.32,11.19,6.38,14.2,23.26,63.28,0.8875,0.001,0
0.99,500.09,5.75,2.26,13.84,19.47,79.98,0.8,0.0508,1.8
1.66,286.23,10.2,5.05,11.05,18.86,78.04,0.8375,0.0517,0.6
1.24,216.76,7.78,2.96,9.9,17.96,85.03,0.875,0.0526,3.8
0.88,383.94,5.76,2.16,8.7,15.93,87.15,0.9125,0.0535,1.9
1.56,234.64,9.68,5.93,11.44,18.52,80.27,0.95,0.001,0
1.31,352.96,8.42,5.01,8.76,17.51,78.58,0.9875,0.001,0
1.99,411.6,13.52,10.04,4.85,14.49,70.55,1.025,0.0554,0
0.96,340.98,6.7,1.99,3.25,12.99,78.27,1.0625,0.0558,0
0.76,279.31,5.09,2.34,9.61,14.72,82.94,1.1,0.0561,0
1.29,229.84,8.82,4.45,4.62,14.71,76.68,1.075,0.0562,0
1.42,116.14,10.12,7.6,3.14,14.09,82,1.05,0.0562,0
1.32,141.12,9.74,6.56,2.26,13.37,79.14,1.025,0.0561,0
0.9,145.12,6.72,2.26,0.03,12.53,88.42,1,0.0558,1.4
0.49,357.96,3.4,0.15,6.95,9.96,83.96,0.975,0.0554,0
1.08,449.79,7.39,4.7,6.59,12.18,76.61,0.95,0.0548,0
1.12,360.58,7.82,5.63,7.43,13.49,77.44,0.925,0.0542,7.1
0.58,254.23,3.89,2.35,8.53,14.77,89.88,0.9,0.001,0.2
1.65,242.06,10.47,9.13,6.56,19.59,78.6,0.875,0.001,0.2
0.87,179.78,5.67,3.19,6.62,16.45,89.98,0.85,0.0017,0
0.63,341.27,4.37,2.64,6.99,13.74,91.72,0.825,0.0019,16.5
0.55,341.62,4,2.26,4.16,11.4,90.33,0.8,0.003,4.2
0.27,209.99,1.82,0.18,6.23,10.92,93.9,0.775,0.004,6.6
0.65,188.26,4.79,2.16,5.84,10.41,87.61,0.75,0.0055,2.2
0.63,137.57,4.75,2.13,-0.54,9.86,90,0.725,0.006,0.2
0.54,136.35,4.94,1.73,-1.43,7.35,95.77,0.7,0.0042,0
0.25,202.04,1.83,0.02,5.05,8.82,94.24,0.7125,0.0055,2.8
0.23,103,1.52,0,8.36,9.74,93.51,0.725,0.0072,0
0.9,132.97,6.28,4.56,6.64,12.64,88.74,0.7375,0.0082,0
0.38,318.33,2.61,0.31,7.78,13.24,92.74,0.75,0.0082,0
0.21,308.74,1.47,0,10.1,13.72,92,0.7625,0.0088,0.7
0.99,96.28,6.9,6.91,4.91,15,89.55,0.775,0.0091,0
0.92,67.52,6.66,6.74,4.33,15.19,90.12,0.7875,0.0085,0
1.05,101.81,7.47,8.1,3.78,15.82,89.66,0.8,0.0079,0
0.6,147.42,4.14,3.09,3.01,14.13,94.3,0.7375,0.008,2.2
0.77,236.47,5.92,5.28,2.7,11.21,90.77,0.675,0.0086,1.1
0.53,220.16,4.29,3.36,1.57,9.93,94.54,0.6125,0.0085,0.3
0.66,312.16,4.86,4.86,5.56,10.98,83.1,0.55,0.0088,1.5
0.48,296.71,3.57,2.34,4.5,10.52,90.12,0.4875,0.009,0.9
0.41,391.28,3.23,1.9,3.74,8.35,89.78,0.425,0.0088,2.3
0.16,200.2,1.19,0,2.68,6.12,94.31,0.3625,0.009,1.9
0.5,178.04,4.15,3.08,-0.52,4.97,89.49,0.3,0.0093,0.7
0.2,224.71,1.39,0.08,-0.13,4.66,93.88,0.3,0.0103,11.9
0.14,163.75,1.17,0.37,2.62,6.67,96.49,0.3,0.0136,11.2
0.36,269.09,3.21,3.15,-2.81,5.26,88.7,0.3,0.0139,0
0.39,238.37,3.51,2.75,-3,5.12,85.28,0.3,0.0113,0.4
0.21,186.87,1.77,0.1,0.5,4.79,88.73,0.3,0.0124,1.2
0.31,280.5,2.66,1.02,-1.85,5.71,92.42,0.3,0.0131,6.3
0.1,349.59,0.79,0,5.56,11.89,98.17,0.3,0.0193,11.5
0.28,415.23,1.84,1.19,9.38,13.86,93.21,0.3,0.0266,11.2
0.42,507.46,3.1,1.6,8.03,11.72,87.54,0.475,0.0319,16.9
0.45,474.11,3.33,2.62,3.38,9.24,86.22,0.65,0.1306,2.3
0.41,427.49,3.01,2.33,3.84,7.92,80.03,0.825,0.2054,2.1
0.24,613.3,1.71,0.77,4.89,13.61,75.44,1,0.2056,3.9
0.23,413.81,1.51,0.32,9.75,14.47,82.36,1.175,0.2145,2.7
0.5,384,3.13,2.91,6.91,13.08,76.18,1.35,0.2181,0
0.32,204.6,2.44,1.64,4.73,12.44,91.7,1.525,0.2139,0
0.44,485.77,3.02,2.96,4.16,9.47,82.24,1.7,0.2108,0
0.62,385.24,5.26,7.39,-0.26,8.05,76.58,1.75,0.2083,0
0.37,126.46,3.71,2.98,-2.82,3.94,92.61,1.8,0.2062,0
0.36,165.51,2.85,2.15,-0.39,9.06,89.48,1.85,0.2045,0
0.59,269.76,4.88,7.12,-3.82,3.89,82.5,1.9,0.2025,0
0.61,114.21,5.63,7.11,-7.06,3.13,86.91,1.95,0.1999,0
0.46,287.32,4.4,5.54,-7.77,4.8,82.42,2,0.1977,0
0.18,346.36,1.32,0.12,3.21,8.02,89.99,2.05,0.1987,0.3
0.21,178.76,1.69,0.82,-1.23,9.15,92.64,2.1,0.1995,0.7
0.39,70.82,3.73,4.72,-4.66,5.85,94.33,1.8625,0.1994,0
0.48,215.27,4.8,6.86,-5.02,3.26,83.05,1.625,0.1992,0
0.42,111.18,4.32,6.88,-5.59,4.64,82.55,1.3875,0.2236,0
0.47,123.96,4.3,6.82,-5.59,5.94,89.61,1.15,0.2365,0
0.23,304.16,1.75,0.91,0.51,8.93,77.71,0.9125,0.2501,0
0.38,402.24,2.75,2.78,5.03,9.38,71.33,0.675,0.2643,0.1
0.23,349.92,1.61,1.53,6.61,11.91,86.63,0.4375,0.2791,0.3
0.15,364.37,1.07,0.45,5.57,9.4,91.74,0.2,0.2943,5.3
0.25,405.18,1.8,0.59,6.39,9.84,88.7,0.2625,0.3097,0.7
0.18,193.62,1.39,0.6,2.43,7.89,93.74,0.325,0.3253,1
0.11,230.94,0.92,0.02,4.1,7.46,93.88,0.3875,0.3408,0.4
0.3,186.64,2.2,2.21,4.93,10.02,94.13,0.45,0.3562,0
0.15,282.64,1.03,0,5.09,8.21,92.19,0.5125,0.3712,0
0.4,219.54,2.95,4.08,2.54,7.39,86.39,0.575,0.3858,0.1
0.2,175.99,1.26,0.43,2.29,6.94,94.12,0.6375,0.3997,0.3
0.21,181.97,1.53,0.74,4.68,8.14,94.94,0.7,0.413,0
0.36,174.46,2.9,4.44,-1.04,6.99,94.64,0.9625,0.4255,0
0.37,191.22,3.42,5.53,-2.92,3.91,92.21,1.225,0.4371,0
0.28,395.67,2.44,1.72,-0.92,8.03,84.71,1.4875,0.4477,15.2
0.1,299.99,0.92,0,4.05,6.51,95.06,1.75,0.4575,0.2
0.27,465.56,2.58,3.11,3.68,8.38,88.71,2.0125,0.4662,1.3
0.3,536.29,2.1,1.27,5.9,8.69,85.41,2.275,0.4739,1.8
0.1,622.5,0.48,0,7.83,11.26,90.44,2.5375,0.4807,3.8
0.34,512.76,2.7,3.51,3.08,11.29,80.14,2.8,0.4865,0.9
0.4,282.09,3.38,5.81,1.27,8.76,89.36,2.7,0.4914,0
0.18,134.18,1.58,0.7,-3.21,4.55,95.68,2.6,0.4954,0
0.33,74.31,3.32,4.66,-5.4,2.49,95.35,2.5,0.4985,0
0.41,158.93,4.25,6.59,-6.64,3.26,93.91,2.4,0.5008,0.1
0.11,294.88,0.98,0.13,-2.46,0.56,98.25,2.3,0.5024,0
0.14,384.05,1.37,0.44,-1.96,0.61,95.59,2.2,0.5024,2.7
0.4,227.27,3.66,5.33,-1.24,6.06,91.77,2.125,0.5033,0.7
0.22,451.79,2.03,1.51,-1.37,5.1,90.9,2.05,0.5035,2.7
0.32,441.44,2.65,2.71,0.81,6.54,83.95,1.975,0.5031,2.5
0.44,195.11,4.39,6.38,-6.58,2.39,81.97,1.9,0.5022,0
0.47,182.74,5.37,6.6,-8.02,-0.8,79.82,1.825,0.5007,1.7
0.1,330.47,0.82,0,-3.11,0.76,93.01,1.75,0.4988,1.5
0.19,123.43,1.42,0,0.67,4.53,98.51,1.675,0.4964,0.1
0.21,333.51,1.77,0.34,1.92,5.59,94.11,1.6,0.4937,6.3
0.22,284.84,1.79,1.17,2.12,6.05,94.26,1.5375,0.4905,0.2
0.17,568.64,1.2,0.93,4.7,9.73,82.05,1.475,0.4871,1
0.39,469.2,2.91,2.3,1.27,7.17,82.33,1.4125,0.4834,25.7
0.38,470.5,3.33,3.5,0.1,4.33,88.64,1.35,0.4795,6
0.31,333.78,2.67,2.23,-0.36,4.17,88.05,1.2875,0.4754,4.7
0.4,171.63,3.98,3.73,-2.97,2.62,95.34,1.225,0.4711,0
0.09,158.12,1.09,0.35,-4.71,-0.2,95.57,1.1625,0.4668,0
0.5,179.39,4.8,5.65,-4.91,-0.49,88.22,1.1,0.4624,0
0.31,173.28,3.16,3.08,-5.65,-1.28,90.97,0.975,0.4581,0
0.61,124.78,6.3,7.08,-6.46,2.7,82.05,0.85,0.4539,0
0.5,154.56,4.76,6.29,-6.73,3.75,73.52,0.725,0.4498,0
0.58,191.44,5.62,7.57,-5.61,4.19,80.71,0.6,0.446,0
0.56,67.42,6.03,7.39,-8.5,3.07,86.03,0.475,0.4425,0
0.17,139.06,1.51,0.05,-4.86,0.99,89.36,0.35,0.4394,0.4
0.17,131.29,1.52,0,-0.42,1.56,96.24,0.225,0.4367,0
0.28,192.42,2.88,2.4,-5.2,-0.06,84.11,0.1,0.4346,0
0.6,214.93,6.33,7.53,-5.85,1.49,77.66,0.1625,0.1514,0
0.5,281.14,4.14,5.01,-4.7,6.62,69.28,0.225,0.1404,0
0.52,292.26,4.38,4.34,1.08,9.52,68.86,0.2875,0.1579,0.9
0.44,369.91,3.54,3.02,2.87,7.28,87.12,0.35,0.18,7.9
0.12,368.72,1.07,0.05,2.44,7.56,94.02,0.4125,0.2359,0.7
0.22,144.35,1.81,0.32,2.09,4.6,87.55,0.475,0.3984,0
0.45,330.73,3.69,2.32,-0.02,6.03,83.76,0.5375,0.4256,0.9
0.71,330.36,5.05,4.56,4.98,12.56,84.1,0.6,0.4398,0.5
0.44,297.47,3.04,1.1,5.52,11.67,82.76,0.5875,0.4424,0.7
0.32,282.09,2.46,0.61,2.85,7.87,90,0.575,0.4456,6
0.71,236.01,5.65,5.92,1.08,8.83,87.12,0.5625,0.4497,0.1
0.48,154.26,4.2,2.11,-0.12,7.56,86.37,0.55,0.45,0.4
0.2,304.53,1.54,0,1.95,4.56,93.23,0.5375,0.4478,3.2
0.22,331.98,1.88,0,-0.4,2.68,90.02,0.525,0.4512,0
0.29,337.35,2.53,0.33,-2.88,0.89,82.87,0.5125,0.4489,0
0.16,329.38,1.55,0,-3.26,-0.25,82.72,0.5,0.4446,1.8
0.23,295.29,2.21,0.23,-1.41,1.58,91.25,0.45,0.4436,4.7
0.53,392.35,4.13,2.85,0.07,5.34,85.75,0.4,0.4509,0
0.99,442.36,8.39,8.62,-0.98,8.45,74.86,0.35,0.4547,0
1.03,253.25,8.65,8.78,-1.5,10.06,69.87,0.3,0.4533,0
1.09,193.67,8.5,8.34,-1.29,15.08,73.36,0.25,0.4459,0
0.74,251.78,5.49,3.45,3.15,11.04,89.81,0.2,0.4388,0.9
0.36,280.49,2.71,0.67,2.93,9.26,91.97,0.15,0.4367,0.3
0.8,146.32,6.13,3.84,0.96,10.48,84.52,0.1,0.4334,0
0.28,305.09,2.12,0.25,0.56,7.66,91.21,0.1,0.43,0.8
0.21,469.96,1.55,0,6.78,11.14,95.11,0.1,0.4276,5.7
1.18,390.78,8.3,6.35,7.68,12.33,83.85,0.1,0.4427,4.1
0.18,634.64,1.23,0,8.49,11.16,91.67,0.1,0.4455,36.7
0.39,825.34,2.56,1.01,4.05,10.92,83.28,0.1,0.4563,7.6
0.89,332.43,7.17,5.84,-1.37,7.98,81.12,0.1,0.4574,0.3
0.62,443.17,4.99,3.32,-0.36,8.11,77.31,0.1,0.4586,0.4
0.45,502.2,3.06,0.13,6.46,10.71,80.26,0.1,0.454,0.2
0.44,598.17,3.24,0.44,5.76,12.14,74.62,0.125,0.4512,7.6
0.61,562.78,4.94,1.82,1.75,9.32,79.16,0.15,0.455,8.2
0.74,391.04,5.8,2.28,2.28,9.43,86.54,0.175,0.4561,2.7
0.48,612.7,3.54,0.7,3.11,8.4,73.56,0.2,0.4556,0.8
0.71,301.92,5.33,1.87,0.61,10.33,72.86,0.225,0.4571,0.2
0.75,291.94,5.04,0.9,6.15,14.35,77.62,0.25,0.452,12.9
1,489.85,7.43,4.37,4.58,10.87,82.22,0.275,0.4506,7.6
0.64,233.21,4.93,1.92,3.89,8.69,88.82,0.3,0.45,1.5
0.68,220.49,5.14,2.14,0.63,9.88,87.48,0.3375,0.4499,2.2
0.21,376.12,1.63,0,1.2,10.31,93.48,0.375,0.4511,14.5
0.71,370.26,5.13,2.82,3.98,13.3,85.62,0.4125,0.4468,0.4
1.66,135.36,12.47,8.7,-0.08,11.85,77.94,0.45,0.4458,0
1.28,174.06,9.35,5.87,1.27,13.02,69.38,0.4875,0.446,0
1.9,284.06,13.38,9.12,2.92,15.01,59.32,0.525,0.4447,0
1.41,195.76,10.36,5.7,0.87,14.93,72.69,0.5625,0.444,0
1.76,319.03,12.43,7.1,2.95,16.17,81.36,0.6,0.4412,0
1.81,166.59,12.77,6.95,1.86,14.99,77.13,0.675,0.4381,0
2.08,190.76,14.71,10.62,-0.03,17.3,74.22,0.75,0.4383,0
1.21,452.07,8.39,4.06,6.03,10.84,67.57,0.825,0.437,9.5
0.48,463.23,3.2,0.09,6.43,12.67,93.25,0.9,0.4387,9.8
