"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.067,4.12,229.15,22.07,7.46,15.06,26.78,75.39,1.425,0
0.0664,4.25,269.03,24.74,9.92,11.87,23.02,77.54,1.2625,0
0.0656,4.89,247.24,29.16,13.29,9.41,21.64,65.31,1.1,0
0.0647,4.12,151.69,24.22,8.25,8.41,22.49,67.41,1.15,0
0.0643,3.03,191.02,17.27,3.71,13.23,21.9,72.29,1.2,0
0.0639,2.1,145.46,12.29,1.2,14.69,21.94,86.52,1.25,24.4
0.0671,1.97,286.16,11.82,1.93,13.84,19.8,91.22,1.3,15
0.0696,2.37,296.89,14.16,4.09,12.63,20.85,85.67,1.35,5.8
0.0705,2.49,182.49,15.25,3.98,10.92,19.12,87.62,1.4,14.9
0.072,3.33,159.5,20.09,7.01,7.76,21.31,80.51,1.45,8
0.073,2.1,188.95,12.67,2.09,12.56,19.66,87.85,1.5,17
0.0736,2.32,305.85,14.31,3.27,12.41,18.41,85.49,1.4625,2.3
0.0725,3.38,230.25,20.38,6.21,11.73,19.17,73.42,1.425,0.3
0.0725,1.08,446.98,6.45,0.36,13.13,18.51,87.13,1.3875,17.1
0.075,1.88,246.35,10.79,0.63,15.42,20.87,92.61,1.35,2.9
0.0762,4.16,230.82,22.52,10,15.07,25.51,79.19,1.3125,0
0.0767,4.17,209.44,21.25,7.46,18.68,31.03,79.18,1.275,12.6
0.0793,2.76,229.75,15.01,3.96,14.58,23.36,83.56,1.2375,0
0.0783,1.39,184.65,8.41,1.8,10.75,18.67,88.55,1.2,9.5
0.0773,2.84,316.04,18.38,7.71,11.02,19.53,85.49,1.2875,3.6
0.077,1.47,319.38,8.86,2.56,11.13,17.6,89.52,1.375,6.4
0.0777,3.38,219.71,19.52,5.44,10.81,22.77,75.45,1.4625,8.1
0.0787,3.04,408.28,17.8,4.4,13.38,21.09,77.9,1.55,2.5
0.0789,1.63,383.05,9.53,1.16,14.39,19.57,87.15,1.6375,3.9
0.0811,1.49,438.78,8.56,0.26,14.59,20.78,87.66,1.725,10.6
0.0822,3.44,432.96,20.89,7.83,9.47,19.17,76.08,1.8125,1.7
0.0832,3.48,295.15,20.79,8.45,10.1,20.58,74.23,1.9,0
0.0829,3.61,141.93,20.97,9.56,9.76,22.65,76.89,1.8,0
0.0821,2.12,410.9,12.71,4.5,10.09,20.7,82.29,1.7,1.7
0.0807,3.99,248.88,24.07,11.25,8.67,20.46,75.17,1.6,0
0.0793,3.64,181.68,21.19,7.1,7.27,22.4,73.01,1.5,0
0.078,2.28,331.89,12.97,2.98,14.53,21.74,76.34,1.4,0
0.0766,3.45,288.12,19.01,4.44,14.64,24.65,76.09,1.3,0
0.0749,4.55,335.77,24.1,9.88,15.16,29.41,70.16,1.2,0
0.0726,3.15,512.87,17.61,6.92,15.44,23.18,67.19,1.1,0
0.0704,3.76,301.54,22.01,7.49,12.47,23.31,76.96,1.1375,0
0.0689,2.2,244.02,13.61,4.6,10.12,18.78,83.4,1.175,4.4
0.068,3.23,304.5,19.79,7.78,7.88,19.96,74.12,1.2125,0
0.067,3.42,247.36,19.95,9.37,9.11,21.71,72.34,1.25,0
0.0669,2.29,290.96,12.74,2.77,14.56,24.2,79.44,1.2875,0
0.0669,2.44,251.48,13.68,5.24,13.76,24.63,82.73,1.325,0.6
0.0661,4.57,167.03,24.45,11.53,12.57,27.95,72.27,1.3625,0
0.0644,5.18,177.16,26.69,14.84,13.18,30.59,61.29,1.4,0
0.0636,4.71,281.66,23.75,11.22,17.91,34.67,62.81,1.3,0.1
0.062,4.57,220.09,24.23,10.75,16.08,27.97,73.29,1.2,14
0.0603,3.1,187.49,16.78,5.44,17.34,26.11,82.21,1.1,0
0.0602,3.33,223.21,17.77,5.77,17.86,26.59,83.28,1,0.1
0.0608,2.84,137.79,15.48,5.36,16.19,26.43,82.49,0.9,0
0.0612,2.42,231.18,13.29,3.08,14.14,24.42,81.17,0.8,0
0.0611,3.3,135.74,18.56,6.23,11.17,24.5,73.97,0.7,0
0.0614,2.8,321.62,15.67,4.52,14.14,22.52,79.29,0.6,1.2
0.0613,2.52,245.75,14.04,3.4,15.84,24.18,84.01,0.7625,6.8
0.0595,2.38,331.52,13.52,3.22,15.23,23.04,82.29,0.925,1
0.0593,1.88,226.56,10.63,1.77,13.96,22.58,86.55,1.0875,1
0.0598,2.66,230.28,15.46,5.56,11.93,20.93,81.15,1.25,1.3
0.0595,2.7,232.78,15.8,5.17,11.5,21.68,79.83,1.4125,6.2
0.0592,1.01,301.1,5.95,0.02,13.43,18.39,96.22,1.575,10.8
0.0593,0.79,467.54,4.51,0.59,15.61,19.59,93.58,1.7375,16.3
0.061,2.27,416.06,13.13,4.09,12.63,20.97,81.11,1.9,2.3
0.0615,3.15,285.08,18.42,8.04,11.24,23.09,80.52,1.9625,0.4
0.0618,2.79,272.88,16.17,6.62,9.8,23.29,82.89,2.025,0
0.061,2.73,383.55,15.38,5.81,9.84,23.88,78.18,2.0875,0
0.0618,2.79,391.63,16.14,6.43,12.4,21.84,74.05,2.15,0.7
0.0614,2.46,248.24,15.45,6.8,9.89,19.1,79.73,2.2125,3
0.0598,2.91,226.4,18.64,8.37,7.19,17.49,79.19,2.275,0.4
0.0583,0.96,370.79,6.07,0.36,5.89,15.88,92.78,2.3375,8.3
0.0589,2.4,335.7,13.32,4.11,15.08,23.2,86.53,2.4,0
0.0595,2.44,299.93,13.92,4.45,13.56,22.83,83.41,2.3125,0
0.0599,2.62,160,15.21,4.09,11.42,22.8,75.99,2.225,0
0.0601,4.08,227.37,23.5,12.14,10.75,22.21,73.47,2.1375,0
0.0605,3.76,292.67,22.03,11.57,10.63,22.48,74.6,2.05,0
0.0605,4.2,301.19,24.08,13.22,10.88,24.59,65.02,1.9625,0
0.0596,4.09,214.58,23.36,12.74,9.35,25.14,67.77,1.875,0
0.0594,2.57,240.35,14.43,5.21,10.62,26,77.23,1.7875,1.6
0.0599,2.99,376.39,16.89,7.4,14.77,23.97,72.99,1.7,0
0.0577,1.68,454.38,9.92,3.59,13.96,19.66,84.55,1.7375,8
0.0564,1.61,323.32,9.23,3.67,12.12,23.19,86.13,1.775,0.2
0.057,4.03,152.16,21.83,12.84,11.52,28.13,70.79,1.8125,0
0.0589,4.23,203.38,21.73,12.89,15.77,31.54,66.75,1.85,0
0.0593,4.21,182.1,21.48,12.82,16.71,32.56,68.68,1.8875,0
0.0594,3.7,232.26,19.21,10.73,17.43,29.16,74.63,1.925,0
0.059,3.39,317.85,17.67,7.89,16.57,29.01,75.19,1.9625,0
0.0586,3.03,336.46,16.29,8.77,14.32,26.58,73.65,2,0
0.0572,2.49,229.2,14.55,5.6,10.26,22.41,80.52,2.0375,0
0.0554,3.46,106.85,20.27,12.48,7.74,24.11,72.93,2.075,0
0.0542,3.44,165.94,19.6,11.7,9.98,25.94,71.4,2.1125,0
0.054,2.53,203.28,14.64,7.22,10.95,24.1,82.48,2.15,0
0.053,2.57,270.52,14.89,5.51,9.79,22.99,78.76,2.1875,1.9
0.0532,2.49,280.91,14.24,5.92,13.12,23.43,78.43,2.225,0.6
0.0534,1.75,476.55,9.93,3.61,14.31,23.06,82.16,2.2625,2.2
0.0527,2.6,207.08,14.96,8.42,12.19,23.31,81.67,2.3,0
0.0521,2.8,143.62,15.84,9.79,11.17,25.94,81.2,2.1875,0
0.052,3.41,171.83,18.9,11.84,12.01,26.9,71.05,2.075,0
0.0517,3.28,258.19,17.93,11.99,12.45,28.25,71.85,1.9625,0
0.0513,2.79,182.73,16.39,9.39,11.2,23.68,80.38,1.85,0
0.0495,3.06,176.89,17.47,11.07,9.29,26.22,70.94,1.7375,0
0.0492,1.37,155.46,7.85,1.43,14.1,23.27,85.06,1.625,0
0.0492,3.16,130.51,16.98,11.35,13.81,29.62,72.4,1.5125,0
0.0488,3.19,205.62,16.45,11.49,15.74,32.52,66.04,1.4,0
0.0484,3.17,210.67,16.36,11.42,16.78,32.41,63.43,1.4,0
0.0474,2.91,312.68,15.25,9.08,15.55,30.25,65.68,1.4,12.6
0.0453,1.81,288.79,10.45,4.85,14.27,21.99,80.92,1.4,0
0.0461,1.34,156.7,7.62,1.23,11.83,20.01,86.95,1.4,0
0.0465,1.49,250.6,8.75,3.29,13.15,20.07,82.74,1.4,0
0.0464,1.91,164.17,11.85,5.35,9.08,19.88,77.11,1.4,0
0.0463,1.81,104.39,11.33,4.75,6.59,19.99,78.64,1.4,0
0.0473,2.24,162.87,13.74,8.92,8.48,20.93,71.64,1.4,0
0.047,1.87,122.89,11.78,6.55,7.17,21.62,78.73,1.3625,0
0.0477,2.09,197.82,12.95,8.31,7.36,21.5,80.39,1.325,0
0.0473,2.42,238.39,14.3,10.09,7.38,24,70.59,1.2875,0
0.0476,2.27,315.65,13.19,8.89,9.68,25.98,70.78,1.25,0.9
0.047,1.73,119.95,10.84,5.74,7.46,19.78,82.5,1.2125,0
0.046,2.3,184.83,14.31,9.91,5.25,21.6,72.46,1.175,0
0.0463,2.02,452.94,11.43,6.7,14.41,23.15,63.88,1.1375,0
0.046,0.88,530.85,5.16,1.82,13.72,19.02,80.62,1.1,1.7
0.0459,1.68,308.24,10.29,5.19,11.24,18.82,78.14,1.0875,0.6
0.0454,1.27,234.51,7.95,3.12,9.8,17.94,85.26,1.075,3.4
0.0441,0.9,409.62,5.84,2.36,8.67,15.95,87.33,1.0625,3.3
0.0436,1.61,249.97,9.95,6.46,11.28,18.58,80.17,1.05,0
0.0444,1.33,369.36,8.53,5.1,8.81,17.44,78.46,1.0375,0
0.044,1.99,429.19,13.53,10.07,4.9,14.45,70.46,1.025,0
0.044,1.03,350.77,7.12,2.45,3.35,13.08,77.69,1.0125,0
0.0452,0.77,281.24,5.18,2.45,9.87,14.67,82.89,1,0
0.0458,1.3,236.14,8.85,4.24,4.89,14.72,76.63,1.025,0
0.0447,1.44,122.57,10.28,7.88,2.7,14.09,82.06,1.05,0
0.0445,1.35,149.28,9.97,6.88,1.77,13.42,78.81,1.075,0
0.0443,0.88,153.99,6.47,2.02,0.24,12.5,87.95,1.1,1.7
0.045,0.52,370.9,3.54,0.31,7.01,10.08,83.17,1.125,0
0.0449,1.07,475.99,7.37,4.71,6.76,12.12,76.57,1.15,0
0.0448,1.14,379.66,8.02,5.9,7.44,13.45,77.76,1.175,7.2
0.0424,0.57,268.12,3.88,2.35,8.84,14.76,89.94,1.2,0
0.0428,1.64,260.86,10.42,9.07,6.37,19.53,78.86,1.1875,0.2
0.0439,0.9,194.37,5.85,3.7,6.85,16.43,90.05,1.175,0
0.0435,0.6,354.19,4.19,2.62,7.11,13.58,91.58,1.1625,14.5
0.0419,0.61,354.22,4.5,2.74,3.88,11.58,89.62,1.15,1.9
0.0409,0.31,227.59,2.1,0.22,6.09,11.4,93.15,1.1375,3.3
0.041,0.69,196.71,5.1,2.54,5.37,10.71,87.45,1.125,2.2
0.041,0.63,140.85,4.77,2.22,-0.5,9.9,89.96,1.1125,0
0.0398,0.63,139.26,5.68,2.57,-1.48,7.6,95.27,1.1,0
0.0408,0.27,217.46,1.97,0.08,4.95,8.9,93.6,1.05,1.3
0.0425,0.25,104.82,1.69,0.07,8.29,9.85,92.99,1,0
0.043,0.89,145.76,6.19,4.49,6.3,12.75,88.8,0.95,0
0.0433,0.4,336.64,2.76,0.45,7.92,13.36,92.71,0.9,0
0.0445,0.21,323.36,1.47,0.01,10.2,13.85,92.04,0.85,0.8
0.0455,1,97.67,6.88,6.87,5.05,15.07,89.45,0.8,0
0.0443,0.91,70.18,6.54,6.54,4.35,15.26,90.4,0.75,0
0.0442,1.05,102.68,7.46,8.11,3.78,15.81,89.77,0.7,0
0.0445,0.56,156.09,3.91,2.73,2.97,14.14,94.47,0.6375,2.4
0.045,0.78,253.27,5.94,5.28,2.48,11.29,90.77,0.575,1.1
0.0439,0.56,236.06,4.54,4.17,0.97,10.37,94,0.5125,0.3
0.0447,0.65,338.92,4.82,5.4,5.68,10.92,83.43,0.45,1.6
0.0456,0.48,301.07,3.58,2.38,4.46,10.58,90.77,0.3875,0.9
0.045,0.42,393.13,3.3,2,3.74,8.41,90.51,0.325,0.6
0.0457,0.18,213.48,1.34,0.07,2.54,6.21,94,0.2625,2.2
0.0451,0.53,188.06,4.38,3.41,-0.84,5.18,89.46,0.2,0.5
0.0457,0.19,233.23,1.33,0.04,-0.21,4.6,94.15,0.2,10.6
0.0494,0.14,172.64,1.25,0.42,2.63,6.66,96.45,0.2,8.3
0.0507,0.43,275.34,3.74,3.77,-3.12,5.44,88.34,0.2,0
0.0469,0.36,248.62,3.32,2.56,-3.17,5.1,85.78,0.2,0.6
0.0472,0.19,193.41,1.72,0.05,0.54,4.84,90.1,0.2,1.8
0.047,0.29,300.41,2.5,0.83,-1.74,6,93.96,0.2,7.5
0.0504,0.1,356.32,0.79,0.01,5.79,12,97.99,0.2,12.3
0.0552,0.31,427.81,1.97,1.29,9.28,14.03,93,0.2,10.4
0.0554,0.4,529.42,3.05,1.61,7.94,11.67,87.57,0.525,16.1
0.1373,0.43,503.44,3.23,2.37,3.11,8.58,86.2,0.85,1
0.2239,0.44,444.75,3.2,2.61,3.85,7.95,80.35,1.175,2.2
0.2258,0.19,636.38,1.4,0.23,4.96,13.39,75.84,1.5,4.2
0.2415,0.24,428.95,1.58,0.26,9.51,14.36,83.14,1.825,3
0.2423,0.52,414.24,3.32,3.21,6.85,13.14,76.5,2.15,0
0.2353,0.3,214.17,2.25,1.39,4.25,12.23,91.93,2.475,0
0.2313,0.44,504.6,2.79,2.84,3.91,9.27,81.95,2.8,0
0.2276,0.6,401.32,5.24,7.45,-0.9,8.22,76.05,2.825,0
0.2246,0.38,130.39,3.81,3.32,-3.04,3.85,92.56,2.85,0
0.2239,0.36,178.77,2.86,2.22,-0.12,9.16,88.95,2.875,0
0.2216,0.6,277.91,4.87,7.13,-3.65,4.01,81.97,2.9,0
0.2182,0.59,117.27,5.58,7.11,-7.05,3.29,86.72,2.925,0
0.2132,0.45,306.29,4.36,5.52,-7.72,5.13,83.07,2.95,0
0.2208,0.2,351.62,1.44,0.15,3.34,8.17,90.38,2.975,0.5
0.2245,0.21,189.63,1.69,0.78,-1.32,9.24,92.43,3,1
0.2266,0.39,74.58,3.72,4.74,-4.61,6.23,93.67,2.6375,0
0.2219,0.47,227.75,4.76,6.79,-4.76,3.35,83.13,2.275,0
0.2161,0.42,117.78,4.31,6.86,-5.4,4.6,82.97,1.9125,0
0.2128,0.46,126.81,4.27,6.82,-5.97,5.96,89.9,1.55,0
0.2202,0.23,322.01,1.76,0.95,0.7,9.03,78.19,1.1875,0
0.2263,0.37,425.11,2.73,2.68,5.23,9.51,72.1,0.825,0.3
0.2255,0.23,367.52,1.62,1.57,6.61,11.82,87.52,0.4625,0.1
0.2262,0.13,379.62,0.9,0.18,5.64,9.36,92.38,0.1,5.6
0.2458,0.26,423.66,1.91,0.86,6.11,9.88,88.62,0.2125,0.9
0.2414,0.18,202.2,1.43,0.58,2.27,7.85,93.74,0.325,0.7
0.2402,0.11,242.25,0.89,0.03,4.38,7.5,94.29,0.4375,0.3
0.2393,0.3,197.1,2.22,2.26,4.86,10,94.34,0.55,0
0.2362,0.13,297.84,0.9,0,4.72,8.07,93.37,0.6625,0
0.2334,0.39,228.82,2.79,3.48,2.74,7.47,86.76,0.775,0.2
0.2339,0.19,185.13,1.15,0.28,2.44,7.18,94.21,0.8875,0.3
0.2345,0.21,189.09,1.58,0.84,4.48,8.28,94.94,1,0
0.2324,0.37,184.41,2.91,4.59,-0.78,7.06,94.84,1.075,0
0.2299,0.36,201.81,3.38,5.49,-2.96,3.85,92.31,1.15,0
0.2301,0.26,415.9,2.31,0.93,-1,8.06,85.14,1.225,13.8
0.2746,0.11,317.98,0.98,0.06,4.08,6.59,95.06,1.3,0
0.2592,0.27,492.77,2.53,2.99,3.73,8.39,88.8,1.375,1.3
0.2538,0.3,563.55,2.09,1.24,5.98,8.78,85.59,1.45,1.7
0.2536,0.1,649.87,0.48,0,7.92,11.34,90.31,1.525,4
0.2567,0.35,548.24,2.8,3.74,3.3,11.34,79.47,1.6,1
0.2537,0.4,298.11,3.38,5.89,1.11,8.92,89.49,1.8,0
0.2492,0.17,143.63,1.47,0.64,-3.34,4.46,96.17,2,0
0.2456,0.3,87.65,3.1,4.11,-5.28,2.06,96.15,2.2,0
0.2422,0.39,175.21,4.04,6.3,-6.84,3.01,94.54,2.4,0
0.2418,0.1,320.48,0.95,0.04,-1.91,0.81,98.54,2.6,0
0.2432,0.1,404.66,1.04,0,-1.76,0.69,96.61,2.8,3
0.2516,0.41,251.14,3.69,5.45,-1.41,6.21,91.31,2.475,0.9
0.2518,0.21,470.48,1.99,1.55,-1.49,5.39,90.72,2.15,2.6
0.257,0.32,480.37,2.68,2.92,1.06,6.65,83,1.825,2.4
0.259,0.43,198.15,4.33,6.37,-6.5,2.6,82.16,1.5,0
0.2429,0.48,200.39,5.4,6.53,-7.98,-0.64,79.43,1.175,1.9
0.2404,0.1,335.36,0.85,0.01,-2.95,0.93,93.82,0.85,1.5
0.2623,0.19,130.16,1.41,0,0.82,4.85,98.16,0.525,0.1
0.2651,0.19,349.05,1.6,0.3,2.16,5.71,94.68,0.2,6
0.2792,0.21,292.71,1.72,1.14,2.16,6.19,94.06,0.3875,0.2
0.2685,0.21,603.91,1.38,1.14,4.84,9.85,81.64,0.575,0.7
0.2663,0.39,491.18,2.87,2.22,0.87,7.24,82.44,0.7625,27.6
0.3021,0.38,497.48,3.34,3.46,0.06,4.34,88.31,0.95,5.7
0.2929,0.3,351.92,2.59,2.42,-0.4,4.14,88.13,1.1375,4.8
0.2804,0.39,177.37,3.9,3.68,-3.26,2.83,95.12,1.325,0
0.2706,0.11,160.85,1.07,0.15,-4.55,-0.25,95.86,1.5125,0
0.2627,0.49,178.53,4.73,5.48,-5.12,-0.4,88.65,1.7,0
0.257,0.29,170.16,3,2.82,-5.55,-1.24,91.48,1.65,0
0.2485,0.6,126.19,6.24,7.01,-6.43,2.8,82.71,1.6,0
0.2347,0.51,162.87,4.83,6.4,-6.81,3.86,73.66,1.55,0
0.2264,0.58,201.91,5.58,7.55,-5.72,4.22,81.5,1.5,0
0.2104,0.56,71.98,5.98,7.39,-8.51,3.12,85.81,1.45,0
0.1825,0.18,152.56,1.58,0.08,-3.7,1.31,88.97,1.4,0.7
0.2267,0.18,143.28,1.59,0,-0.3,1.73,96.47,1.35,0
0.2418,0.27,197.24,2.73,2.13,-5.01,0,84.46,1.3,0
0.2297,0.6,232.92,6.4,7.55,-5.75,1.37,78.34,1.1625,0
0.2097,0.49,299.2,4,5.02,-5.05,6.64,70.77,1.025,0
0.2186,0.5,314.72,4.21,3.86,1.14,9.45,69.54,0.8875,0.7
0.2432,0.45,388.73,3.53,3.02,2.91,7.19,87.39,0.75,8
0.293,0.13,372.67,1.12,0.06,2.48,7.55,93.91,0.6125,0.9
0.2826,0.23,155.31,1.83,0.55,2.26,4.78,87.03,0.475,0
0.2707,0.42,352.17,3.42,2.03,-0.26,6.14,84.45,0.3375,0.9
0.2659,0.71,352.56,5,4.38,5.09,12.52,84.42,0.2,0.4
0.2609,0.45,314.5,3.16,1.23,5.57,11.61,82.81,0.3,0.4
0.2646,0.31,289.58,2.45,0.55,2.82,7.76,90.41,0.4,5.8
0.2809,0.69,237.48,5.55,5.88,1.1,8.79,88.06,0.5,0
0.2693,0.45,157.06,4,1.94,0.08,7.52,86.55,0.6,0.2
0.2662,0.19,325.91,1.53,0,1.88,4.51,93.21,0.7,3.5
0.2699,0.2,353.27,1.71,0,-0.43,2.41,90.46,0.8,0
0.2633,0.26,357.35,2.36,0.28,-2.94,0.63,83.05,0.9,0
0.2575,0.16,344.05,1.59,0,-3.59,-0.42,83.33,1,1.5
0.259,0.22,310.08,2.04,0.21,-1.61,1.4,91.21,0.9125,5.2
0.2786,0.53,418.84,4.24,2.93,0,4.96,86.11,0.825,0
0.2752,1,462.76,8.35,8.59,-1.02,8.17,75.26,0.7375,0
0.2665,1.02,269.88,8.6,8.75,-1.34,9.96,69.99,0.65,0
0.2606,1.08,209.64,8.39,8.15,-1.02,14.94,73.96,0.5625,0.1
0.257,0.67,273.44,5,2.89,3.22,10.74,90.68,0.475,0.8
0.2569,0.38,292.43,2.93,0.79,2.63,9.29,92.08,0.3875,0.4
0.2556,0.81,158.57,6.19,3.93,1.14,10.6,84.5,0.3,0
0.2533,0.27,322.76,2.12,0.23,0.79,7.83,91.78,0.275,0.8
0.2565,0.23,488.22,1.62,0.03,6.81,11.15,95.16,0.25,6.2
0.2845,1.21,407.74,8.52,6.47,7.68,12.28,83.83,0.225,4
0.2916,0.19,652.31,1.27,0,8.46,11.18,91.66,0.2,35.4
0.3092,0.39,857.92,2.56,0.98,4.1,10.92,83.45,0.175,7.3
0.2969,0.82,343.29,6.64,5.49,-1.41,7.96,81.12,0.15,0
0.2821,0.6,467.7,4.79,2.95,-0.08,8.16,77.64,0.125,0.8
0.2749,0.42,524.74,2.87,0.07,6.5,10.65,81.38,0.1,0
0.2754,0.43,613.4,3.31,0.44,5.57,11.9,75.51,0.1875,7.2
0.2862,0.61,584.36,4.83,1.78,1.73,9.02,79.87,0.275,7.7
0.2881,0.75,393.96,5.91,2.4,2.4,9.45,86.58,0.3625,3.6
0.2842,0.5,634.6,3.71,0.85,3.13,8.38,74.21,0.45,1.5
0.2735,0.67,318.84,5.09,1.71,0.64,10.11,73.77,0.5375,0.5
0.2706,0.74,304.86,5.06,0.87,5.99,14.22,78.57,0.625,11.7
0.2965,0.99,508.71,7.4,4.37,4.5,10.8,82.58,0.7125,8.2
0.2962,0.68,234.32,5.22,2.12,3.79,8.78,88.7,0.8,1.5
0.2867,0.7,227.78,5.36,2.26,0.78,9.87,87.22,0.85,3.7
0.2969,0.21,387.21,1.64,0.02,1.22,10.39,93.5,0.9,14.2
0.2961,0.75,388.96,5.4,2.93,3.87,13.29,85.54,0.95,0.4
0.2832,1.7,144.54,12.39,8.64,-0.37,11.85,77.95,1,0
0.2733,1.25,177.67,9.14,5.6,1.48,12.92,69.92,1.05,0
0.2656,1.94,285.87,13.67,9.46,2.97,15,60.58,1.1,0
0.2588,1.4,203.73,10.47,5.87,0.25,14.93,74.4,1.15,0
0.2537,1.72,334.45,12.2,6.77,3.06,16.01,82.19,1.2,0
0.2486,1.83,171.72,12.98,7.12,1.89,14.93,77.24,1.2875,0
0.2434,2.08,208.32,14.67,10.65,0.07,17.21,74.77,1.375,0
0.2393,1.23,479.99,8.48,4.19,6.09,10.8,68.01,1.4625,9.9
0.2806,0.49,478.35,3.27,0.12,6.6,12.8,92.96,1.55,8
0.2916,0.55,602.42,3.58,0.3,9.52,12.94,85.9,1.6375,1.4
