"EV24","FG","Q","SQ","TN","TX","UG","LAI","VWC5_imputed","rd_imputed"
2.22,291.2,17.3,9.72,-0.94,10.97,71.01,2.8625,0.3154,0.6
2.21,265.61,18.21,8.81,-2.13,9.17,61.6,2.65,0.2916,0
2.93,153.22,22.62,13.01,-4,12.65,60.43,2.4375,0.2685,0
1.31,365.63,9,0.64,4.89,15.27,70.78,2.225,0.2518,3
1.87,374.67,13.62,5.14,3.03,11.36,70.54,2.0125,0.2604,0
1.72,257.24,13.1,4.95,0.94,11.25,74.06,1.8,0.2541,0
1.91,386.74,13.3,3.41,1.33,14.99,70.75,1.8875,0.2414,1.5
2.69,396.38,20.9,10.78,-0.26,10.81,72.94,1.975,0.2331,0.4
2.44,223.69,18.24,8.18,-0.5,11.42,72.94,2.0625,0.2242,0
2.09,236.89,16.39,7.85,-2.59,11.86,68.36,2.15,0.2134,0
1.66,263.04,12.15,4.22,0.92,12.24,75.31,2.2375,0.2055,0.7
2.37,164.1,17.17,7.91,0,13.71,66.56,2.325,0.1997,0
3.73,506.4,23.94,12.11,3.26,19.16,47.51,2.4125,0.1953,1.9
1.14,248.69,7.44,0.34,6.37,13.21,75.67,2.5,0.1922,0.8
1.24,212.94,8.5,1.55,5.13,15.18,87.93,2.6875,0.1938,4.5
1.43,270.84,9.56,1.9,7.44,15.46,83.53,2.875,0.2161,2.7
1.88,423.74,12.62,2.17,7.88,14.79,79.18,3.0625,0.2602,0.5
0.92,291.53,6.55,0.38,5.31,11.93,86.44,3.25,0.2509,0
3.79,351.49,24.05,10.95,5.58,19.9,72.73,3.4375,0.2432,0
1.74,316.22,11.24,2.36,7.79,17,79.17,3.625,0.2306,0
1.56,305.07,10.72,3.96,3.92,15.68,71.98,3.8125,0.2195,0
3.02,204.92,21.77,10.23,0.57,14.48,65.99,4,0.2099,0
3.9,151.71,27.05,13.99,-0.62,16.98,63.77,3.9375,0.201,0
3.42,281.01,20.57,8.77,5.2,23.47,65.59,3.875,0.1944,3.8
2.69,290.64,15.83,4.42,11.56,22.4,76,3.8125,0.1928,2.8
2.83,281.09,16.95,4.94,9.58,21.96,80.62,3.75,0.1923,1.1
3.06,303.07,18.69,7.57,6.97,21.83,71.31,3.6875,0.1897,0.6
4.36,213.44,26.02,11.57,4.25,22.4,59.11,3.625,0.1862,0
2.88,236.14,15.22,2.6,15.38,27.42,61.03,3.5625,0.1844,0
4.87,284.96,25.27,11.03,14.63,29.98,52.36,3.5,0.1832,3.2
1.53,266.46,8.87,1,15.39,21.43,83.16,3.4625,0.18,1.5
1.21,383.29,7.72,0.41,9.87,16.6,81.87,3.425,0.1824,1.4
3.26,269.76,20.59,8.78,6.95,17.91,73.26,3.3875,0.1846,0
3.65,151.74,22.36,10.66,5.54,21.1,63.35,3.35,0.1834,0
4.6,196.14,26.06,11.82,8.3,25.41,58.36,3.3125,0.1819,0
4.27,317.61,24.75,11.48,10.58,23.68,61.8,3.275,0.1791,0
3.33,258.09,19.02,6.64,9.24,23.6,71.98,3.2375,0.1752,0
4.78,217.41,27.69,13,8.55,24.79,69.22,3.2,0.1737,0
5.35,309.92,28.85,14.54,11.61,27.75,57.99,3.025,0.1716,0
5.55,315.11,28.61,14.29,13.71,32.22,53.11,2.85,0.1692,2.2
4.17,200.96,22.37,8.9,15.44,27.92,67.87,2.675,0.1656,0
4.47,265.17,23.52,9.34,15.76,32.48,66.5,2.5,0.1636,1.2
3.07,381.23,17.01,5.08,13.07,24.52,71.78,2.325,0.159,0
3.5,265.4,18.6,8.28,11.11,23.84,68.04,2.15,0.1576,0
4.97,155.39,28.62,14.53,7.97,25.4,58.48,1.975,0.1556,0
4.45,169.96,23.69,9.25,11.44,28.92,55.45,1.8,0.1531,0
3.16,226.85,17.41,4.33,15,25.53,70.56,1.9125,0.2084,7
3.75,302.3,22.14,10.74,8.65,20.79,66.59,2.025,0.2616,0
3.76,314.9,21.87,7.39,7.83,22.96,55.87,2.1375,0.2384,2.3
2.47,625.3,14.63,4.91,11.94,18.49,68.19,2.25,0.2509,5.3
2.32,648.96,14.32,5.91,10.92,18.38,66.85,2.3625,0.2783,3.9
3.3,398.65,18.84,5.13,11.89,24.25,66.14,2.475,0.2811,4.9
2.7,334.4,15.91,6.81,11.09,20.65,74.35,2.5875,0.2958,5.9
4.46,264.54,25.47,11.95,9.89,24.3,67.12,2.7,0.2898,0
3.52,312.07,18.98,4.77,13.74,28.55,61.29,2.7125,0.2661,0
1.87,458.12,11.03,2.98,12.98,18.18,67.51,2.725,0.2452,0
2.61,247.68,15.56,6.9,9.39,20.6,70.93,2.7375,0.2299,0
5.16,182.51,29.45,14.77,7.62,25.04,61.32,2.75,0.2181,0
4.44,340.58,23.88,10.6,12.89,28.93,58.1,2.7625,0.2069,0
2.22,381.77,13.21,4.03,9.56,19.51,69.33,2.775,0.1948,0
1.99,232.35,11.01,0.87,11.34,23.17,74.26,2.7875,0.188,0
4.71,120.54,25.42,13.1,11.13,28.21,70.4,2.8,0.1862,0
5.64,157.15,29.06,15.03,14.41,31.57,58.57,2.7625,0.1821,0
4.99,317.75,25.96,11.31,15.78,29.95,64.52,2.725,0.1771,0
5.13,243.75,27.15,13.36,13.81,29.58,60.08,2.6875,0.1711,0
4.66,421.95,23.77,9.07,17.6,34.25,59.44,2.65,0.1666,0.8
3.8,435.87,20.81,6.73,16.18,25.93,64.91,2.6125,0.1629,0
1.08,453.61,6.35,0.76,14.83,18.73,83.3,2.575,0.1595,1
1.73,397.2,9.64,1.4,16.04,20.51,78.48,2.5375,0.1589,0.7
4.73,283.95,26.91,11.7,12.6,22.89,62.3,2.5,0.1611,0
1.79,321.07,10.53,1.56,11.22,20.93,73.31,2.25,0.1586,2.9
1.41,250.94,8.13,0.9,13.32,22.08,90.6,2,0.2209,20.1
2.21,208.02,12.83,0.97,12.65,22.33,81.53,1.75,0.2798,0.3
2.57,310.03,14.86,2.1,12.12,22.45,79.43,1.5,0.2637,14.7
1.26,300.89,7.45,1.86,13.03,20.4,90.79,1.25,0.3203,0.6
2.69,307.14,15.96,5.78,9.23,20.72,81.04,1,0.3043,0.6
3.49,331.2,20.44,8.36,7.24,23.37,68.88,0.75,0.2906,0
3.04,177.27,16.55,4.01,14.03,23.29,76.76,0.5,0.2783,0
4.18,158.95,23.09,10.1,12.39,26.71,71.17,0.725,0.2535,0
3.88,176.4,21.06,7.95,11.58,27.68,74.87,0.95,0.2526,8
4.29,276.64,22.99,9.87,15.68,27.58,79.59,1.175,0.2532,0
3.29,196.88,18.14,4.13,13.71,26.53,74.35,1.4,0.2531,0
4.8,160.77,27,12.75,11.49,24.62,66.48,1.625,0.2522,0
3.37,184.37,18.69,4.07,14.94,26.89,74.12,1.85,0.2506,0
2.38,322.56,13.52,1.81,14.64,22.16,77.43,2.075,0.2483,16.2
1.51,321.88,9.07,3.7,9.44,18.38,86.89,2.3,0.2453,30.7
3.44,94.73,20.76,7.16,7.42,20.88,72.04,2.2625,0.2417,0
2.27,263.82,14.39,5.32,8.91,19.69,79.88,2.225,0.2375,4.4
2.85,220.34,16.86,4.73,9.67,21.45,72.17,2.1875,0.2329,0.2
1.64,256.23,9.2,0.67,15.77,22.63,85.02,2.15,0.2278,6.3
4.87,186.05,27.34,11.69,13.42,23.87,71.85,2.1125,0.2224,0
4.93,318.98,27.6,12.15,11.89,26.57,65.69,2.075,0.2168,0
3.63,296.17,18.89,7.62,17.72,30.53,68.82,2.0375,0.2112,8.2
2.88,319.8,15.93,4.28,13.1,25.74,79.93,2,0.2057,0.8
4.74,213.79,26.76,13.15,10.74,23.98,62.66,2.025,0.2003,0
3.62,232.92,19.8,5.67,14.96,26.36,71.96,2.05,0.1953,10
2.69,323.88,15.99,5.73,13.5,20.37,86.23,2.075,0.1907,16.5
2.65,186.31,15.62,4.79,13.21,20.4,84.47,2.1,0.1866,4.5
1.92,353.12,11.31,2.24,13.58,19.71,89.06,2.125,0.1831,7.4
3.68,279.65,20.67,8.54,13.73,23.47,77.2,2.15,0.1802,0.5
2.86,347.42,16.25,4.62,13.73,21.43,74.94,2.175,0.178,0
2.26,425.87,13.21,4.31,13.2,21,78.71,2.2,0.1765,1.5
1.93,374.37,10.7,1.34,15.9,23.31,76.15,2.3125,0.1757,0
3.17,392.14,17.56,8.14,13.64,25.15,75.71,2.425,0.1756,1
3.73,209.18,21.12,8.85,11.91,24.04,72.38,2.5375,0.1761,0
2.16,119.58,12.13,2.77,13.31,23.3,76.56,2.65,0.1773,0
2.37,235.01,13.5,2.09,14.13,23.42,78.84,2.7625,0.1791,3.2
2.89,499.77,16.1,7.19,16.17,23.37,72.9,2.875,0.1814,0.6
2.37,452.48,13.69,4.32,12.09,22.17,71.93,2.9875,0.1841,0.5
1.81,235.54,10.85,2.85,9.71,20.14,85.23,3.1,0.1872,2.3626
3.47,197.39,20.79,10.54,8.05,22.26,75.46,3.2,0.1905,0.1
4.09,163.12,23.68,12.58,8.14,23.97,70.03,3.3,0.194,0
0.93,230.48,5.45,0.01,13.04,19.7,87.95,3.4,0.2096,3.8
3.16,299.51,18.25,7.11,12.16,22.12,77.45,3.5,0.2105,0
1.09,134.46,6.55,1.09,11.91,19.2,87.95,3.6,0.2093,8.8
2.26,178.12,13.27,2.75,13.4,20.4,78.25,3.7,0.2545,2.8
1.5,333.35,8.83,2.1,12.64,21.51,88.8,3.8,0.252,1.3
2.78,179.08,16.32,5.9,10.27,22.29,81.3,3.9,0.2556,0
3.85,200.49,21.64,10.74,10.91,25.49,74.93,3.875,0.2535,0
1.59,168.71,8.98,2.49,13.63,25.11,87.62,3.85,0.2501,4.2
2.89,123.59,16.52,4.99,12.23,23.84,83.3,3.825,0.2586,0
1,309.73,5.89,0.7,12.1,20.75,89.18,3.8,0.2633,1.3
1.75,306.94,9.12,2,10.79,21.22,87.45,3.775,0.2753,7
2.34,402.65,14.19,6.41,11.76,19.52,80.38,3.75,0.2954,1.5
2.52,319,15.14,6.48,11.36,20.41,78.72,3.725,0.2859,0
3.08,127.56,18.17,8.66,9.32,22.36,77.22,3.7,0.2829,0
3.37,187.5,19.2,9.46,12.09,24.16,71.3,3.65,0.2788,0
3.51,262.27,19.35,9.52,12.3,26.64,69.19,3.6,0.2755,0
2.39,282.42,13.64,5.26,11.59,23.59,78.1,3.55,0.2701,0
3.04,130.04,17.31,8.33,9.71,23.99,74.56,3.5,0.2611,0
3,141.03,16.69,6.54,12.04,25.83,72.36,3.45,0.2522,0
3.42,112.38,19.39,10.25,12.18,25.05,72.71,3.4,0.239,0
3.41,102.76,18.96,10.16,10.8,27.66,74.07,3.35,0.2299,0
3.62,153.78,18.93,10.36,12.93,30.52,73.35,3.3,0.2267,4.4
1.59,255.45,9.03,0.84,14.24,24.03,89.33,2.9875,0.2348,21.1
2.01,229.52,12.27,5.02,10.5,19.73,83.12,2.675,0.2601,0.4
2.21,122.27,13.33,5.9,9.44,20.06,81.55,2.3625,0.2728,5.7
2.6,148.03,16.1,8.21,8.12,20.06,78.51,2.05,0.3166,0
2.64,111.41,16.39,8.78,6.45,20.68,77.9,1.7375,0.2932,0
2.38,206.87,14.22,5.39,9.04,22.38,77.42,1.425,0.2886,0
1.65,232.56,9.16,1.91,15.83,23.41,84.1,1.1125,0.2892,8
1.72,401.03,10.21,3.44,12.84,19.78,79.66,0.8,0.3137,0.2
1.6,344.75,9.42,2.77,11.23,18.71,79.44,0.9125,0.3035,0.5
0.5,506.29,2.82,0,13.7,16.02,90.81,1.025,0.311,11.3
1.67,275.26,10.56,4.17,9.16,17.92,89.44,1.1375,0.351,2
2.22,474.82,13.9,8.02,7.85,18.25,80.58,1.25,0.3547,1.6
1.77,638.99,10.78,5.67,12.22,18.55,78.91,1.3625,0.3474,3.3
2.25,472.99,13.95,9.12,11.52,17.99,79.42,1.475,0.3331,8.5
1.94,719.23,12.05,5.86,11.07,18.63,78.5,1.5875,0.3404,14.3
1.11,486.64,7.53,2.2,9.13,14.52,91.61,1.7,0.3447,14.4
1.72,298.36,11.41,5.52,7.31,16.19,88.45,1.75,0.3448,2.1
1.47,210.18,9.84,4.11,6.91,14.79,90.07,1.8,0.344,0
2.05,123.43,13.62,7.39,4.97,16.96,85.1,1.85,0.3376,0.8
1.2,237.65,7.95,2.58,8,15.64,91.83,1.9,0.3349,11.9
1.38,155.19,8.94,3.42,8.03,16.38,91.39,1.95,0.3436,0
1.66,232.28,10.72,4.86,7.91,17.59,85,2,0.3346,0
2.12,195.58,13.5,9.97,8.31,18.91,80,2.05,0.3292,0
1.6,128.14,10.11,4.25,6.28,19.91,85.86,2.1,0.3257,0.3
2.07,86.73,13.67,7.93,5.41,18.32,85.09,1.9625,0.3241,0
2.11,159.41,13.37,8.67,5.44,19.87,86.04,1.825,0.3218,0
1.39,202.62,8.74,2.83,8.69,18.72,89.12,1.6875,0.3201,0
1.31,193.63,8.19,3.06,9.17,18.06,92.86,1.55,0.3284,0
1.97,190.45,11.91,7.17,7.79,21.22,83.39,1.4125,0.3391,2.5
1.29,196.01,7.33,2.28,12.65,20.67,89.9,1.275,0.3424,2
1.87,213.33,10.57,5.43,13.05,23.12,88.25,1.1375,0.3489,10.1
0.46,160.1,2.94,0.81,8.29,16.2,95.82,1,0.3491,6.5
1.52,402.71,9.37,4.51,9.01,18.59,78.09,1.1125,0.3495,0.6
1.34,530.32,8.07,3.73,12.66,18.83,78.49,1.225,0.3481,1.1
1.55,370.44,9.81,6.77,10.24,16.01,80.6,1.3375,0.3466,0.6
0.93,475.35,5.93,0.86,9.89,14.61,76.8,1.45,0.3448,9.6
1.2,568.65,7.66,5.28,7.07,15.65,83.2,1.5625,0.3461,3
1.45,361.51,9.51,6.09,6.58,14.82,86.6,1.675,0.3481,2.7
0.33,473.91,2.13,0,9.42,12.83,90.11,1.7875,0.3481,10.4
0.95,206.3,6.28,3.67,6.83,14.95,89.54,1.9,0.3483,0.5
0.59,209.81,3.67,0.1,5.95,14.53,93.14,1.8375,0.3484,1.8
0.76,390.01,4.57,1.61,12.14,15.86,88.82,1.775,0.3483,0.6
0.6,518.68,3.69,0.06,13.13,15.91,79.13,1.7125,0.3479,0.6
1.23,386.58,7.76,4.75,8.95,16.06,80.39,1.65,0.3474,0.1
1.23,301.77,7.48,4.29,8.77,19.56,86.99,1.5875,0.3465,0
1.75,244.16,10.47,9.18,10.62,21.17,88.34,1.525,0.3457,0
1.74,248.81,10.33,9.42,9.28,22.93,81.26,1.4625,0.3451,0
1.64,276.64,9.15,8,13.72,24.52,77.02,1.4,0.3443,0
0.77,208.06,4.79,0.34,9.68,16.87,87.29,1.375,0.3432,0
1.37,143.17,8.49,6.69,9.98,19.45,89.28,1.35,0.3426,0
1.4,241.75,8.44,8.43,10.02,20.9,80.72,1.325,0.34,0.6
0.67,524.19,4.25,2.25,10.11,17.07,79.24,1.3,0.342,1.4
0.87,421.73,5.41,4.5,9.51,17.86,78.56,1.275,0.3424,6.1
0.62,516.66,4.2,1.68,9.14,12.4,88.25,1.25,0.3495,4.6
0.86,374.44,5.59,4.16,8.52,15.63,84.56,1.225,0.3556,0.9
0.3,397.96,1.8,0,12.62,16.68,94.83,1.2,0.3557,0.3
0.39,367.17,2.41,1.08,10.03,16.48,90.91,1.3875,0.3557,0.3
0.71,249.35,4.51,1.96,11.28,16.81,91.59,1.575,0.3554,0
1.06,311.16,7.02,7.12,8.01,14.42,80.88,1.7625,0.3508,0
0.38,538.42,2.6,0,7.76,14.55,86.97,1.95,0.3491,7.9
0.91,518.71,6.27,6.04,5.13,14.41,76.37,2.1375,0.3543,0.3
0.95,215.33,7.12,7.42,3.29,11.76,82.41,2.325,0.3552,0
0.39,341.38,2.51,0,6.59,10.86,85.48,2.5125,0.3545,0.1
0.71,329.09,4.79,3.31,9.05,13.92,81.99,2.7,0.3514,0
0.52,251.23,3.54,1.89,4.95,12.91,89.11,2.375,0.3501,1
0.49,170.71,3.47,1.7,4.74,12.67,94.58,2.05,0.3512,0
0.77,302.4,5.18,4.29,5.15,14.73,90.11,1.725,0.3516,7.3
0.64,231.74,4.65,4.15,1.87,11.32,90.36,1.4,0.3562,1.1
0.9,119.97,6.42,7.12,-0.55,10.69,89.26,1.075,0.3579,0
0.63,121.6,5.78,6.53,-2.02,8.27,93.04,0.75,0.358,0.1
0.17,153.65,1.31,0,3.91,7.49,95.95,0.425,0.3574,0
0.49,315.85,3.39,1.7,5.68,9.95,90.74,0.1,0.3543,0.2
0.36,459.77,2.7,2.38,3.53,11.65,86.67,0.375,0.3526,1.7
0.25,299.34,2.06,0.72,2.8,8.51,92.67,0.65,0.3547,1.3
0.38,233.3,2.83,2.19,2.17,6.29,93.64,0.925,0.3585,2.4
0.72,242.09,5.69,7.07,-0.28,9.94,87.69,1.2,0.3595,0
0.38,361.3,2.89,0.72,-0.2,8.96,89.74,1.475,0.3592,0.4
0.19,242.91,1.36,0,7.69,9.47,97.02,1.75,0.3585,0.4
0.16,262.66,1.12,0.13,7.41,9.93,96.7,2.025,0.3584,1.8
0.6,151.95,4.85,5.69,0.22,10.27,86.89,2.3,0.3591,0.2
0.39,394.06,2.83,1.07,2.78,8.35,86.85,2.225,0.359,3.8
0.6,355.41,4.39,5.35,1.83,9.3,86.21,2.15,0.36,2.3
0.1,413.48,0.79,0,3.94,11.31,93.86,2.075,0.3605,12.5
0.1,465.18,0.65,0,9.82,12.03,92.68,2,0.3605,3.8
0.58,563.01,3.94,4.18,9.42,13.13,74.87,1.925,0.3605,0
0.29,595.65,1.82,1.51,6.63,15,72.34,1.85,0.3607,10
0.3,184.97,2.25,1.68,3.83,9.32,92.66,1.775,0.3613,3.4
0.38,243.68,3.14,1.9,-0.25,6.81,91.05,1.7,0.362,0.6
0.34,428.53,2.86,2.57,1.93,6.96,87.21,1.5,0.3626,0.9
0.1,555.54,0.69,0.02,3.24,8.29,91.79,1.3,0.3626,13.4
0.45,368.77,3.08,3.19,-0.09,7.44,91.1,1.1,0.3627,0.6
0.18,167.42,1.33,0,-1.16,3.05,96.27,0.9,0.3632,0.3
0.26,198.23,2.25,1.08,0.05,5.03,94.37,0.7,0.363,0
0.22,159.96,2,1.31,-3.33,3.89,94.61,0.5,0.3631,0
0.1,203.65,1.11,0,-2.36,-0.31,98.26,0.3,0.3631,1.1
0.11,337.06,0.82,0,-0.6,4.52,97.11,0.1,0.3629,2.2
0.26,279.8,2.08,1.83,2.4,9.15,93.6,0.3125,0.3632,0.1
0.1,364.23,0.77,0,3.23,7.35,87.39,0.525,0.3632,0
0.17,449.9,1.23,0,6.34,8.61,79.84,0.7375,0.3627,0
0.1,652.44,0.84,0.49,3.55,7.01,83.98,0.95,0.3625,8.1
0.09,445.48,1.31,1.19,-0.03,4.96,89.42,1.1625,0.3638,20.6
0.2,482,1.75,1.27,-0.08,2.84,90.22,1.375,0.3642,8.4
0.09,547.42,0.58,0,-0.12,5.3,91.25,1.5875,0.3642,15.9
0.09,398.03,0.61,0,-2.49,1.23,93.17,1.8,0.3643,10.1
0.3,387.48,2.6,2.9,0.23,2.29,92.3,1.6125,0.3646,1.7
0.1,597.56,0.57,0.04,0.5,6.73,90.03,1.425,0.3648,12.4
0.17,472.35,1.52,1.07,0.73,5.21,89.01,1.2375,0.3644,4.1
0.14,224.12,1.21,0.41,0.93,4.84,90.83,1.05,0.3646,0.3
0.36,238.83,3.07,4.35,-0.82,5.89,92.76,0.8625,0.3651,2.7
0.48,321.26,3.85,5.31,-2.04,4.83,94.26,0.675,0.3655,10
0.16,264.99,1.29,0.19,1.26,7.12,93.56,0.4875,0.3648,0
0.19,214.19,1.53,0.24,2.43,7.05,94.82,0.3,0.3648,0.4
0.1,183.57,0.94,0.06,5.08,8.11,97.49,0.475,0.3646,1.1
0.11,200.35,0.88,0.02,6.83,9.53,98.23,0.65,0.3643,2.7
0.13,140.97,0.85,0.1,7.74,9.52,98.06,0.825,0.3642,0.7
0.1,502.38,0.53,0,7.94,9.46,91.53,1,0.3641,0
0.11,585.92,0.76,0.15,7.94,9.93,88.49,1.175,0.364,0
0.1,573.4,0.79,0,4.01,8.73,83.81,1.35,0.3636,1.3
0.28,582.73,2.12,2.03,3.87,7.47,81.34,1.525,0.3637,1.7
0.19,392.22,1.42,0.77,2.26,6.74,85.43,1.7,0.3641,2.9
0.35,423.57,3.16,4.16,0.91,5.06,82.18,2.34,0.3648,0
0.18,498.99,1.45,1.37,-0.97,5.94,88.42,2.98,0.3651,10.7
0.14,575.13,1,0.16,3.41,12.4,85.06,3.62,0.3653,8.9
0.18,614.46,1.05,0.16,8.45,14.13,87.18,4.26,0.3655,6.8
0.3,513.43,2.31,1.89,4.83,8.88,85.04,4.9,0.3657,10.8
0.22,448.47,1.69,0.47,4.3,8.49,88.97,4.575,0.3657,14.9
0.1,873.35,0.89,0.35,6.27,11.28,77.66,4.25,0.3656,2.9
0.13,568.2,0.93,0.01,6.27,11.11,83.83,3.925,0.3657,3.5
0.24,430.23,1.85,0.68,3.98,8.98,86.09,3.6,0.3657,4.8
0.2,265.34,1.63,0.32,0.56,6.02,91.98,3.275,0.3662,0.2
0.38,575.81,3.45,4.77,-0.27,3.07,80.62,2.95,0.3666,0
0.32,508.45,3.19,4.3,0.11,4.26,79.55,2.625,0.366,0
0.21,263.31,1.95,0.61,0.61,6.28,89.82,2.3,0.3653,0.3
0.18,248.43,1.45,0,5.67,8.38,90.06,2.2,0.3655,3.1
0.2,127.58,1.47,0.68,2.32,7.82,97.15,2.1,0.3664,0.1
0.1,112.6,0.87,0.1,3.67,5.24,95.93,2,0.3656,0
0.17,252.51,1.27,0.18,2.36,6.27,87.55,1.9,0.3647,0
0.45,344,3.87,5.72,1.08,5.2,80.74,1.8,0.3649,0
0.1,603.27,0.94,0,0.86,7.58,86.78,1.7,0.3654,9
0.32,512.45,2.81,2.19,1.97,6.86,82.59,1.6,0.3661,6.6
0.28,528.18,2.22,1.79,1.12,5.34,81.23,1.5,0.3667,6.4
0.21,666.76,1.59,0.42,0.57,10.5,84.12,1.3875,0.3664,8.6
0.41,344.03,3.58,3.72,0.98,5.51,88.08,1.275,0.3667,2.9
0.14,248.9,1.32,0.13,0.56,3.56,94.36,1.1625,0.3667,2.3
0.49,262.79,4.53,5.09,0.09,6.02,88.52,1.05,0.3668,2.8
0.39,331.77,2.75,0.88,1.76,8.38,90.29,0.9375,0.3664,0
0.37,471.26,2.66,0.98,5.26,11.04,86.1,0.825,0.3659,0.6
0.28,683.91,1.56,0.41,7.77,14.02,82.33,0.7125,0.3652,1.7
0.26,327.67,2.03,0.04,5.62,9.2,89.79,0.6,0.3656,0
0.36,142.65,2.72,1.11,1.46,7.3,95.16,0.6625,0.3669,0
0.45,414.38,3.4,3.45,2.78,7.24,85.55,0.725,0.3647,1.8
0.37,568.84,2.6,1,5.76,11.06,90.59,0.7875,0.3621,0
0.17,595.97,1.25,0.02,2.53,10.67,85.04,0.85,0.3609,4.8
0.58,252.16,4.61,5.6,0.29,6.98,91.35,0.9125,0.3627,3.6
0.1,546.63,0.8,0.05,1.74,9.58,90.87,0.975,0.363,10.4
0.28,440.09,2.28,1.75,0.65,4.85,87.97,1.0375,0.3709,5.8
0.39,309.42,3.22,1.98,0.87,6.44,89.06,1.1,0.3698,0.9
0.44,239.95,3.58,1.37,-0.97,5.32,91.53,1.125,0.3691,0.4
0.34,383.91,3.29,2.02,-0.62,2.54,81.29,1.15,0.369,0.6
0.69,386.15,6.48,6.33,-2.65,3.67,81.33,1.175,0.3683,0
0.52,310.72,5.31,4.52,-4.53,0.8,79.49,1.2,0.3645,0
0.77,198.87,8.2,8.34,-6.64,1.72,75.12,1.225,0.3611,0
0.76,184.34,7.96,7.08,-8.14,3.63,80.26,1.25,0.35,0
0.56,383.5,5.25,4.33,-2.62,2.55,78.63,1.275,0.3244,0.6
0.42,314.89,3.6,2.57,0.64,6.29,86.74,1.3,0.3522,4.4
0.6,567.2,4.39,3,0.72,7.51,84.47,1.2625,0.3644,2.4
0.79,375.07,7.01,6.84,-1.23,5.82,79.63,1.225,0.3627,0
1,379.24,8.86,8.71,-1.65,6.32,71.73,1.1875,0.3617,0
1.04,416.94,9.18,8.85,-2.63,5.7,62.56,1.15,0.3586,5
0.24,389.96,1.94,0.67,-0.66,8.62,91.82,1.1125,0.3603,0.8
1.04,238.7,9.03,8.67,-2.97,8.42,84.05,1.075,0.3617,0
0.71,168.62,6.35,4.85,-4.69,6.55,83.04,1.0375,0.3612,0
1.03,195.4,9.34,8.54,-4.7,7.35,82.55,1,0.3575,0
0.5,172.14,4.26,1.43,-2.46,3.98,82.48,1.0125,0.3569,0
0.67,203.31,6.3,4.24,-4.38,5.17,80.63,1.025,0.3581,0
1.06,266.71,9.97,9.15,-4.37,4.65,76.1,1.0375,0.3593,0
1.16,391.98,10.67,9.35,-3.43,4.97,71.16,1.05,0.3553,0
1.14,455.52,10.92,8.84,-3.49,3.38,69.36,1.0625,0.3533,0
1.09,567.59,10.55,9.23,-4.17,3.58,55.47,1.075,0.336,0
1.14,508.35,11.68,9.64,-5.19,1.12,54.69,1.0875,0.2635,0
0.75,450.29,8.24,6,-5.82,0.07,68.74,1.1,0.2203,0
0.94,334.28,11.23,8.88,-8.32,0.16,69.49,0.975,0.2049,0
0.83,583.1,10.25,8.36,-9.78,-3.36,63.94,0.85,0.1963,0
0.8,811.5,9.03,6.44,-8,-0.01,47.2,0.725,0.1914,0
0.68,665.97,7.32,3.96,-7.32,-0.21,54.67,0.6,0.1926,1.9
0.64,409.7,6.25,2.74,-4.21,1.31,73.81,0.475,0.2017,0
1.13,354.11,8.82,3.7,-1.35,11.12,78.55,0.35,0.2341,1.5
1.45,330.45,10.69,8.34,1.93,12.13,78.2,0.225,0.3514,0
0.97,201.71,7.45,2.6,-0.87,11.56,81.05,0.1,0.3487,0
0.77,236.73,6.19,1.84,-0.96,10.23,88.12,0.2125,0.3481,1.9
0.57,505.77,4.46,2.97,1.5,8.22,84.71,0.325,0.3547,2.7
1.2,289.11,9.28,4.92,1.36,10.63,83.1,0.4375,0.3577,6.3
0.96,331.33,6.47,0.65,7.01,15.58,86.29,0.55,0.3588,1.3
0.81,291.52,5.39,2.08,6.08,15.29,86.47,0.6625,0.3565,0.5
1.13,305.32,7.76,3.62,6.81,14.9,83.29,0.775,0.355,6.7
0.29,361.77,2.27,0.05,3.99,9.01,92.68,0.8875,0.3604,3.2
1.69,270.73,12.97,8.22,-0.54,11.16,80.08,1,0.3599,0
1.07,480.36,7.95,4,3.14,11.24,72.29,0.9875,0.3571,4.4
0.31,456.06,2.43,0.09,-0.05,6.57,89.56,0.975,0.3608,0.8
0.47,792.2,4.83,0.09,-2.93,-0.13,65.63,0.9625,0.3609,0
0.63,691.68,7.2,2.55,-3.24,0.72,49.31,0.95,0.3582,0
1.7,457.47,16.73,10.55,-4.86,4.5,45.14,0.9375,0.3528,0
1.99,406.27,16.87,10.08,-4.01,9.11,62.12,0.925,0.3514,0
1.06,236.42,9.03,3.7,-2.92,7.62,77.68,0.9125,0.352,2.2
0.61,351.12,4.62,1.12,2.99,9.88,87.54,0.9,0.353,0.9
0.64,360.9,4.83,0.23,4.62,7.33,80.85,0.9625,0.3535,0
1.71,203.05,12.96,6.2,0.85,12.44,70.76,1.025,0.3518,0
1.73,182.06,13.37,6.96,-2.18,13.47,72.64,1.0875,0.3499,0
1.48,167.16,11.75,4.49,-0.14,11.43,83.35,1.15,0.3483,0
0.92,278.72,7.09,1.99,-0.23,10.65,84.64,1.2125,0.3482,3.8
0.45,295.5,3.43,0.04,2.89,8.7,92.02,1.275,0.3545,12.1
1.59,305.69,12.07,5.63,3.17,10.32,76.99,1.3375,0.3572,2.3
2.12,357.46,15.02,6.82,4.8,14.17,71.56,1.4,0.3596,3
