"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.2384,2,269.96,11.27,0.87,14.81,22.28,66.88,1.475,0.1
0.2358,4.13,318.79,22.76,10.51,14.14,26.09,58.88,1.3125,0
0.2293,4.62,446.51,26.09,14.02,13.56,25.22,51.06,1.15,0
0.2209,4.38,445.12,25.89,13.04,8.83,23.76,57.62,0.9875,0
0.2119,2.42,433.39,17.16,5.81,5.2,13.15,65.83,0.825,0
0.2066,2.7,379.73,19.38,8.1,4.05,13.19,66.6,0.6625,0
0.2015,1.98,239.26,13.72,3.2,2.68,13.14,72.45,0.5,0
0.197,2.09,262.07,13.59,4.43,6.78,18.93,68.29,0.45,0
0.1909,2.24,298.62,14,3.47,7.6,20.01,74.63,0.4,4.6
0.1891,2.58,226.76,16.37,4.05,8.86,18.64,80.45,0.35,0.3
0.19,1.36,367.9,8.33,1.14,9.58,17.85,83.11,0.3,4.1
0.1945,3.52,387.68,20.06,6.04,11.37,23.86,70.27,0.25,1.8
0.216,1.27,262.53,7.38,0.37,14.37,18.89,85.06,0.2,20.2
0.3132,0.8,408.91,5.18,0.05,10.57,14.31,93.41,0.15,9.4
0.2973,1.82,327.53,12.03,0.86,9.77,14.82,77.86,0.1,0.2
0.2832,1.45,148.98,9.44,2.03,7.73,15.74,84.52,0.3,0
0.2766,3.9,177.98,24.02,9.45,6,21.21,73.82,0.5,0
0.2685,3.33,280.2,19.07,6.3,12.11,20.96,78.33,0.7,2.4
0.2727,3.83,193.17,21.84,6.86,12.32,24.19,77.8,0.9,0
0.2655,1.42,300.43,8.25,1.2,13.42,20.27,85.83,1.1,15.4
0.3414,0.96,361.35,5.56,0.16,15.31,20,93.61,1.3,58.9
0.3751,2.69,224.25,15.45,5.13,13.26,22.04,79.36,1.5,0.5
0.35,2.08,293.28,11.64,3.71,12.98,24.77,85.49,1.7,2.3
0.3395,2.63,389.49,14.98,2.48,14.21,22.62,85.72,1.6875,0.2
0.3258,2.54,191.28,14.56,3.94,14.15,22.31,89.26,1.675,1.3
0.3158,3.76,218.21,20.67,7.53,13.78,26.69,80.3,1.6625,0
0.3033,5.12,252.42,27.65,13.7,13.77,27.91,69.78,1.65,0
0.2938,4.93,231.58,26.86,13.5,12.53,27.01,72.26,1.6375,0
0.2872,4.09,228.8,22.19,7.6,15.02,26.67,74.97,1.625,0
0.2802,4.23,269.58,24.72,9.94,11.81,22.94,77.63,1.6125,0
0.2724,4.89,248.74,29.21,13.31,9.35,21.62,64.98,1.6,0
0.2648,4.12,154.42,24.26,8.29,8.43,22.42,67.48,1.4875,0
0.261,3.03,190.95,17.31,3.75,13.07,21.89,72.25,1.375,0
0.2704,2.11,139.96,12.32,1.2,14.5,21.89,86.22,1.2625,23
0.3233,1.98,283.81,11.89,1.93,13.83,19.81,91.03,1.15,13.4
0.3087,2.35,293,14.09,3.93,12.68,20.69,85.93,1.0375,6
0.3206,2.51,181.49,15.31,4,11.1,19.18,87.6,0.925,14.5
0.3192,3.39,160.36,20.38,7.14,7.92,21.31,80.29,0.8125,9.7
0.3243,2.07,190.45,12.53,2.1,12.57,19.57,87.9,0.7,13.9
0.3183,2.35,304.48,14.49,3.37,12.24,18.47,85.26,0.6875,2.4
0.3055,3.38,232.06,20.39,6.25,11.67,19.14,73.36,0.675,0.3
0.3095,1.07,446.65,6.4,0.34,13.11,18.38,87.18,0.6625,17.1
0.3162,1.94,245.44,11.11,0.77,15.42,20.88,92.5,0.65,2.9
0.32,4.13,232.13,22.42,9.82,15.17,25.45,79.18,0.6375,0
0.3117,4.15,207.67,21.14,7.36,18.62,30.95,79.17,0.625,11.6
0.3342,2.73,229.18,14.84,3.79,14.52,23.36,83.72,0.6125,0
0.3281,1.36,180.65,8.27,1.72,10.75,18.66,88.78,0.6,8.8
0.3296,2.81,315.04,18.19,7.51,11.01,19.46,85.52,0.7875,4
0.3296,1.47,322.16,8.86,2.59,10.98,17.5,89.4,0.975,6.4
0.3297,3.42,217.52,19.83,5.53,10.49,22.73,75.34,1.1625,7.9
0.3394,2.99,406.72,17.58,4.36,13.33,20.98,78.17,1.35,2.7
0.3333,1.63,379.52,9.54,1.15,14.34,19.53,87.3,1.5375,4.4
0.3475,1.48,437.74,8.49,0.25,14.65,20.76,87.77,1.725,10.3
0.3483,3.44,430.39,20.9,7.86,9.55,19.08,76.23,1.9125,1.8
0.3378,3.41,296.04,20.5,8.48,10.01,20.53,74.66,2.1,0
0.3295,3.56,141.43,20.72,9.68,9.66,22.6,77.07,1.925,0
0.3241,2.1,414.16,12.6,4.4,10.1,20.45,82.51,1.75,1.7
0.3188,3.94,255.93,23.82,11.26,8.56,20.34,75.26,1.575,0
0.31,3.68,185.89,21.45,7.3,7.1,22.41,73.06,1.4,0
0.305,2.2,329.59,12.55,2.82,14.49,21.57,77.08,1.225,0
0.2987,3.41,288.55,18.8,4.17,14.55,24.51,76.37,1.05,0
0.2907,4.54,337.02,24.03,9.78,15.19,29.3,70.29,0.875,0
0.2825,3.13,512.04,17.51,6.84,15.45,23.1,67.42,0.7,0
0.278,3.7,298.25,21.73,7.38,12.5,23.13,77.34,0.8625,0
0.2777,2.19,240.56,13.56,4.53,10.1,18.73,83.42,1.025,4.6
0.2756,3.2,309.05,19.62,7.66,7.53,19.85,74.33,1.1875,0
0.2702,3.37,249.38,19.61,9.37,9.03,21.67,72.35,1.35,0
0.2651,2.23,290.77,12.43,2.6,14.51,24.03,79.62,1.5125,0
0.2633,2.49,253.69,13.95,5.45,13.66,24.56,81.81,1.675,0.4
0.2584,4.55,166.34,24.39,11.52,12.47,27.82,72.25,1.8375,0
0.2498,5.18,175.17,26.69,14.79,12.88,30.5,61.22,2,0
0.2426,4.71,282.31,23.78,11.23,17.89,34.61,63.02,2.0375,0.8
0.2365,4.52,216.1,23.96,10.61,16.01,28,73.54,2.075,13
0.2648,3.07,185.43,16.6,5.55,17.3,26.04,82.51,2.1125,0
0.2735,3.35,221.79,17.93,5.82,17.78,26.57,83.36,2.15,0.3
0.2626,2.81,136.2,15.38,5.3,16.21,26.4,82.78,2.1875,0
0.2553,2.4,230.31,13.2,3.05,14.15,24.37,81.41,2.225,0
0.2492,3.31,134.81,18.65,6.35,11.06,24.45,74.11,2.2625,0
0.2424,2.8,318.38,15.69,4.5,14.16,22.53,79.73,2.3,1.4
0.2469,2.52,242.28,14.07,3.37,15.79,24.12,83.83,2.375,6.5
0.2783,2.37,331.42,13.48,3.18,15.23,22.98,82.37,2.45,1.4
0.2807,1.78,224.09,10.12,1.62,14.07,22.3,87.52,2.525,0.9
0.2874,2.63,229.89,15.33,5.49,11.75,20.9,81.28,2.6,1.2
0.2972,2.71,231.82,15.9,5.43,11.48,21.7,80.03,2.675,6.8
0.3064,1.04,296.11,6.11,0.03,13.4,18.36,96.04,2.75,10.6
0.3357,0.8,463.52,4.58,0.68,15.61,19.62,93.51,2.825,14.3
0.3264,2.24,413.34,13,4.11,12.65,20.95,81.17,2.9,2.3
0.3105,3.17,284.6,18.49,8.12,11.29,23.04,80.52,2.775,0.5
0.2953,2.7,271.99,15.82,6.48,9.71,23.12,83.29,2.65,0.1
0.2835,2.71,382.06,15.25,5.77,9.8,23.78,78.26,2.525,0
0.2757,2.78,392.71,16.12,6.35,12.35,21.84,74.04,2.4,0.8
0.2714,2.45,250.45,15.37,6.66,9.89,18.99,79.93,2.275,3
0.2856,2.93,229.35,18.82,8.6,7.05,17.55,79,2.15,0.5
0.2921,0.95,367.86,5.99,0.3,5.83,15.87,92.9,2.025,7.9
0.3143,2.35,334.58,13.12,4.06,15.11,23.1,86.76,1.9,0
0.2964,2.37,299.45,13.51,4.13,13.53,22.72,83.54,1.9,0
0.2836,2.6,158.72,15.15,4.06,11.35,22.65,75.85,1.9,0
0.2722,4.04,223.37,23.31,12.13,10.51,22.17,73.81,1.9,0
0.2607,3.73,290.86,21.83,11.4,10.57,22.37,74.82,1.9,0
0.2509,4.19,299.27,24.11,13.2,10.81,24.5,65.35,1.9,0
0.2419,4.11,219.01,23.46,12.78,9.33,25.05,67.88,1.9,0
0.2354,2.61,238.62,14.69,5.43,10.74,26.09,76.65,1.9,1.7
0.2316,2.99,375.3,16.87,7.44,14.79,23.92,73.14,1.9,0
0.2393,1.67,449.7,9.84,3.52,14.02,19.56,84.77,1.8875,9.6
0.2718,1.56,323.79,8.97,3.56,12.22,23.01,86.54,1.875,0.1
0.2685,4.02,153.1,21.81,12.8,11.77,28.04,70.79,1.8625,0
0.2585,4.22,204.97,21.73,12.89,15.8,31.48,66.99,1.85,0
0.2487,4.21,183.44,21.48,12.81,16.73,32.49,68.81,1.8375,0
0.2407,3.71,232.65,19.25,10.87,17.37,29.15,74.56,1.825,0
0.2329,3.4,318.92,17.74,8.02,16.48,28.86,75.31,1.8125,0
0.2249,3.01,335.5,16.2,8.73,14.63,26.62,73.87,1.8,0
0.2177,2.46,231.25,14.39,5.57,10.11,22.34,80.49,1.7625,0
0.2139,3.45,106.28,20.22,12.47,7.67,24.13,73.28,1.725,0
0.2069,3.44,166.22,19.6,11.71,9.99,25.93,71.49,1.6875,0
0.1986,2.51,200.67,14.58,7.18,10.88,24.05,82.78,1.65,0
0.1895,2.55,271.82,14.81,5.42,9.75,22.94,78.9,1.6125,2
0.1847,2.49,279.88,14.19,5.89,13.15,23.38,78.7,1.575,0.6
0.1822,1.75,473.59,9.94,3.65,14.3,23.04,82.4,1.5375,2.3
0.1794,2.6,207.23,14.95,8.21,12.1,23.26,81.86,1.5,0
0.174,2.81,144.83,15.93,9.92,11.12,25.87,81.01,1.4625,0
0.1656,3.4,170.47,18.87,11.84,12,26.88,71.35,1.425,0
0.1562,3.28,256.65,17.92,12.02,12.56,28.16,72.1,1.3875,0
0.1488,2.75,183.92,16.11,9.09,11.19,23.6,80.84,1.35,0
0.1429,3.06,177.02,17.46,11.06,9.31,26.16,71.03,1.3125,0
0.1395,1.37,156.05,7.85,1.47,14.17,23.15,85.33,1.275,0
0.1373,3.16,131.33,16.98,11.37,13.76,29.61,72.67,1.2375,0
0.1329,3.19,205.2,16.43,11.49,15.97,32.46,66.4,1.2,0
0.1277,3.17,212.96,16.35,11.42,16.79,32.39,63.58,1.15,0
0.1224,2.91,315.71,15.28,9.16,15.65,30.3,64.94,1.1,11.4
0.1195,1.8,286.02,10.38,4.85,14.27,21.97,81.16,1.05,0
0.1187,1.29,155.91,7.34,1.03,11.78,19.98,87.17,1,0
0.1195,1.52,252.07,8.96,3.47,13.1,20.13,82.56,0.95,0
0.1182,1.88,163.41,11.73,5.21,8.9,19.85,77.35,0.9,0
0.1164,1.77,104.87,11.12,4.55,6.46,19.92,78.75,0.85,0
0.1167,2.26,164.14,13.93,9.16,8.43,20.88,71.34,0.8,0
0.1142,1.86,124.41,11.7,6.52,7.14,21.55,78.73,0.8125,0
0.1139,2.08,198.84,12.9,8.31,7.17,21.48,80.45,0.825,0
0.1128,2.41,238,14.25,10.07,7.21,23.95,70.78,0.8375,0
0.1115,2.28,315.02,13.26,8.95,9.98,25.96,70.82,0.85,0.8
0.1102,1.74,117.92,10.9,5.81,7.48,19.91,82.33,0.8625,0
0.1566,2.29,185.86,14.29,9.97,5.26,21.57,72.42,0.875,0
0.1958,2.01,453.71,11.36,6.61,14.52,23.1,64.1,0.8875,0
0.1962,0.86,531.41,5.02,1.7,13.71,18.94,80.7,0.9,1.6
0.1975,1.68,309.23,10.26,5.23,11.31,18.8,78.24,0.8625,0.6
0.1967,1.27,233.07,7.93,3.15,9.9,17.89,85.05,0.825,3.1
0.1975,0.9,405.81,5.83,2.35,8.67,15.88,87.84,0.7875,3
0.2041,1.62,248.34,10,6.48,10.95,18.56,80.29,0.75,0
0.2031,1.37,370.58,8.78,5.44,8.86,17.47,78.27,0.7125,0
0.1988,1.97,425.96,13.46,10.07,4.84,14.42,70.69,0.675,0
0.1953,1.02,351.23,7.05,2.39,3.36,13.12,77.83,0.6375,0
0.1942,0.78,282.76,5.22,2.47,9.99,14.69,82.88,0.6,0
0.1924,1.29,235.1,8.78,4.17,4.82,14.69,76.55,0.6,0
0.1889,1.41,121.44,10.12,7.7,2.31,14.06,82.49,0.6,0
0.1861,1.33,147.4,9.9,6.73,1.59,13.37,78.73,0.6,0
0.1839,0.84,155.48,6.15,1.76,0.21,12.43,88.32,0.6,1.5
0.1832,0.52,371.72,3.57,0.37,7.03,10.09,83.06,0.6,0
0.1819,1.02,476.49,7.05,4.31,6.75,12.02,76.96,0.6,0
0.1799,1.14,385.86,7.98,5.72,7.38,13.46,77.79,0.6,7.3
0.1985,0.53,264.22,3.61,2.13,8.73,14.68,90.38,0.6,0
0.2084,1.64,261.55,10.39,9.07,6.43,19.46,79.02,0.6,0.2
0.2076,0.91,193.76,5.92,3.75,6.9,16.45,90.05,0.6,0
0.2096,0.6,352.55,4.19,2.59,7.07,13.59,91.65,0.6,14.7
0.2738,0.61,351.73,4.44,2.69,3.97,11.54,89.75,0.6,2.1
0.2809,0.28,223.38,2.01,0.26,6,11.26,93.78,0.6,3.8
0.2803,0.67,198.4,5,2.43,5.28,10.7,88.43,0.6,2.3
0.2764,0.63,140.04,4.72,2.2,-0.46,9.91,90.02,0.6,0.1
0.2672,0.7,137.66,6.09,3.37,-1.42,8.09,94.29,0.6,0
0.2625,0.28,221.9,2.04,0.09,4.84,8.82,93.49,0.6,1.2
0.2602,0.26,106.46,1.74,0.13,8.23,9.82,92.82,0.6,0
0.2572,0.88,148.3,6.09,4.35,6.54,12.69,88.75,0.6,0
0.2536,0.4,337.29,2.73,0.46,8.02,13.32,92.7,0.6,0
0.2518,0.21,324.42,1.46,0.01,10.07,13.86,92.23,0.6,0.7
0.2511,1,98.54,6.95,7.08,4.83,14.98,89.35,0.6,0
0.2481,0.89,68.71,6.4,6.3,4.36,15.2,90.56,0.6,0
0.2455,1.05,102.47,7.39,8.07,3.85,15.77,89.85,0.6,0
0.244,0.54,156.75,3.78,2.53,3.02,14.08,94.65,0.5375,2.5
0.2495,0.77,252.94,5.98,5.42,2.33,11.28,90.9,0.475,1.4
0.252,0.56,235.16,4.53,4.03,0.7,10.39,93.84,0.4125,0.4
0.251,0.64,340.95,4.72,5.16,5.72,10.8,83.5,0.35,1.5
0.2538,0.48,297.62,3.56,2.39,4.43,10.53,91.07,0.2875,0.8
0.252,0.43,387.88,3.35,2.04,3.72,8.49,90.52,0.225,0.6
0.2552,0.18,217.28,1.36,0.09,2.4,6.2,94.08,0.1625,2.1
0.2598,0.51,185.11,4.25,3.15,-0.93,5.02,89.97,0.1,0.5
0.2736,0.2,236.45,1.37,0.07,-0.22,4.51,94.19,0.3625,10.2
0.3028,0.13,171.29,1.23,0.36,2.6,6.44,96.59,0.625,8.6
0.3018,0.45,277.04,3.9,3.98,-3.11,5.39,88.33,0.8875,0
0.2819,0.38,253.61,3.55,2.93,-3.15,5.06,85.49,1.15,0.6
0.279,0.2,194.74,1.7,0.05,0.28,4.77,89.76,1.4125,1.8
0.2781,0.29,303.35,2.51,0.82,-1.8,5.98,93.61,1.675,7.3
0.3027,0.1,354.35,0.77,0.01,5.76,11.95,98.05,1.9375,11.7
0.3318,0.31,424.81,2.01,1.45,9.21,14.03,93.01,2.2,9.7
0.3229,0.4,527.45,3.03,1.6,7.88,11.63,87.59,2.075,15.9
0.3363,0.43,503.39,3.21,2.4,3.12,8.53,86.16,1.95,1
0.3129,0.42,441.75,3.13,2.56,3.81,7.94,80.5,1.825,2.3
0.3081,0.17,638.46,1.31,0.15,4.9,13.37,75.96,1.7,4.2
0.3142,0.24,427.33,1.57,0.29,9.39,14.32,83.25,1.575,2.8
0.3023,0.52,412.45,3.27,3.14,6.85,13.09,76.52,1.45,0
0.2911,0.3,212.65,2.29,1.4,4.22,12.26,91.97,1.325,0
0.284,0.43,498.41,2.74,2.75,3.75,9.15,81.97,1.2,0
0.2776,0.6,397.88,5.19,7.43,-0.78,8.13,76.22,1.3,0
0.2726,0.37,129.73,3.73,3.23,-3.02,3.65,92.91,1.4,0
0.2722,0.36,179.28,2.86,2.23,-0.17,9.17,89.01,1.5,0
0.2677,0.58,272.21,4.85,7.11,-3.72,4,82.12,1.6,0
0.2507,0.59,112.66,5.56,7.1,-7.11,3.28,86.62,1.7,0
0.2295,0.43,308.96,4.09,5.16,-7.66,5.13,83.37,1.8,0
0.2552,0.19,354.15,1.37,0.18,3.46,8.28,90.35,1.9,0.4
0.2709,0.22,189.59,1.74,0.87,-1.47,9.21,92.16,2,0.9
0.2672,0.39,72.56,3.63,4.57,-4.61,6.29,93.62,1.7625,0
0.2488,0.47,221.2,4.72,6.73,-4.81,3.32,83.59,1.525,0
0.2285,0.42,119.47,4.28,6.84,-5.49,4.5,82.69,1.2875,0
0.2049,0.46,128.99,4.26,6.81,-5.95,5.8,89.85,1.05,0
0.2223,0.22,325.68,1.7,0.91,0.68,8.95,78.43,0.8125,0
0.2555,0.36,425.63,2.67,2.56,5.26,9.49,72.4,0.575,0.3
0.2698,0.21,369.5,1.52,1.39,6.65,11.7,88.05,0.3375,0.1
0.2699,0.12,378.8,0.84,0.12,5.7,9.33,92.57,0.1,5.5
0.3,0.26,423.38,1.88,0.82,6.03,9.83,88.68,0.175,0.9
0.2864,0.18,201.06,1.41,0.55,2.33,7.71,93.82,0.25,0.7
0.2909,0.11,241.18,0.86,0.03,4.27,7.47,94.47,0.325,0.4
0.291,0.29,196.4,2.1,2.02,5.01,9.85,94.66,0.4,0
0.2816,0.12,299.56,0.81,0,4.85,8.04,93.22,0.475,0
0.276,0.38,229.6,2.76,3.38,2.66,7.39,86.88,0.55,0.1
0.2778,0.19,185.9,1.18,0.25,2.46,7.17,94.12,0.625,0.3
0.276,0.21,188.39,1.6,0.9,4.35,8.3,94.92,0.7,0
0.2713,0.35,183.88,2.84,4.46,-0.92,7.04,94.96,0.75,0
0.2653,0.35,204.03,3.3,5.29,-2.98,3.38,92.93,0.8,0
0.2648,0.26,416.63,2.27,1.01,-0.95,7.99,85.33,0.85,13.7
0.3289,0.11,320.61,0.98,0.08,4.08,6.53,95.05,0.9,0
0.3067,0.26,493.32,2.42,2.89,3.73,8.37,88.92,0.95,1.3
0.3014,0.28,565.55,2.05,1.26,5.95,8.77,85.62,1,1.8
0.302,0.1,649.95,0.46,0,7.92,11.37,90.31,1.05,3.7
0.304,0.35,555.38,2.77,3.7,3.36,11.36,79.2,1.1,1.1
0.2967,0.4,303.09,3.34,5.89,1.27,8.89,89.35,1.26666666666667,0
0.2885,0.17,145.19,1.49,0.66,-3.2,4.47,96.3,1.43333333333333,0
0.2812,0.3,91.79,3.12,4.52,-5.23,2.2,96,1.6,0
0.2666,0.39,179.54,3.99,6.21,-6.71,2.93,94.59,1.76666666666667,0
0.2662,0.1,324.02,0.9,0,-1.75,0.87,98.52,1.93333333333333,0
0.2791,0.1,405.05,1,0,-1.64,0.74,96.66,2.1,2.9
0.2912,0.41,253.55,3.66,5.37,-1.5,6.15,91.26,1.85,0.9
0.2826,0.21,473.01,1.9,1.35,-1.52,5.49,90.66,1.6,2.4
0.2931,0.33,484.47,2.68,2.94,0.89,6.69,82.92,1.35,2.5
0.2875,0.43,198.31,4.33,6.37,-6.55,2.43,82.38,1.1,0
0.2487,0.47,203.37,5.31,6.5,-7.99,-0.68,79.24,0.85,1.9
0.2431,0.1,334.42,0.83,0.01,-2.94,0.94,93.84,0.6,1.5
0.2831,0.19,130.38,1.41,0,0.86,4.81,98.05,0.35,0.1
0.3021,0.18,347.75,1.51,0.3,2.12,5.68,94.76,0.1,6.1
0.3227,0.2,292.79,1.68,1.04,2.15,6.18,94.09,0.225,0.2
0.3078,0.2,607.81,1.4,1.11,4.85,9.81,81.59,0.35,0.8
0.3076,0.38,491.33,2.82,2.14,0.82,7.21,82.29,0.475,28.4
0.3501,0.39,495.37,3.38,3.59,0.06,4.29,88.17,0.6,5.6
0.3356,0.3,353.4,2.58,2.38,-0.63,4.15,87.92,0.725,5
0.3141,0.39,176.66,3.98,3.83,-3.52,2.86,94.92,0.85,0
0.302,0.12,159.67,1.19,0.26,-4.64,-0.36,95.81,0.975,0
0.289,0.48,173.68,4.63,5.24,-5.05,-0.48,89.02,1.1,0
0.2787,0.29,163.48,2.92,2.68,-5.57,-1.25,91.67,1.075,0
0.2633,0.6,119.86,6.21,6.98,-6.39,2.8,83.03,1.05,0
0.245,0.51,160.15,4.74,6.34,-6.81,3.8,74.11,1.025,0
0.2376,0.57,202.37,5.55,7.53,-5.65,4.19,82.14,1,0
0.1801,0.56,71.46,5.98,7.38,-8.56,3.1,85.5,0.975,0
0.1504,0.18,151.4,1.6,0.08,-4.24,1.3,89.23,0.95,0.7
0.1979,0.18,143.12,1.6,0,-0.32,1.7,96.61,0.925,0
0.2459,0.28,195.51,2.84,2.28,-5.09,-0.06,84.88,0.9,0
0.1984,0.6,234.14,6.29,7.52,-5.63,1.34,78.09,0.825,0
0.1323,0.49,299.24,3.99,5,-4.93,6.44,70.43,0.75,0
0.155,0.49,313.06,4.15,3.86,1.17,9.37,69.47,0.675,0.8
0.2044,0.43,387.08,3.43,2.86,2.91,7.08,87.51,0.6,8
0.2989,0.13,369.43,1.12,0.06,2.47,7.52,93.91,0.525,0.9
0.3184,0.23,156.67,1.8,0.52,2.25,4.7,87.2,0.45,0
0.3089,0.43,354.85,3.5,2.15,-0.1,6.03,84.17,0.375,1
0.3033,0.7,352.55,4.97,4.36,5.02,12.46,84.59,0.3,0.5
0.2949,0.44,311.01,3.11,1.17,5.53,11.57,83.17,0.3375,0.4
0.2991,0.33,288.91,2.54,0.66,2.86,7.77,90.35,0.375,6
0.3103,0.7,233.46,5.56,5.83,0.96,8.77,88.2,0.4125,0.1
0.2973,0.43,157.97,3.77,1.7,0.04,7.37,87.26,0.45,0.2
0.2957,0.19,339.23,1.53,0,1.71,4.36,93.18,0.4875,3.4
0.2984,0.19,361.93,1.71,0,-0.55,2.18,90.34,0.525,0
0.2886,0.26,362.06,2.26,0.28,-3.02,0.4,82.88,0.5625,0
0.2748,0.16,348.14,1.57,0,-3.69,-0.53,83.21,0.6,1.5
0.2805,0.22,316.73,2.07,0.23,-1.62,1.34,90.86,0.5375,6
0.307,0.54,426.07,4.39,3.05,-0.1,4.63,85.9,0.475,0
0.301,0.99,460.99,8.34,8.71,-1.12,8.1,75.27,0.4125,0
0.2885,1.02,271.43,8.58,8.75,-1.42,9.82,70.15,0.35,0
0.2817,1.07,208.81,8.38,8.23,-1.11,14.82,73.97,0.2875,0.1
0.2798,0.62,277.54,4.62,2.68,3.22,10.59,90.83,0.225,0.7
0.2813,0.37,294.98,2.88,0.7,2.87,9.16,92.18,0.1625,0.4
0.2783,0.8,161.32,6.21,3.97,1.27,10.52,84.44,0.1,0
0.2766,0.26,323.47,2.05,0.25,0.91,7.79,91.82,0.1,0.9
0.2828,0.23,489.43,1.6,0.03,6.77,11.09,95.14,0.1,6
0.3056,1.17,407.52,8.22,6.36,7.54,12.16,83.42,0.1,4
0.3215,0.19,648.06,1.25,0,8.35,11.15,91.67,0.1,32.6
0.3681,0.38,850.06,2.45,0.94,4.07,10.86,83.78,0.1,7.2
0.3463,0.84,346.09,6.81,5.59,-1.47,8.02,80.82,0.1,0.3
0.331,0.58,469.48,4.65,2.78,-0.11,8.12,77.96,0.1,0.9
0.3256,0.41,526,2.81,0.06,6.49,10.6,81.78,0.1,0
0.3261,0.43,610.89,3.21,0.42,5.59,11.88,75.65,0.125,7.3
0.3309,0.6,583.14,4.79,1.75,1.82,8.92,79.93,0.15,6.7
0.3311,0.74,387.65,5.87,2.45,2.36,9.42,86.58,0.175,3.7
0.3288,0.5,627.05,3.7,0.86,3.16,8.3,75.11,0.2,1.6
0.323,0.68,318.63,5.13,1.83,0.65,10.02,73.97,0.225,0.5
0.3235,0.75,302.37,5.08,0.89,6,14.23,78.55,0.25,11.5
0.3403,1,504.83,7.45,4.37,4.52,10.84,82.55,0.275,8.1
0.3426,0.69,227.24,5.26,2.15,3.75,8.78,88.48,0.3,1.7
0.3334,0.69,222.38,5.22,2.16,0.88,9.77,87.49,0.3375,3.3
0.3937,0.2,385.94,1.62,0.02,1.22,10.3,93.52,0.375,14.3
0.4141,0.74,391.3,5.28,2.81,3.85,13.16,85.65,0.4125,0.4
0.3761,1.67,144.59,12.38,8.67,-0.32,11.9,78.03,0.45,0
0.3607,1.25,179.49,9.18,5.77,1.5,12.9,70,0.4875,0
0.3482,1.92,292.71,13.55,9.37,2.98,14.91,60.65,0.525,0
0.3351,1.39,203.24,10.34,5.78,0.38,14.88,73.9,0.5625,0
0.3254,1.71,336.37,12.14,6.75,3.1,15.96,82.26,0.6,0
0.3183,1.83,174.54,13.07,7.19,1.76,14.8,77.29,0.6,0
0.3134,2.08,211.79,14.64,10.64,0.01,17.13,74.85,0.6,0
0.3102,1.23,482.38,8.58,4.26,6.07,10.77,67.96,0.6,9.4
