"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.3454,0.5,471.74,3.31,0.12,6.58,12.67,92.95,0.6,8.4
0.3554,0.54,599.52,3.5,0.28,9.44,12.89,86.1,0.6,1.5
0.3508,0.5,613.22,3.34,0.04,9.09,11.89,87.54,0.6,3.2
0.355,1.6,410.52,11.85,6.99,1.63,10.88,72.68,0.6,0.4
0.3403,1.97,280.19,14.93,9.08,-0.77,12.41,67.79,0.6,0
0.3306,2.26,380.04,15.97,9.73,1.45,14.24,72.3,0.625,0
0.3212,2.23,437.11,15.66,9.71,4.05,13.98,68.73,0.65,0
0.3149,2.41,425.15,17.14,10.96,1.96,15.24,58.09,0.675,0
0.3098,2.15,320.07,15.25,7.78,2.85,14.2,75.52,0.7,0
0.3051,2.66,231.68,18.36,11.62,1.73,17.72,62.79,0.725,0
0.3011,2.63,240.26,17.22,11.24,1.27,19.72,64.83,0.75,0
0.2994,1.03,396.31,6.61,1.35,8.68,15.94,77.57,0.775,0
0.2954,2.6,328.29,15.4,8.06,10.77,22.08,63.64,0.8,0
0.2946,2.36,314.45,14.07,6.34,9.05,23.18,67.72,0.8125,0
0.3026,0.97,192.69,6.45,0.72,7.2,14.69,88.83,0.825,2.6
0.3021,2.39,228.27,16.08,8.86,5.09,17.72,81.5,0.8375,0
0.2969,1.82,117.11,12.94,5.67,3.54,15.1,84.78,0.85,0
0.2945,2.14,154.08,14.56,8.2,2.13,17.01,72.36,0.8625,0
0.2937,1.55,324.25,11,1.97,4.5,13.87,78.53,0.875,0.3
0.2982,1.08,259.07,7.85,1.83,2.86,11.11,77.66,0.8875,0.3
0.2964,1.22,252.5,8.45,1.56,2.45,14.09,74.98,0.9,0
0.2918,1.96,125.24,13.48,5.12,3.33,14.78,72.72,0.8875,0
0.2866,3.22,142.65,20.77,11.94,0.94,22.44,65.01,0.875,0
0.283,1.79,359.51,12.41,4.7,3.54,14.53,69.23,0.8625,0
0.2806,1.91,313.65,13.53,6.2,1.27,15.25,71.78,0.85,0
0.2782,0.94,475.76,6.61,0.4,6.4,12.58,79.74,0.8375,1.1
0.2863,1.89,352.74,13.36,5.23,1.44,13.63,76.47,0.825,0
0.2825,0.74,281.39,5.35,0.49,2.05,11.98,76.66,0.8125,1.2
0.2843,1.67,457.58,11.62,4.33,4.58,12.96,72.35,0.8,0.2
0.2874,1.48,313.62,10.77,3.29,3.51,11.14,74.41,0.775,13.9
0.3224,2.13,376.4,16.26,7.34,0.72,11.72,75.4,0.75,0.3
0.3116,2.22,292.5,17.32,9.66,-0.9,10.98,71.03,0.725,0.5
0.3007,2.21,266.32,18.18,8.82,-2.09,9.17,61.64,0.7,0
0.2906,2.93,157.9,22.6,13,-3.93,12.64,60.42,0.675,0
0.2829,1.32,368.07,9.05,0.64,5.08,15.29,70.92,0.65,2.9
0.2924,1.88,377.75,13.68,5.17,3.09,11.37,70.53,0.625,0
0.2855,1.73,259.51,13.15,5.01,0.97,11.26,74.05,0.6,0
0.2792,1.92,392.15,13.34,3.44,1.42,14.98,70.78,0.625,1.4
0.28,2.7,403.35,21.03,10.79,-0.24,10.79,72.96,0.65,0.6
0.2739,2.48,228.28,18.29,8.42,-0.44,11.39,72.86,0.675,0
0.269,2.1,241.93,16.43,7.92,-2.6,11.85,68.17,0.7,0.1
0.2656,1.69,265.92,12.36,4.31,0.97,12.27,75.28,0.725,0.6
0.2621,2.35,165.69,17.07,7.9,-0.07,13.71,66.57,0.75,0
0.2558,3.72,511.11,23.88,12.04,3.35,19.17,47.55,0.775,1.6
0.2528,1.17,252.5,7.63,0.38,6.37,13.3,75.16,0.8,0.7
0.2589,1.25,213.19,8.52,1.57,5.04,15.21,87.88,0.9,5.2
0.2805,1.42,274.7,9.47,1.99,7.45,15.42,83.47,1,2.6
0.2937,1.9,427.34,12.73,2.23,7.91,14.79,79.12,1.1,0.2
0.285,0.93,295.92,6.6,0.37,5.25,11.95,86.2,1.2,0
0.2777,3.79,353.47,24.09,10.92,5.6,19.9,72.65,1.3,0
0.2686,1.74,321.15,11.24,2.32,7.81,16.98,79.23,1.4,0
0.2646,1.58,310.17,10.84,4.03,3.96,15.7,71.97,1.5,0
0.2591,3.03,207.03,21.83,10.26,0.61,14.49,66.08,1.6,0
0.2507,3.9,153.36,27.03,14.01,-0.61,16.99,63.84,1.55,0
0.2427,3.43,283.74,20.64,8.82,5.25,23.47,65.53,1.5,4
0.2533,2.68,292.48,15.78,4.38,11.54,22.36,76.25,1.45,2.3
0.2494,2.8,283.51,16.82,4.85,9.58,21.88,80.92,1.4,1.5
0.244,3.07,308.04,18.78,7.65,6.93,21.77,71.32,1.35,0.7
0.2374,4.33,217.92,25.88,11.46,4.23,22.4,59.41,1.3,0
0.2303,2.89,240.18,15.29,2.65,15.38,27.44,61.23,1.25,0
0.2214,4.86,283.48,25.19,10.88,14.62,30,52.64,1.2,3.6
0.2126,1.55,270.46,8.98,1,15.37,21.43,83.09,1.2625,1.5
0.2184,1.22,390.76,7.78,0.45,9.78,16.63,81.39,1.325,1.1
0.2233,3.24,272.6,20.52,8.73,6.94,17.87,73.3,1.3875,0
0.2216,3.66,154.09,22.41,10.69,5.53,21.08,63.46,1.45,0
0.2152,4.59,196.97,26.06,11.84,8.28,25.43,58.48,1.5125,0
0.2032,4.28,318.82,24.83,11.53,10.6,23.53,62.01,1.575,0
0.187,3.37,260.97,19.22,6.77,9.28,23.59,72.12,1.6375,0
0.1681,4.78,219.02,27.71,13.05,8.53,24.78,69.29,1.7,0
0.1484,5.36,314.71,28.89,14.6,11.68,27.72,57.96,1.525,0
0.1328,5.54,319.43,28.57,14.26,13.67,32.24,53.36,1.35,3.3
0.1227,4.18,203.85,22.43,8.89,15.41,27.89,67.57,1.175,0
0.1156,4.46,269.79,23.5,9.32,15.77,32.37,66.64,1,2.1
0.1094,3.05,387.16,16.9,4.95,13.01,24.43,71.96,0.825,0
0.1052,3.52,266.87,18.85,8.44,11.12,23.82,68.05,0.65,0
0.1019,4.97,157.97,28.61,14.53,7.99,25.34,58.28,0.475,0
0.0982,4.46,171.84,23.73,9.29,11.5,28.83,55.55,0.3,0
0.0952,3.17,230.63,17.51,4.4,14.98,25.46,70.24,0.4375,6.2
0.095,3.83,307.86,22.62,11.03,8.7,20.77,66.45,0.575,0
0.0949,3.75,319.84,21.8,7.35,7.9,22.95,55.74,0.7125,2.2
0.0944,2.44,637.89,14.48,4.83,11.93,18.47,68.24,0.85,5.4
0.0968,2.32,661.13,14.3,5.91,10.96,18.41,66.82,0.9875,3
0.1385,3.31,403.05,18.87,5.16,11.87,24.24,66.33,1.125,5
0.199,2.72,341.35,16.04,6.87,11.15,20.61,74.33,1.2625,5.5
0.2286,4.47,268.3,25.49,11.97,9.95,24.32,67.21,1.4,0
0.2148,3.51,317.87,18.99,4.78,13.7,28.51,61.31,1.45,0
0.2014,1.87,466.33,10.99,2.99,12.97,18.2,67.64,1.5,0
0.1925,2.63,249.2,15.66,7.02,9.44,20.6,70.98,1.55,0
0.1795,5.16,184.91,29.46,14.78,7.69,25.03,61.27,1.6,0
0.1561,4.46,346.86,23.96,10.66,12.89,28.86,58.09,1.65,0
0.1366,2.23,385.91,13.28,4.06,9.57,19.44,69.3,1.7,0
0.1283,2.05,234.26,11.35,1.09,11.42,23.25,74.08,1.75,0
0.1224,4.73,122.66,25.61,13.29,11.18,28.21,70.37,1.8,0
0.1148,5.63,160.09,29.06,15.03,14.45,31.56,58.6,1.8125,0
0.1069,4.99,321.2,25.96,11.31,15.8,29.92,64.57,1.825,0
0.1007,5.14,246.98,27.14,13.34,13.85,29.59,60.08,1.8375,0
0.0964,4.64,427.11,23.71,9.02,17.62,34.17,59.64,1.85,1.1
0.0927,3.8,442.02,20.86,6.76,16.16,25.89,65.12,1.8625,0
0.0889,1.07,462.96,6.3,0.74,14.85,18.72,83.29,1.875,1.2
0.0881,1.73,404.22,9.65,1.42,16.06,20.5,78.35,1.8875,0.7
0.0899,4.73,286.98,26.95,11.74,12.62,22.83,62.33,1.9,0
0.0883,1.8,324.07,10.58,1.59,11.27,20.93,73.2,2.0375,2.5
0.1242,1.41,254.93,8.13,0.92,13.27,22.06,90.54,2.175,17.8
0.201,2.22,211.16,12.9,1.01,12.64,22.37,81.35,2.3125,0
0.1951,2.57,311.28,14.86,2.09,12.09,22.45,79.5,2.45,15.7
0.2589,1.26,308.19,7.49,1.85,13.03,20.46,90.7,2.5875,0.8
0.2544,2.7,310.79,15.99,5.79,9.25,20.66,80.95,2.725,0.7
0.2388,3.5,338.62,20.48,8.34,7.2,23.39,68.83,2.8625,0
0.2267,3.01,178.44,16.41,3.94,14.07,23.29,76.85,3,0
0.2171,4.2,162.04,23.21,10.21,12.43,26.71,71.13,2.925,0
0.2058,3.86,180.24,20.95,7.88,11.58,27.65,74.93,2.85,8.5
0.2318,4.3,278.97,23.05,9.9,15.67,27.55,79.58,2.775,0
0.2162,3.31,199.89,18.41,4.27,13.65,26.51,74.25,2.7,0
0.2013,4.79,163.07,27.03,12.82,11.31,24.57,66.41,2.625,0
0.1858,3.38,187.75,18.72,4.11,14.91,26.88,74.06,2.55,0
0.1691,2.36,327.7,13.43,1.75,14.64,22.13,77.51,2.475,17.7
0.268,1.53,328.91,9.22,3.76,9.41,18.45,86.69,2.4,30.2
0.2839,3.44,96.23,20.77,7.16,7.47,20.9,71.98,2.7375,0
0.2645,2.28,270.5,14.43,5.31,8.91,19.68,79.87,3.075,3.6
0.2552,2.85,225.53,16.85,4.71,9.62,21.48,72.15,3.4125,0.2
0.2466,1.65,260.17,9.25,0.69,15.77,22.63,85.02,3.75,6.7
0.2571,4.89,187.62,27.42,11.74,13.43,23.88,71.78,4.0875,0
0.2411,4.93,324.01,27.59,12.16,11.94,26.56,65.65,4.425,0
0.2282,3.64,301.33,18.94,7.62,17.76,30.5,68.65,4.7625,9.5
0.247,2.88,324.09,15.9,4.27,13.11,25.75,79.97,5.1,0.8
0.2383,4.74,217.4,26.72,13.14,10.76,23.96,62.56,4.65,0
0.2261,3.59,236.08,19.67,5.62,14.84,26.28,72.04,4.2,8.6
0.2573,2.67,327.14,15.92,5.72,13.49,20.37,86.4,3.75,17.2
0.2882,2.66,191.58,15.68,4.88,13.17,20.33,84.38,3.3,3.2
0.2766,1.96,359.92,11.5,2.37,13.55,19.79,88.79,2.85,7
0.2747,3.72,283.96,20.86,8.59,13.73,23.46,77.24,2.4,0.4
0.2577,2.87,355.42,16.31,4.64,13.76,21.44,74.82,1.95,0
0.2485,2.26,435.39,13.22,4.27,13.22,21.07,78.65,1.5,1.6
0.2472,1.92,379.26,10.64,1.33,15.92,23.3,76.26,1.5875,0
0.2401,3.18,399.41,17.59,8.16,13.62,25.16,75.76,1.675,1.5
0.2312,3.72,214.43,21.07,8.79,11.93,24,72.45,1.7625,0
0.2232,2.17,121.98,12.21,2.8,13.3,23.3,76.19,1.85,0
0.217,2.36,241.11,13.43,2.05,14.17,23.38,78.77,1.9375,3.5
0.2161,2.9,511.16,16.15,7.21,16.19,23.39,72.91,2.025,0.7
0.2083,2.4,461.35,13.86,4.39,12.05,22.21,71.82,2.1125,0.4
0.2019,1.82,240.14,10.92,2.87,9.61,20.18,85.06,2.2,2.3315
0.2001,3.47,201.45,20.81,10.61,7.94,22.28,75.35,2.1625,0
0.1858,4.08,167.06,23.65,12.57,8.11,23.91,70.16,2.125,0
0.1761,0.91,233.65,5.34,0.03,13.06,19.57,88.1,2.0875,3.9
0.1748,3.17,303.41,18.28,7.12,12.21,22.12,77.44,2.05,0
0.1721,1.09,136.33,6.52,1.11,11.92,19.18,87.79,2.0125,7.3
0.2053,2.3,182.23,13.53,2.89,13.35,20.46,77.96,1.975,2.5
0.2113,1.52,337.52,8.95,2.16,12.61,21.59,88.72,1.9375,1
0.2173,2.84,181.2,16.63,6.11,10.28,22.3,81.16,1.9,0
0.2088,3.85,202.04,21.63,10.72,10.91,25.48,74.91,1.875,0
0.2059,1.58,169.98,8.94,2.5,13.6,25.03,87.71,1.85,3.9
0.2264,2.88,126.69,16.51,5.02,12.23,23.85,83.28,1.825,0
0.2209,1,317.46,5.87,0.72,12.13,20.71,89.12,1.8,1.4
0.2431,1.76,313.97,9.2,2.04,10.72,21.2,87.2,1.775,6.4
0.2838,2.35,409.89,14.27,6.46,11.79,19.57,80.2,1.75,1.6
0.2654,2.53,323.94,15.22,6.54,11.42,20.45,78.54,1.725,0
0.2518,3.07,130.34,18.17,8.64,9.34,22.37,77.15,1.7,0
0.2408,3.37,190.97,19.21,9.46,12.12,24.18,71.22,1.675,0
0.2287,3.5,267.26,19.3,9.45,12.39,26.64,69.26,1.65,0
0.2178,2.43,286.46,13.85,5.42,11.52,23.61,78.09,1.625,0
0.2068,3.04,131.69,17.35,8.41,9.68,24,74.59,1.6,0
0.1933,3.01,143.01,16.71,6.56,12.02,25.82,72.23,1.575,0
0.174,3.43,114.05,19.45,10.33,12.2,25.07,72.56,1.55,0
0.1537,3.41,102.85,18.97,10.25,10.82,27.67,74.19,1.525,0
0.1377,3.61,156.11,18.89,10.35,12.96,30.52,73.48,1.5,4.6
0.1505,1.59,263.17,9.04,0.84,14.19,24,89.44,1.7375,24.6
0.2448,2.03,233.2,12.37,5.08,10.56,19.76,82.81,1.975,0.3
0.2367,2.21,123.48,13.29,5.92,9.4,19.99,81.37,2.2125,5
0.2357,2.61,150.62,16.13,8.25,8.15,20.04,78.37,2.45,0
0.2256,2.63,114.13,16.35,8.75,6.43,20.66,78.06,2.6875,0
0.2165,2.35,211.44,14.05,5.23,9.08,22.29,77.63,2.925,0
0.2105,1.64,236.6,9.11,1.84,15.78,23.37,84.2,3.1625,7.9
0.2366,1.73,408.62,10.27,3.47,12.86,19.79,79.57,3.4,0.1
0.2359,1.6,350.8,9.44,2.77,11.05,18.75,79.39,3.0875,0.4
0.238,0.5,512.3,2.83,0.01,13.7,16.04,90.72,2.775,11.5
0.2919,1.67,279.2,10.6,4.21,9.08,17.91,89.33,2.4625,2.3
0.2896,2.21,481.82,13.83,7.94,7.86,18.25,80.7,2.15,1.6
0.2758,1.76,647.03,10.72,5.64,12.19,18.57,79.03,1.8375,3.7
0.2686,2.26,480.59,13.96,9.18,11.55,17.98,79.34,1.525,8.1
0.2987,1.94,729.9,12.06,5.85,11.07,18.63,78.49,1.2125,13.5
0.3338,1.1,493.99,7.46,2.16,9.11,14.52,91.69,0.9,14
0.2978,1.73,302.28,11.45,5.58,7.25,16.22,88.35,0.9625,2.3
0.2736,1.45,212.95,9.68,3.93,6.91,14.72,90.27,1.025,0
0.2635,2.05,124.4,13.61,7.39,4.89,16.95,85.08,1.0875,0.4
0.2609,1.21,242.18,8.03,2.64,8.05,15.67,91.67,1.15,10.1
0.2632,1.4,158.15,9.1,3.52,8.02,16.5,91.23,1.2125,0
0.256,1.68,237.61,10.83,4.96,7.88,17.64,84.83,1.275,0
0.2496,2.11,201.37,13.47,9.9,8.38,18.91,79.94,1.3375,0
0.2447,1.58,131.42,10.05,4.23,6.28,19.88,86.04,1.4,0
0.2413,2.08,87.75,13.76,8.06,5.25,18.3,84.98,1.3375,0
0.237,2.12,163.14,13.41,8.73,5.35,19.87,85.96,1.275,0
0.2335,1.39,205.67,8.73,2.85,8.7,18.7,89.13,1.2125,0
0.2315,1.31,196.43,8.22,3.19,9.18,18.04,92.95,1.15,0
0.2289,1.96,193.47,11.9,7.13,7.8,21.22,83.4,1.0875,3.1
0.2379,1.3,199.65,7.37,2.26,12.69,20.7,89.87,1.025,1.4
0.2493,1.86,216.82,10.56,5.41,12.97,23.11,88.34,0.9625,9.4
0.2975,0.48,162.28,3,0.85,8.25,16.19,95.64,0.9,4.7
0.2814,1.5,410.88,9.26,4.42,9.1,18.57,78.18,0.8875,0.6
0.2686,1.34,538.97,8.05,3.71,12.64,18.8,78.54,0.875,0.9
0.2601,1.55,378.17,9.82,6.76,10.21,16,80.43,0.8625,0.5
0.2541,0.94,483.4,5.96,0.87,9.89,14.62,76.76,0.85,10
0.2906,1.2,579.11,7.68,5.32,7.06,15.67,83.01,0.8375,3.2
0.2914,1.46,370.61,9.57,6.12,6.48,14.84,86.58,0.825,2.4
0.2838,0.33,481.61,2.15,0,9.43,12.9,90.04,0.8125,10.8
0.2974,0.95,209.1,6.26,3.7,7.02,14.96,89.58,0.8,0.7
0.2811,0.58,213.38,3.63,0.1,6.27,14.55,93.1,0.775,1.5
0.279,0.76,396.36,4.6,1.62,12.13,15.9,88.76,0.75,0.7
0.2715,0.61,527.42,3.71,0.07,13.14,15.92,79.12,0.725,0.8
0.2645,1.24,393.01,7.8,4.81,8.9,16.08,80.37,0.7,0
0.2588,1.24,307.2,7.47,4.3,8.72,19.54,87.02,0.675,0
0.2551,1.75,247.57,10.49,9.19,10.63,21.12,88.41,0.65,0
0.251,1.74,253.22,10.34,9.46,9.33,22.9,81.29,0.625,0
0.2483,1.64,279.99,9.15,7.98,13.74,24.51,77.06,0.6,0
0.2456,0.76,212.86,4.77,0.34,9.71,16.81,87.2,0.6375,0
0.2439,1.37,145.53,8.47,6.67,10.03,19.43,89.24,0.675,0
0.242,1.39,246.71,8.42,8.37,10.03,20.89,80.72,0.7125,0.7
0.2427,0.67,532.54,4.21,2.23,10.09,17.07,79.29,0.75,1.5
0.2451,0.88,429.58,5.48,4.59,9.5,17.85,78.48,0.7875,6
0.2635,0.63,526.36,4.22,1.7,9.14,12.41,88.34,0.825,5.4
0.2676,0.87,380.43,5.66,4.27,8.59,15.65,84.53,0.8625,0.8
0.2631,0.3,403.13,1.8,0,12.64,16.71,94.81,0.9,0.1
0.2608,0.39,371.98,2.42,1.1,10.04,16.49,90.87,0.9,0.2
0.2575,0.71,252.27,4.5,1.94,11.29,16.8,91.59,0.9,0
0.2538,1.06,318.71,7.04,7.13,7.91,14.45,80.73,0.9,0
0.2538,0.39,548.24,2.62,0,7.76,14.59,86.79,0.9,7.6
0.2754,0.91,527.03,6.27,6.02,5.09,14.44,76.26,0.9,0.3
0.266,0.95,219.91,7.13,7.39,3.36,11.76,82.25,0.9,0
0.2606,0.39,347.18,2.49,0,6.65,10.87,85.43,0.9,0
0.2574,0.71,333.28,4.81,3.33,9,13.93,81.95,0.9,0
0.2538,0.51,254.14,3.52,1.89,4.97,12.94,89.22,0.8,0.7
0.2525,0.49,173.39,3.48,1.7,4.81,12.69,94.52,0.7,0
0.2518,0.76,305.61,5.13,4.24,5.18,14.7,90.16,0.6,7
0.2753,0.64,235.6,4.65,4.16,1.91,11.3,90.28,0.5,1
0.2741,0.9,122.84,6.42,7.1,-0.49,10.69,89.19,0.4,0
0.2671,0.63,123.11,5.78,6.6,-1.95,8.36,92.82,0.3,0.1
0.2636,0.17,154.74,1.33,0,3.8,7.48,96.06,0.2,0
0.2607,0.49,319.12,3.42,1.73,5.68,10.01,90.66,0.1,0.3
0.2589,0.37,469,2.77,2.46,3.5,11.72,86.45,0.275,1.9
0.2619,0.26,305.42,2.08,0.72,2.75,8.54,92.63,0.45,1.1
0.2664,0.38,237.39,2.85,2.21,2.13,6.3,93.55,0.625,3.6
0.2815,0.72,246.96,5.71,7.07,-0.29,9.97,87.4,0.8,0
0.2749,0.38,365.94,2.9,0.78,-0.14,8.98,89.71,0.975,0.3
0.2693,0.2,245.79,1.39,0,7.72,9.51,97.02,1.15,0.4
0.2674,0.16,265.73,1.1,0.13,7.42,9.96,96.68,1.325,1.7
0.2699,0.6,155.98,4.84,5.66,0.16,10.3,86.76,1.5,0
0.2683,0.39,402.84,2.84,1.07,2.85,8.4,86.64,1.4625,2.9
0.2755,0.6,363.12,4.4,5.35,1.81,9.35,85.95,1.425,2.4
0.2939,0.1,420.42,0.79,0,3.95,11.35,93.77,1.3875,12.5
0.3315,0.1,470.51,0.64,0,9.84,12.06,92.62,1.35,3.3
0.3005,0.58,571.36,3.97,4.21,9.44,13.15,74.87,1.3125,0
0.2878,0.28,603.25,1.8,1.49,6.58,15,72.36,1.275,10.1
0.3101,0.31,187.35,2.27,1.7,3.85,9.33,92.48,1.2375,3.4
0.312,0.38,247.18,3.13,1.91,-0.31,6.84,91.08,1.2,0.6
0.2946,0.35,436.8,2.91,2.65,1.95,7.02,86.98,1.0625,1
0.3127,0.1,563.15,0.7,0.03,3.28,8.34,91.69,0.925,13.8
0.3195,0.46,374.2,3.08,3.19,-0.11,7.51,90.93,0.7875,0.6
0.2963,0.18,168.46,1.31,0,-1.14,3.05,96.17,0.65,0.2
0.2881,0.26,199.8,2.25,1.07,-0.03,5.06,94.4,0.5125,0
0.2832,0.22,160.34,1.94,1.25,-3.37,3.83,94.6,0.375,0
0.2786,0.1,207,1.12,0,-2.38,-0.29,98.27,0.2375,1.1
0.2789,0.11,340.17,0.83,0,-0.58,4.55,97.06,0.1,2.4
0.2809,0.27,283.26,2.12,1.87,2.33,9.21,93.45,0.2375,0
0.277,0.1,368.59,0.76,0,3.2,7.39,87.24,0.375,0
0.2726,0.17,455.83,1.23,0,6.36,8.63,79.79,0.5125,0
0.2786,0.1,660.92,0.83,0.49,3.58,7.04,83.94,0.65,8.3
0.3179,0.09,454.88,1.33,1.23,-0.04,4.99,89.03,0.7875,20.7
0.3318,0.2,488.58,1.75,1.3,-0.06,2.93,89.97,0.925,8.7
0.3287,0.09,552.52,0.57,0,-0.11,5.31,91.24,1.0625,16
0.3353,0.1,404.3,0.6,0,-2.55,1.23,93.12,1.2,10.6
0.3259,0.31,390.46,2.62,2.94,0.2,2.29,92.25,1.1375,1.6
0.3443,0.1,603.49,0.58,0.04,0.5,6.75,90.01,1.075,12.2
0.352,0.17,476.95,1.54,1.1,0.75,5.26,88.87,1.0125,3.1
0.3342,0.15,227.21,1.23,0.42,0.87,4.83,90.76,0.95,0.2
0.3264,0.35,241.55,3.06,4.32,-0.83,5.9,92.67,0.8875,2.6
0.3234,0.5,326.1,3.97,5.51,-2.06,4.89,94.12,0.825,10.2
0.3411,0.17,271.29,1.32,0.24,1.28,7.25,93.36,0.7625,0
0.3281,0.19,216.85,1.55,0.28,2.41,7.06,94.77,0.7,0.7
0.3226,0.1,186.04,0.94,0.06,5.07,8.13,97.49,0.7625,1
0.3195,0.11,201.22,0.9,0.02,6.86,9.56,98.24,0.825,2.9
0.3197,0.13,143.93,0.84,0.11,7.8,9.53,98.07,0.8875,0.6
0.3143,0.1,505.48,0.53,0,7.96,9.46,91.54,0.95,0
0.3088,0.11,590.55,0.77,0.16,7.9,9.95,88.46,1.0125,0
0.3048,0.1,580.53,0.8,0,4.02,8.74,83.87,1.075,1.1
0.3057,0.28,589.46,2.14,2.09,3.9,7.46,81.39,1.1375,2.2
0.3136,0.19,397.44,1.42,0.77,2.23,6.75,85.48,1.2,2.7
0.3107,0.36,431.69,3.17,4.16,0.94,5.1,82.06,1.1,0
0.3112,0.17,506.05,1.42,1.33,-1.01,5.97,88.37,1,10.6
0.3289,0.14,580.69,1.01,0.16,3.41,12.39,85.09,0.9,8.9
0.3389,0.18,621.81,1.06,0.17,8.44,14.12,87.23,0.8,6.4
0.3437,0.3,518.71,2.31,1.89,4.82,8.88,85.06,0.7,10.8
0.3471,0.22,453.25,1.7,0.48,4.33,8.52,88.93,0.8,14.6
0.3583,0.1,882.73,0.89,0.36,6.33,11.29,77.5,0.9,2.7
0.3509,0.13,574.93,0.93,0.02,6.27,11.12,83.79,1,3.5
0.3517,0.24,434.03,1.84,0.66,3.97,8.99,86.16,1.1,4.8
0.3491,0.2,268.64,1.61,0.32,0.5,6.02,91.99,1.2,0.1
0.3374,0.38,583.31,3.49,4.87,-0.29,3.07,80.53,1.3,0
0.3309,0.32,512.98,3.15,4.23,0.12,4.24,79.54,1.4,0
0.3282,0.21,266.68,1.94,0.6,0.62,6.29,89.85,1.5,0.4
0.3293,0.18,252.51,1.44,0,5.65,8.35,90.25,1.4625,3.3
0.3284,0.21,130,1.47,0.61,2.37,7.82,97.1,1.425,0
0.3203,0.1,114.6,0.88,0.08,3.8,5.29,95.91,1.3875,0
0.3155,0.17,255.67,1.27,0.13,2.32,6.29,87.62,1.35,0
0.3117,0.46,346.84,3.9,5.82,1.05,5.23,81.07,1.3125,0
0.3177,0.1,610.41,0.93,0,0.87,7.61,86.88,1.275,9.5
0.3382,0.32,522.48,2.8,2.18,2.01,6.87,82.42,1.2375,6
0.3396,0.28,541.33,2.22,1.78,1.16,5.39,80.89,1.2,6.5
0.3484,0.21,674.01,1.6,0.41,0.61,10.51,84.08,1.1375,8.8
0.36,0.41,347.2,3.6,3.75,1.02,5.56,87.88,1.075,3.1
0.3554,0.14,251.15,1.32,0.14,0.56,3.56,94.32,1.0125,2.1
0.3489,0.49,268.02,4.53,5.07,0.08,6.04,88.47,0.95,2.8
0.3491,0.39,336.11,2.74,0.82,1.77,8.4,90.26,0.8875,0
0.3403,0.37,476.82,2.66,0.98,5.24,11.07,86.18,0.825,0.5
0.3378,0.29,689.56,1.57,0.4,7.76,14.03,82.39,0.7625,1.5
0.338,0.26,332.71,2.05,0.05,5.62,9.2,89.77,0.7,0
0.3315,0.37,145.74,2.75,1.17,1.39,7.33,95.12,0.7125,0
0.3249,0.45,420.53,3.41,3.47,2.78,7.22,85.6,0.725,1.9
0.3249,0.37,572.69,2.62,1.03,5.81,11.05,90.61,0.7375,0
0.324,0.17,599.81,1.26,0.02,2.5,10.67,85.03,0.75,4.9
0.3272,0.58,254.5,4.63,5.56,0.27,6.96,91.3,0.7625,3.6
0.3464,0.1,554.25,0.81,0.07,1.76,9.58,90.73,0.775,10.7
0.3577,0.28,445.86,2.31,1.79,0.64,4.95,87.87,0.7875,5.7
0.3579,0.39,312.26,3.23,2.01,0.86,6.42,89.05,0.8,0.7
0.3504,0.43,241.98,3.53,1.34,-1.03,5.26,91.64,0.7875,0.4
0.3414,0.35,390.31,3.34,2.08,-0.6,2.59,81.18,0.775,0.5
0.3342,0.7,392.42,6.53,6.36,-2.6,3.69,81.26,0.7625,0
0.3271,0.52,314.56,5.34,4.58,-4.51,0.82,79.45,0.75,0
0.32,0.78,199.92,8.2,8.34,-6.59,1.74,75.04,0.7375,0
0.3069,0.75,188.96,7.85,7.05,-7.93,3.7,80.24,0.725,0
0.3029,0.56,389.64,5.17,4.18,-2.58,2.54,78.86,0.7125,0.5
0.3137,0.44,318.52,3.72,2.68,0.63,6.38,86.54,0.7,4.4
0.3309,0.6,575.76,4.4,3.04,0.76,7.51,84.3,0.6875,2
0.3226,0.79,381.58,6.98,6.79,-1.23,5.84,79.45,0.675,0
0.3137,1,386.17,8.87,8.7,-1.65,6.33,71.71,0.6625,0
0.305,1.04,424.36,9.17,8.83,-2.66,5.71,62.76,0.65,5.1
0.3222,0.25,395.76,2,0.74,-0.65,8.75,91.79,0.6375,0.4
0.3126,1.04,241.52,9.04,8.67,-2.89,8.42,84,0.625,0
0.3068,0.72,170.9,6.37,4.87,-4.7,6.57,82.94,0.6125,0
0.2995,1.03,197.85,9.34,8.55,-4.73,7.36,82.6,0.6,0
0.301,0.5,175.43,4.22,1.4,-2.37,3.96,82.62,0.6125,0
0.2996,0.67,205.35,6.21,4.06,-4.33,5.15,80.75,0.625,0
0.2926,1.06,268.83,9.96,9.15,-4.37,4.65,76.21,0.6375,0
0.2868,1.16,397.5,10.68,9.35,-3.38,4.99,71.09,0.65,0
0.2838,1.14,460.58,10.91,8.82,-3.52,3.38,69.46,0.6625,0
0.2711,1.09,574.01,10.52,9.19,-4.14,3.6,55.46,0.675,0
0.2594,1.14,514.53,11.69,9.65,-5.15,1.13,54.6,0.6875,0
0.2352,0.76,454.81,8.29,6.06,-5.86,0.07,68.73,0.7,0
0.1589,0.95,337.55,11.24,8.88,-8.26,0.19,69.38,0.625,0
