"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.3946,0.53,588.28,3.41,0.18,9.45,12.93,85.91,0.9125,1.5
0.3845,0.52,600.39,3.51,0.07,9.16,12.02,86.61,0.975,3.8
0.3873,1.58,396.05,11.66,6.82,1.61,11.02,72.56,1.0375,0.4
0.3661,1.96,272.74,14.92,9.08,-0.88,12.43,67.87,1.1,0
0.3438,2.27,373.78,15.97,9.68,1.38,14.35,72.24,1.075,0
0.3175,2.22,429.05,15.51,9.57,4.09,14.04,68.69,1.05,0
0.2969,2.41,424.41,17.15,10.96,1.97,15.31,57.65,1.025,0
0.2833,2.21,314.41,15.52,8.01,2.8,14.3,74.86,1,0
0.2738,2.67,228.39,18.41,11.62,1.68,17.78,62.11,0.975,0
0.2649,2.64,239.48,17.25,11.25,1.41,19.83,64.25,0.95,0
0.2595,1.05,384.73,6.69,1.37,8.63,16.03,77.13,0.925,0
0.2545,2.63,320.48,15.65,8.32,10.58,22.21,63.28,0.9,0
0.2468,2.4,309.82,14.32,6.53,9.08,23.31,67.26,0.9375,0
0.2437,0.97,189.39,6.42,0.68,7.26,14.79,88.78,0.975,1.3
0.2422,2.38,222.6,15.99,8.79,5.08,17.85,81.03,1.0125,0
0.2392,1.83,115.64,13.04,5.73,3.51,15.17,84.77,1.05,0
0.2351,2.2,149.46,14.86,8.52,2,17.01,72.34,1.0875,0
0.231,1.51,311.63,10.7,1.9,4.51,13.97,78.57,1.125,0.1
0.2279,1.05,247.77,7.65,1.7,3.02,11.06,77.76,1.1625,0
0.2248,1.2,245.4,8.36,1.46,2.39,14.15,74.9,1.2,0
0.2198,1.94,122.63,13.38,5.03,3.34,14.8,72.84,1.25,0
0.2108,3.22,134.84,20.78,11.91,0.76,22.58,64.8,1.3,0
0.2014,1.78,347.98,12.19,4.6,3.71,14.61,69.13,1.35,0
0.1958,1.88,302.86,13.29,5.99,1.27,15.32,71.92,1.4,0
0.1886,0.98,465.31,6.83,0.46,6.3,12.72,79.2,1.45,1.7
0.1841,1.89,343,13.32,5.09,1.52,13.76,76.27,1.5,0
0.1793,0.74,269.33,5.34,0.38,1.89,11.96,76.63,1.55,1.1
0.176,1.63,444.07,11.27,4.15,4.61,13,72.13,1.6,0.5
0.1716,1.47,306.23,10.73,3.24,3.78,11.29,73.58,1.525,14.9
0.2439,2.1,365.51,16.03,7.17,0.95,11.77,75.53,1.45,0.3
0.2463,2.23,288.12,17.35,9.76,-0.93,11,71.06,1.375,0.5
0.2341,2.23,270.35,18.38,8.96,-2.1,9.19,61.35,1.3,0
0.2226,2.94,144.33,22.74,13.07,-4.04,12.69,60.2,1.225,0
0.214,1.31,360.47,8.98,0.64,4.63,15.3,70.2,1.15,3
0.2085,1.85,364.57,13.48,5,3.1,11.41,70.33,1.075,0
0.2028,1.72,248.36,13.09,4.94,0.98,11.28,73.74,1,0
0.1961,1.96,381.57,13.66,3.44,1.2,15.13,70.14,0.975,1.6
0.1895,2.7,391.34,20.95,10.78,-0.25,10.87,72.37,0.95,0
0.1829,2.5,221.4,18.19,8.42,-0.53,11.52,72.86,0.925,0
0.1751,2.09,229.84,16.4,7.77,-2.56,11.99,68.08,0.9,0
0.1685,1.66,260.58,12.07,4.1,0.93,12.29,75.27,0.875,0.9
0.161,2.36,162.91,17.13,7.82,0.09,13.77,66.37,0.85,0
0.15,3.74,500.49,23.94,12.1,3.27,19.23,47.19,0.825,1.9
0.1382,1.15,247.74,7.53,0.35,6.18,13.28,75.28,0.8,0.8
0.1335,1.23,208.1,8.39,1.56,5.02,15.14,88.12,0.8875,4.2
0.1311,1.45,265.06,9.66,1.87,7.47,15.45,83.2,0.975,2.8
0.1319,1.86,415.04,12.48,2.06,7.95,14.91,79.44,1.0625,0.6
0.1319,0.94,287.26,6.67,0.46,5.26,12.1,86.43,1.15,0
0.1295,3.81,349.31,24.12,10.96,5.54,20.02,72.56,1.2375,0
0.1224,1.71,312.19,11.02,2.2,7.79,17.05,79.37,1.325,0
0.1161,1.51,297.95,10.37,3.74,3.94,15.59,72.17,1.4125,0
0.1085,3.07,203.35,22.07,10.42,0.62,14.57,65.73,1.5,0
0.1004,3.93,151.66,27.14,14.04,-0.57,17.15,63.41,1.45,0
0.0936,3.37,274.18,20.27,8.54,5.23,23.5,66.28,1.4,3.4
0.0889,2.74,289.08,16.11,4.52,11.64,22.5,75.8,1.35,2.9
0.0848,2.86,280.29,17.14,5.15,9.55,22.07,80.28,1.3,1.1
0.0815,3.05,299.97,18.65,7.49,7.26,21.88,70.84,1.25,0.4
0.0778,4.37,208.18,26.11,11.64,4.37,22.49,58.93,1.2,0
0.0763,2.96,230.69,15.63,2.91,15.39,27.53,60.7,1.15,0
0.0741,4.9,283.27,25.38,11.24,14.65,30.04,52.21,1.1,3.1
0.0713,1.52,260.88,8.78,1.04,15.44,21.45,83.38,1.15,1.6
0.0698,1.2,375.54,7.67,0.38,9.74,16.66,82.26,1.2,1.5
0.0699,3.26,266.52,20.64,8.87,6.98,17.99,73.12,1.25,0
0.0697,3.64,148.48,22.29,10.59,5.53,21.18,63.14,1.3,0
0.0701,4.61,192.8,26.1,11.9,8.2,25.44,58.2,1.35,0
0.0702,4.28,314.66,24.76,11.64,10.66,23.65,61.8,1.4,0
0.0682,3.34,257.55,19.03,6.65,9.25,23.7,71.67,1.45,0
0.0677,4.78,216.3,27.7,12.96,8.58,24.82,69.2,1.5,0
0.0672,5.36,307.63,28.91,14.64,11.68,27.77,57.85,1.4,0
0.0666,5.56,310.02,28.62,14.28,13.42,32.28,53.08,1.3,2.2
0.0661,4.12,195.26,22.06,8.72,15.5,27.9,68.35,1.2,0
0.065,4.49,261.76,23.59,9.37,15.89,32.63,66.12,1.1,1.1
0.0636,3.1,375.87,17.13,5.12,12.97,24.6,71.64,1,0
0.0623,3.51,262.4,19.27,8.42,11.17,23.97,68.06,0.9,0
0.0623,4.97,154.46,28.56,14.5,8.1,25.51,59.16,0.8,0
0.0622,4.47,168,23.77,9.26,11.53,29,55.93,0.7,0
0.1038,3.16,225.39,17.39,4.27,15.02,25.54,71.11,0.7875,7.9
0.1724,3.76,298.02,22.14,10.73,8.8,20.82,66.79,0.875,0
0.16,3.77,308.68,21.95,7.48,7.86,23.04,56.32,0.9625,2.3
0.1677,2.55,616.18,15.06,5.24,12.15,18.56,67.5,1.05,5.2
0.1879,2.37,640.69,14.64,6.05,10.91,18.52,66.22,1.1375,3.3
0.187,3.34,394.5,19.02,5.22,11.95,24.35,65.62,1.225,4.9
0.2139,2.71,330.86,15.96,6.83,11.04,20.75,74.32,1.3125,6
0.2201,4.5,260.48,25.64,12.1,9.82,24.41,66.77,1.4,0
0.1978,3.52,306.56,18.96,4.75,13.93,28.65,60.91,1.4375,0
0.1815,1.92,450.64,11.32,3.02,13,18.3,67.1,1.475,0
0.1663,2.62,242.33,15.67,6.77,9.39,20.71,70.78,1.5125,0
0.149,5.17,182.94,29.47,14.78,7.67,25.13,61.13,1.55,0
0.1327,4.45,337.87,23.85,10.6,12.68,29.07,57.98,1.5875,0
0.1179,2.27,374.76,13.5,4.16,9.51,19.79,69.14,1.625,0
0.1072,1.98,229.13,10.97,0.76,11.29,23.19,74.13,1.6625,0
0.1003,4.69,121.63,25.35,13.15,11.18,28.22,70.21,1.7,0
0.0918,5.65,155.48,29.1,15.04,14.39,31.65,58.23,1.725,0
0.0842,5.03,312.14,26.13,11.48,15.86,30.18,64.24,1.75,0
0.1695,5.15,241.99,27.16,13.36,13.95,29.77,59.75,1.775,0
0.1704,4.67,416.99,23.75,9.13,17.68,34.46,59.04,1.8,1
0.1475,3.83,430.84,20.98,6.87,16.14,26.09,64.72,1.825,0
0.1329,1.14,448.72,6.69,0.9,14.69,18.97,82.48,1.85,0.9
0.1243,1.77,397.62,9.85,1.54,16.09,20.69,77.64,1.875,0.8
0.1138,4.77,281.24,27.14,11.78,12.76,23.07,61.91,1.9,0
0.1016,1.72,316.19,10.15,1.36,11.33,20.93,73.45,1.7875,3.1
0.1359,1.47,248.36,8.47,1.14,13.46,22.1,90.33,1.675,19.2
0.1945,2.25,211.22,13.05,1.12,12.65,22.48,81.07,1.5625,0
0.1841,2.6,308.93,15.02,2.19,12.14,22.55,78.84,1.45,13.3
0.2213,1.21,294.32,7.2,1.75,13.03,20.32,91.09,1.3375,0.5
0.2301,2.67,301.64,15.84,5.76,9.19,20.72,81.14,1.225,1
0.2172,3.53,323.38,20.65,8.47,7.34,23.48,68.42,1.1125,0
0.2017,3.02,174.96,16.5,4.01,14.02,23.4,77.31,1,0
0.1843,4.2,156.01,23.18,10.2,12.39,26.9,71.04,1.25,0
0.1617,3.85,175.05,20.87,7.89,11.61,27.78,74.76,1.5,10
0.2269,4.33,277.41,23.17,10.04,15.69,27.7,79.13,1.75,0
0.2113,3.31,196.54,18.63,4.49,13.85,26.73,73.57,2,0
0.1892,4.81,159.45,26.99,12.79,11.68,24.74,66.15,2.25,0
0.1642,3.39,184.37,18.79,4.12,14.96,27.04,73.73,2.5,0
0.1438,2.42,320.15,13.73,1.83,14.61,22.35,76.51,2.75,16.4
0.2525,1.51,314.99,9.05,3.67,9.41,18.4,87,3,32.1
0.2812,3.48,94.93,20.96,7.4,7.34,21.02,72.01,2.875,0
0.2596,2.29,256.11,14.41,5.34,8.98,19.9,79.51,2.75,3.7
0.2494,2.88,214.55,16.96,4.75,9.72,21.49,72.11,2.625,0.3
0.2388,1.65,251.14,9.27,0.69,15.81,22.64,84.8,2.5,6.8
0.2475,4.83,186.9,27.08,11.27,13.52,23.91,71.85,2.375,0
0.2317,4.95,316.04,27.7,12.15,11.94,26.71,65.27,2.25,0
0.212,3.59,291.98,18.67,7.61,17.81,30.57,68.89,2.125,9.6
0.2123,2.9,319.33,16.03,4.33,13.06,25.87,79.51,2,0.6
0.1993,4.77,211.8,26.87,13.19,10.57,24.1,62.33,1.95,0
0.1775,3.61,231.75,19.75,5.55,14.93,26.4,71.81,1.9,11
0.2173,2.68,324.29,15.95,5.74,13.51,20.51,85.99,1.85,17
0.2779,2.65,184.2,15.63,4.82,13.25,20.37,84.87,1.8,3.3
0.2867,1.93,345.69,11.34,2.24,13.59,19.81,88.87,1.75,7.2
0.2873,3.69,276.82,20.68,8.48,13.91,23.52,77.14,1.7,0.5
0.2654,2.86,342.54,16.23,4.61,13.7,21.45,74.86,1.65,0
0.2502,2.25,416.59,13.15,4.21,13.15,21.13,78.3,1.6,1.5
0.2402,2,369.39,11.03,1.47,15.93,23.8,74.62,1.5875,0
0.2284,3.22,388.2,17.69,8.16,13.72,25.36,75.17,1.575,1.1
0.2143,3.75,202.19,21.24,8.95,12,24.18,72.2,1.5625,0
0.1997,2.16,116.11,12.09,2.78,13.3,23.35,77.05,1.55,0
0.1869,2.35,227.33,13.39,2.03,14.12,23.5,78.95,1.5375,3.3
0.1732,2.88,488.49,15.81,7.04,16.17,23.52,72.7,1.525,0.5
0.1549,2.4,444.03,13.82,4.11,11.98,22.28,71.9,1.5125,0.5
0.1415,1.81,231.31,10.87,2.84,9.81,20.13,85.68,1.5,2.4083
0.1314,3.5,191.89,20.97,10.65,8.15,22.3,75.55,1.4875,0.1
0.1167,4.1,159.22,23.75,12.62,8.21,24.05,69.8,1.475,0
0.1068,0.92,225.86,5.37,0,13.02,19.59,88.07,1.4625,3.9
0.1025,3.16,294.66,18.15,6.98,12.18,22.18,77.32,1.45,0
0.0967,1.02,129.76,6.13,0.97,12.01,18.91,88.63,1.4375,9.7
0.1875,2.25,176.7,13.25,2.75,13.58,20.45,78.4,1.425,2.8
0.1936,1.48,331.84,8.68,2.04,12.76,21.46,88.89,1.4125,1.2
0.1956,2.77,176.65,16.19,5.67,10.38,22.32,81.53,1.4,0
0.1741,3.85,194.9,21.62,10.67,10.88,25.55,74.96,1.475,0
0.152,1.6,169.51,9.02,2.53,13.62,25.16,87.61,1.55,4.3
0.1476,2.88,120.68,16.45,4.91,12.27,23.88,83.36,1.625,0
0.1402,1.01,303.48,5.94,0.7,12.14,20.87,88.95,1.7,1
0.1421,1.76,300.91,9.01,1.95,10.7,21.25,87.61,1.775,6.5
0.1922,2.32,397.98,14.09,6.3,11.75,19.59,80.52,1.85,1.4
0.1786,2.51,310.91,15.13,6.45,11.33,20.42,78.72,1.925,0
0.1598,3.16,125.86,18.39,8.9,9.28,22.42,77.1,2,0
0.1437,3.39,182.6,19.3,9.53,12.08,24.23,71.11,1.9625,0
0.1288,3.53,257.89,19.44,9.64,12.35,26.75,68.96,1.925,0
0.1159,2.41,279.04,13.76,5.25,11.72,23.64,78,1.8875,0
0.1052,3.03,129.71,17.22,8.1,9.81,24.04,74.34,1.85,0
0.0968,2.99,138.94,16.61,6.43,12.18,25.9,72.39,1.8125,0
0.0895,3.47,114.36,19.64,10.61,12.23,25.09,72.5,1.775,0
0.0829,3.42,101.28,18.96,10.2,10.88,27.77,73.87,1.7375,0
0.0787,3.65,150.32,19.07,10.64,12.96,30.67,72.97,1.7,4.6
0.1011,1.59,248.32,9.01,0.81,14.28,24.09,89.13,1.6125,21.8
0.1828,2.01,225.54,12.26,5.01,10.58,19.77,83.14,1.525,0.4
0.1817,2.24,121.02,13.49,6,9.39,20.17,81.55,1.4375,5.6
0.1897,2.6,146.41,16.06,8.15,8.15,20.11,78.37,1.35,0
0.1796,2.63,110.17,16.35,8.73,6.56,20.71,77.95,1.2625,0
0.1682,2.32,204.95,13.91,5.09,9.04,22.35,77.66,1.175,0
0.1553,1.67,229.56,9.23,1.92,15.87,23.51,83.82,1.0875,8.3
0.1478,1.72,395.1,10.22,3.47,12.88,19.79,79.32,1,0.4
0.1463,1.61,340.23,9.45,2.72,11.08,18.82,79.27,1.025,0.4
0.1444,0.5,505.23,2.84,0,13.75,16.06,90.42,1.05,10.5
0.1982,1.66,274.14,10.54,4.1,9.13,17.91,89.44,1.075,1.4
0.2232,2.22,469.16,13.92,8.06,7.81,18.3,80.52,1.1,1.5
0.2167,1.78,633.56,10.82,5.67,12.35,18.67,78.73,1.125,2.2
0.2084,2.26,468.06,13.99,9.06,11.52,18.02,79.42,1.15,8.2
0.2388,1.96,710.05,12.16,5.91,11.1,18.78,78.38,1.175,14.1
0.2946,1.12,481.82,7.64,2.22,9.1,14.5,91.37,1.2,13.8
0.3014,1.7,293.43,11.31,5.39,7.06,16.18,88.71,1.2375,2.8
0.2785,1.53,206.74,10.2,4.47,6.92,15.02,89.36,1.275,0
0.2648,2.06,122.46,13.74,7.49,5.04,17,84.96,1.3125,1.4
0.2742,1.19,237.9,7.9,2.53,8.01,15.66,91.9,1.35,16.1
0.285,1.36,154,8.85,3.41,8.08,16.35,91.37,1.3875,0
0.2693,1.71,228.5,11.04,5.08,7.99,17.62,84.88,1.425,0
0.2588,2.12,190.51,13.53,10,8.22,18.94,79.94,1.4625,0
0.2519,1.61,126.26,10.18,4.29,6.25,19.96,85.82,1.5,0.3
0.2472,2.05,86.67,13.55,7.76,5.45,18.3,85.2,1.3875,0
0.2432,2.12,156.93,13.41,8.72,5.42,19.91,85.92,1.275,0
0.2399,1.44,199.32,9.02,3.1,8.63,18.8,88.93,1.1625,0.1
0.2378,1.34,190.04,8.44,3.42,9.14,18.19,92.66,1.05,0
0.236,1.98,184.41,12.01,7.27,7.72,21.28,82.93,0.9375,2.4
0.2441,1.29,191.72,7.31,2.17,12.67,20.79,89.67,0.825,2.1
0.2524,1.88,209.38,10.64,5.51,13,23.21,88.01,0.7125,10.8
0.3033,0.47,160.6,2.98,0.84,8.32,16.23,95.75,0.6,6.8
0.2912,1.53,396.05,9.4,4.51,8.99,18.62,77.91,0.6625,0.6
0.2739,1.35,523.72,8.14,3.79,12.64,18.91,78.42,0.725,1.4
0.2645,1.55,362.51,9.81,6.77,10.24,16.01,80.77,0.7875,0.5
0.2577,0.95,466.68,6.04,0.92,9.82,14.61,76.76,0.85,9.1
0.2823,1.19,556.07,7.62,5.23,7.07,15.65,83.25,0.9125,3.4
0.285,1.47,349.61,9.62,6.07,6.61,14.83,86.36,0.975,2.4
0.2785,0.33,468.34,2.16,0,9.37,12.72,90.02,1.0375,9.3
0.3022,0.94,201.54,6.16,3.55,6.99,14.96,89.93,1.1,0.4
0.2839,0.6,207,3.73,0.1,6.27,14.59,92.89,1.0875,1.6
0.2789,0.78,386.37,4.72,1.68,12.16,15.99,88.73,1.075,0.6
0.2707,0.6,509.24,3.7,0.05,13.08,15.91,78.93,1.0625,0.6
0.2631,1.24,378.85,7.79,4.75,8.85,16.13,80.45,1.05,0.1
0.2569,1.28,293.31,7.68,4.46,8.72,19.68,86.89,1.0375,0
0.2521,1.76,237.02,10.53,9.21,10.65,21.29,88.2,1.025,0
0.2474,1.75,243.95,10.37,9.42,9.22,23,81.09,1.0125,0
0.2438,1.64,273.23,9.19,8.02,13.75,24.61,76.77,1,0
0.2406,0.78,197.67,4.88,0.4,9.91,16.94,87.47,0.9625,0
0.2381,1.39,141.39,8.57,6.77,10,19.66,89.2,0.925,0
0.2332,1.41,238.53,8.51,8.49,10.01,20.96,80.45,0.8875,0.5
0.2339,0.68,519.75,4.32,2.29,10.07,17.08,78.94,0.85,1.6
0.2342,0.87,417.33,5.41,4.46,9.51,17.9,78.45,0.8125,6.2
0.2547,0.62,511.34,4.18,1.62,9.13,12.42,87.94,0.775,4.3
0.2573,0.86,368.65,5.66,4.23,8.51,15.67,84.52,0.7375,0.9
0.2524,0.3,392.62,1.83,0,12.6,16.65,94.81,0.7,0.2
0.2504,0.39,361.23,2.44,1.03,10.12,16.49,90.91,0.75,0.2
0.2471,0.7,243.71,4.43,1.91,11.21,16.84,91.84,0.8,0
0.2432,1.06,300.81,7.04,7.17,8.05,14.44,80.42,0.85,0
0.2395,0.39,527.91,2.64,0.01,7.73,14.52,87.14,0.9,7.7
0.2479,0.91,503.37,6.27,6.04,5.19,14.39,76.47,0.95,0.3
0.2461,0.95,206.51,7.14,7.44,3.47,11.76,82.11,1,0
0.2428,0.39,337.68,2.54,0,6.55,10.84,85.3,1.05,0.2
0.241,0.73,323,4.94,3.55,8.95,13.93,81.63,1.1,0
0.239,0.52,249.22,3.56,1.87,5.08,12.87,88.95,0.975,0.7
0.2379,0.51,167.4,3.62,1.92,4.91,12.73,94.44,0.85,0
0.2377,0.78,300.15,5.23,4.36,5.04,14.87,89.94,0.725,7.4
0.2602,0.65,228.67,4.7,4.21,1.81,11.4,90.42,0.6,0.9
0.2633,0.9,117.11,6.44,7.13,-0.62,10.67,89.19,0.475,0
0.2575,0.61,116.97,5.65,6.29,-2.11,8.16,93.09,0.35,0.1
0.254,0.16,151.03,1.29,0,3.96,7.46,95.85,0.225,0
0.2507,0.49,313.26,3.38,1.68,5.67,9.87,90.73,0.1,0.3
0.248,0.36,451.45,2.71,2.37,3.56,11.69,86.6,0.2625,1.5
0.2486,0.25,291.43,2.01,0.63,2.86,8.5,92.53,0.425,1.1
0.2572,0.39,230.36,2.85,2.21,2.3,6.34,93.48,0.5875,2.4
0.2617,0.72,236.38,5.73,7.17,-0.18,9.95,87.36,0.75,0
0.2582,0.39,357.99,2.97,0.79,-0.23,9,89.67,0.9125,0.4
0.2551,0.19,239.51,1.38,0,7.62,9.44,97.01,1.075,0.4
0.2539,0.17,257.32,1.16,0.13,7.46,9.91,96.51,1.2375,1.8
0.2564,0.6,145.88,4.86,5.68,0.34,10.26,86.93,1.4,0.2
0.2562,0.39,385.04,2.86,1.05,2.57,8.26,86.69,1.375,4.5
0.2643,0.6,343.42,4.42,5.4,1.87,9.39,86.11,1.35,2.2
0.2811,0.1,410.97,0.8,0,3.86,11.27,93.88,1.325,12.6
0.3397,0.1,465.16,0.66,0,9.79,11.99,92.58,1.3,3.8
0.313,0.59,553.98,4.03,4.27,9.4,13.16,74.58,1.275,0.1
0.2979,0.3,589.75,1.93,1.66,6.65,15.1,72.28,1.25,10.2
0.3272,0.3,180.9,2.24,1.66,3.86,9.35,92.91,1.225,3.8
0.3326,0.39,241.99,3.2,1.92,-0.11,6.8,91.03,1.2,0.6
0.3103,0.34,423.18,2.86,2.57,1.93,6.93,87.25,1.0625,1
0.3287,0.1,550.43,0.68,0.01,3.19,8.25,91.83,0.925,13.5
0.3404,0.47,360.39,3.11,3.24,-0.17,7.48,91.26,0.7875,0.4
0.3159,0.2,165.74,1.38,0,-1.23,3.1,96.16,0.65,0.3
0.3042,0.26,199.33,2.2,1.01,0.24,5.05,94.16,0.5125,0.2
0.2957,0.21,160.72,1.85,1.21,-3.32,3.92,94.58,0.375,0
0.2878,0.1,197.99,1.08,0,-2.35,-0.35,98.23,0.2375,1.1
0.2873,0.1,333.62,0.79,0,-0.67,4.38,97.05,0.1,2.4
0.2921,0.27,273.74,2.13,1.91,2.3,9.19,93.67,0.25,0.1
0.2863,0.1,357.94,0.76,0,3.09,7.27,87.51,0.4,0
0.2803,0.17,441.47,1.25,0,6.3,8.57,79.92,0.55,0
0.2842,0.1,644.36,0.86,0.49,3.48,6.99,84.02,0.7,7.8
0.3372,0.1,438.42,1.35,1.24,-0.01,5.12,89.06,0.85,20.2
0.3564,0.2,478.24,1.75,1.27,-0.12,2.83,89.57,1,8.1
0.353,0.09,546.18,0.57,0,-0.12,5.46,90.98,1.15,15.7
0.3609,0.09,393.55,0.61,0,-2.45,1.33,93.22,1.3,10
0.358,0.3,383.86,2.53,2.76,0.28,2.24,92.4,1.2625,1.8
0.3804,0.1,593.48,0.57,0.03,0.51,6.77,89.97,1.225,12.3
0.5567,0.18,475.22,1.6,1.11,0.72,5.21,89.04,1.1875,3.4
0.5362,0.15,223.23,1.24,0.42,1.04,4.89,90.3,1.15,0.3
0.4479,0.36,237.08,3.08,4.31,-0.65,5.9,92.63,1.1125,2.6
0.4176,0.47,318.8,3.77,5.04,-1.9,4.75,94.4,1.075,9.9
0.4306,0.16,264.51,1.28,0.19,1.27,7.19,93.56,1.0375,0
0.4059,0.2,212.62,1.55,0.25,2.43,7.06,94.77,1,0.3
0.3846,0.1,181.12,0.95,0.06,5.11,8.14,97.48,1.0375,0.9
0.371,0.11,199.08,0.89,0.01,6.89,9.56,98.23,1.075,2.5
0.369,0.12,144.72,0.8,0.08,7.94,9.56,98.04,1.1125,0.7
0.3603,0.1,495.14,0.54,0,8,9.51,91.41,1.15,0
0.347,0.1,578.91,0.75,0.14,8.03,9.96,87.9,1.1875,0
0.3348,0.1,565.2,0.78,0,4,8.72,83.7,1.225,1.3
0.33,0.29,574.87,2.11,1.99,3.86,7.5,81.3,1.2625,1.7
0.3384,0.2,387.8,1.48,0.82,2.24,6.79,85.29,1.3,2.9
0.3357,0.36,415.4,3.2,4.16,0.86,5.11,82.45,1.18,0
0.3318,0.18,492.94,1.44,1.38,-0.94,5.92,88.41,1.06,10.8
0.3652,0.14,571.23,1,0.15,3.39,12.47,84.99,0.94,8.9
0.3885,0.19,611.63,1.08,0.16,8.43,14.17,86.86,0.82,6.2
0.3954,0.3,509.05,2.29,1.88,4.81,8.88,85.02,0.7,11.2
0.4058,0.22,446.77,1.68,0.42,4.33,8.51,88.95,0.825,16
0.5142,0.1,864.8,0.93,0.35,6.28,11.32,77.47,0.95,2.3
0.5391,0.13,563.45,0.91,0.02,6.25,11.19,83.76,1.075,3.3
0.4841,0.25,426.96,1.9,0.75,3.98,9.05,85.99,1.2,5
0.4623,0.2,261.53,1.6,0.29,0.49,6.03,92.05,1.325,0.2
0.4151,0.37,573.12,3.38,4.7,-0.07,3.24,80.78,1.45,0
0.3832,0.31,500.22,3.02,3.83,0.39,4.35,79.85,1.575,0
0.3665,0.21,256.26,1.93,0.6,0.7,6.35,89.9,1.7,0.3
0.3597,0.19,246.62,1.54,0,5.72,8.45,89.79,1.8625,2.9
0.3558,0.19,125.51,1.4,0.58,2.42,7.75,97.18,2.025,0.1
0.3373,0.1,111.08,0.86,0.05,3.83,5.26,95.97,2.1875,0
0.3244,0.18,248.36,1.36,0.25,2.34,6.31,87.33,2.35,0
0.3149,0.46,337.21,3.96,5.95,1.08,5.27,80.52,2.5125,0
0.3181,0.1,597.33,0.96,0,0.84,7.6,86.67,2.675,9
0.364,0.3,505.43,2.71,2.09,1.97,6.88,82.64,2.8375,6.6
0.3737,0.28,520.07,2.23,1.8,1.11,5.33,81.3,3,6.4
0.3862,0.21,663.57,1.62,0.43,0.59,10.57,84,2.7125,8.5
0.4009,0.41,343.84,3.6,3.76,0.99,5.54,88.12,2.425,2.7
0.3928,0.14,246.13,1.3,0.11,0.57,3.57,94.41,2.1375,2.3
0.3819,0.49,259.53,4.51,5.04,0.3,6.06,88.69,1.85,2.9
0.3785,0.4,326.9,2.82,0.9,1.78,8.44,90.23,1.5625,0.1
0.361,0.38,466.13,2.71,1.03,5.3,11.07,85.81,1.275,0.5
0.3526,0.29,678.68,1.63,0.42,7.84,14.02,82.02,0.9875,1.5
0.3475,0.25,321.32,2.01,0.04,5.65,9.23,89.8,0.7,0
0.3314,0.37,140.16,2.75,1.13,1.41,7.33,95.09,0.7125,0
0.3161,0.47,407.92,3.48,3.58,2.81,7.3,85.4,0.725,1.7
0.3164,0.37,563.95,2.59,0.99,5.7,11.09,90.61,0.7375,0
0.316,0.16,589.55,1.22,0.01,2.61,10.68,85,0.75,4.9
0.3273,0.59,246.1,4.61,5.53,0.24,7.07,91.49,0.7625,3.6
0.3527,0.1,541.64,0.8,0.05,1.76,9.6,90.98,0.775,10.9
0.3734,0.29,434.95,2.33,1.95,0.64,4.99,87.92,0.7875,5.5
0.3716,0.38,308.32,3.16,1.89,0.89,6.4,89.11,0.8,1.2
0.3584,0.45,235.49,3.64,1.36,-0.93,5.39,91.57,0.8125,0.3
0.3399,0.33,377.05,3.19,1.92,-0.6,2.5,81.32,0.825,0.7
0.3262,0.72,383.19,6.78,6.71,-2.68,3.69,81.3,0.8375,0
0.3147,0.5,310.75,5.09,4.17,-4.5,0.77,79.57,0.85,0
0.303,0.77,200.36,8.16,8.31,-6.61,1.72,75.07,0.8625,0
0.2852,0.76,180.15,7.96,7.08,-8.17,3.57,80.23,0.875,0
0.2797,0.57,378.7,5.31,4.43,-2.73,2.6,78.83,0.8875,0.6
0.292,0.41,317.81,3.56,2.56,0.69,6.32,86.69,0.9,4
0.321,0.59,558.44,4.35,2.98,0.7,7.47,84.55,0.9,2.2
0.3153,0.79,369.37,7.05,6.78,-1.3,5.83,79.63,0.9,0
0.3007,1,374.73,8.89,8.71,-1.69,6.33,71.53,0.9,0
0.287,1.04,409.48,9.21,8.86,-2.63,5.73,62.47,0.9,5
0.3063,0.24,382.86,1.92,0.63,-0.66,8.66,91.87,0.9,1
0.3035,1.05,233.35,9.06,8.69,-2.92,8.44,84,0.9,0
0.2937,0.71,168.3,6.31,4.76,-4.82,6.55,82.9,0.9,0
0.2844,1.03,192.18,9.35,8.54,-4.72,7.39,82.45,0.9,0
0.2833,0.5,168.45,4.29,1.48,-2.49,3.98,82.32,0.875,0
0.283,0.68,202.38,6.34,4.25,-4.3,5.19,80.38,0.85,0
0.2775,1.07,269.05,10.01,9.18,-4.32,4.67,75.85,0.825,0
0.2727,1.16,394.96,10.72,9.36,-3.43,5.01,70.74,0.8,0
0.2689,1.14,453.81,10.94,8.87,-3.5,3.39,68.93,0.775,0
0.2638,1.09,563.86,10.57,9.2,-4.2,3.65,55.14,0.75,0
0.2572,1.14,505.91,11.71,9.64,-5.19,1.13,54.15,0.725,0
0.2382,0.75,447.39,8.19,5.92,-5.75,0.07,68.65,0.7,0
0.158,0.95,337.52,11.28,8.95,-8.36,0.12,68.98,0.625,0
0.1219,0.86,574.58,10.46,8.55,-9.79,-3.2,63,0.55,0
0.1032,0.8,798.98,8.97,6.37,-7.87,0.11,46.81,0.475,0
0.1029,0.65,654.46,6.99,3.56,-7.19,-0.17,54.86,0.4,1.8
