"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.2589,4.08,221.1,21.91,7.43,15.04,26.91,75.96,1.6,0
0.2469,4.28,262.02,24.91,10.09,11.81,23.03,77.62,1.55,0
0.2334,4.87,240.37,29.11,13.12,9.33,21.66,65.11,1.5,0
0.2173,4.14,148.69,24.33,8.39,8.36,22.47,67.49,1.4,0
0.2002,3.08,187.45,17.58,3.87,13.2,22,72,1.3,0
0.1866,2.08,140.43,12.16,1.15,14.47,21.87,86.81,1.2,20.1
0.3074,1.98,280.76,11.87,1.95,13.83,19.91,91.3,1.1,16
0.354,2.38,292.18,14.28,4.1,12.75,20.82,85.45,1,6.1
0.3609,2.53,181.63,15.4,3.99,11.12,19.22,87.46,0.9,12.8
0.3713,3.34,155.73,20.14,7,7.98,21.23,80.56,0.8,16.8
0.3835,2.05,187.11,12.39,2.09,12.58,19.62,88.12,0.7,10.7
0.3874,2.33,293.33,14.31,3.27,12.5,18.57,85.49,0.75,2.2
0.3599,3.35,222.18,20.28,6.18,11.77,19.18,73.65,0.8,0.3
0.3538,1.12,433.51,6.73,0.42,12.96,18.6,86.72,0.85,17.5
0.3902,1.9,243.52,10.9,0.62,15.51,20.94,92.35,0.9,2.5
0.3772,4.14,225.7,22.44,9.78,15.21,25.53,79.13,0.95,0
0.3512,4.27,207.5,21.72,7.79,18.6,31.19,78.72,1,14.9
0.3955,2.75,223.28,14.96,3.93,14.82,23.55,83.73,1.05,0.1
0.3851,1.31,180.79,7.96,1.61,10.85,18.6,88.88,1.1,7.6
0.3894,2.85,305.31,18.41,7.68,10.93,19.59,85.46,1.05,4
0.3877,1.46,312.4,8.82,2.46,11.15,17.56,89.62,1,6.4
0.3916,3.48,215.42,20.1,5.71,10.83,22.78,75.17,0.95,7
0.3959,3.02,391.07,17.71,4.38,13.38,21.06,77.69,0.9,3.3
0.3859,1.62,370.47,9.51,1.11,14.42,19.62,86.94,0.85,4.9
0.3998,1.51,419.73,8.69,0.31,14.73,20.84,87.69,0.8,13.6
0.4165,3.39,416.03,20.65,7.77,9.52,19.16,76.52,0.75,1.8
0.3967,3.47,287.07,20.77,8.26,10.04,20.54,74.38,0.7,0
0.378,3.54,139.04,20.58,9.39,9.75,22.5,77.37,0.6625,0
0.3583,2.13,399.3,12.71,4.5,10.1,20.71,82.2,0.625,1.7
0.3388,3.97,247.11,23.95,11.21,8.75,20.52,75.16,0.5875,0
0.3157,3.68,174.72,21.47,7.34,7.19,22.39,72.97,0.55,0
0.3013,2.3,320.46,13.05,2.98,14.53,21.71,76.29,0.5125,0
0.29,3.44,276.74,18.92,4.29,14.61,24.61,76.13,0.475,0
0.2774,4.58,323.22,24.18,10.02,15.3,29.43,69.9,0.4375,0
0.2638,3.17,490.79,17.72,6.91,15.42,23.18,67.06,0.4,0
0.2511,3.77,296.2,22.08,7.54,12.5,23.4,76.73,0.55,0
0.2424,2.2,234.29,13.63,4.44,10.02,18.92,83.66,0.7,6
0.2448,3.19,295.25,19.53,7.51,7.74,19.93,74.36,0.85,0
0.2375,3.35,238.85,19.54,9.27,9.21,21.72,72.44,1,0
0.2281,2.25,279.2,12.53,2.65,14.4,24.16,79.43,1.15,0
0.2193,2.39,248.14,13.44,5.16,13.68,24.65,82.47,1.3,0.6
0.2064,4.52,163.24,24.16,11.43,12.46,28.02,72.14,1.45,0
0.1894,5.18,171.25,26.74,14.76,13.01,30.61,61.13,1.6,0
0.1705,4.73,273.94,23.85,11.19,17.9,34.71,62.62,1.5125,1.9
0.1542,4.59,211.61,24.26,10.75,16.13,28.19,72.94,1.425,10.7
0.1438,3.06,184.08,16.55,5.59,17.36,26.13,82.24,1.3375,0
0.1451,3.32,215.78,17.78,5.8,17.85,26.62,83.46,1.25,0
0.147,2.78,133.06,15.17,5.23,16.36,26.55,82.81,1.1625,0
0.1465,2.5,222.32,13.7,3.19,14.41,24.56,80.94,1.075,0
0.1433,3.3,128.21,18.52,6.11,11.44,24.48,74.1,0.9875,0
0.138,2.86,309.51,16.04,4.65,14.14,22.64,78.8,0.9,1.2
0.1335,2.5,239.79,13.93,3.34,15.86,24.18,83.76,0.925,6.2
0.132,2.41,321.47,13.68,3.34,15.2,23.18,82.22,0.95,2.7
0.1308,1.89,222.31,10.73,1.81,14,22.65,86.63,0.975,0.8
0.13,2.61,222.11,15.14,5.38,11.82,20.95,81.51,1,2.1
0.1288,2.67,224.32,15.64,5.15,11.37,21.79,79.92,1.025,8.4
0.1403,1.02,294.17,6,0.03,13.41,18.33,96.23,1.05,10.4
0.2761,0.76,446.59,4.38,0.52,15.68,19.52,93.85,1.075,16.1
0.3356,2.28,397.48,13.17,3.95,12.68,20.96,81.29,1.1,2.1
0.3224,3.09,277.44,18.03,7.74,11.32,23.09,80.71,1.175,0
0.2979,2.72,265.6,15.77,6.39,9.78,23.17,83.3,1.25,0.5
0.279,2.78,364.17,15.66,5.94,9.78,23.91,77.92,1.325,0
0.2653,2.75,379.29,15.91,6.28,12.34,21.97,74.18,1.4,0.8
0.256,2.43,238.54,15.26,6.69,9.84,19.13,79.73,1.475,2.7
0.2483,2.9,219.24,18.65,8.38,7.2,17.63,79.33,1.55,0.4
0.2456,0.96,356.86,6.09,0.36,5.91,15.9,92.79,1.625,6.9
0.2673,2.33,321.23,12.98,3.93,15.05,23.14,86.82,1.7,0.1
0.2651,2.42,290.73,13.77,4.34,13.5,22.85,83.47,1.675,0
0.253,2.62,155.09,15.23,4.16,11.37,22.83,76.14,1.65,0
0.24,4.02,222.89,23.21,11.96,10.72,22.25,73.65,1.625,0
0.2247,3.75,288.34,22,11.54,10.51,22.51,74.71,1.6,0
0.2112,4.19,291.77,24.08,13.21,10.76,24.66,65.11,1.575,0
0.1932,4.09,209.06,23.35,12.77,9.2,25.19,67.59,1.55,0
0.1826,2.62,233.08,14.74,5.44,10.65,26.22,76.5,1.525,1.9
0.1682,2.98,363.95,16.79,7.46,14.81,23.99,72.96,1.5,0
0.1543,1.65,437.4,9.74,3.39,13.99,19.5,84.74,1.4875,9.4
0.1545,1.57,312.19,8.99,3.55,12.18,23.06,86.45,1.475,0
0.16,4.03,148.65,21.83,12.82,11.57,28.16,70.91,1.4625,0
0.1564,4.23,199.21,21.73,12.89,15.7,31.57,66.74,1.45,0
0.1451,4.22,179.78,21.5,12.82,16.69,32.6,68.41,1.4375,0
0.1315,3.71,229.14,19.28,10.85,17.47,29.41,74.14,1.425,0
0.1177,3.42,309.76,17.82,8.14,16.58,29.16,75.14,1.4125,0
0.1059,3.06,324.94,16.44,8.92,14.51,26.83,73.45,1.4,0
0.0953,2.45,224.19,14.34,5.47,10.25,22.48,80.6,1.4125,0
0.0881,3.46,104.18,20.29,12.45,7.71,24.15,72.95,1.425,0
0.0821,3.45,161.55,19.62,11.74,9.87,26,71.21,1.4375,0
0.0777,2.49,197.38,14.47,7.11,11,24.11,82.75,1.45,0
0.0737,2.59,257.33,14.98,5.56,9.75,23.08,78.54,1.4625,2.1
0.0717,2.49,269.76,14.21,5.92,13.12,23.47,78.49,1.475,0.6
0.0699,1.74,457.32,9.86,3.56,14.3,23.07,82.33,1.4875,1.9
0.0683,2.59,202.7,14.89,8.12,12.1,23.24,81.86,1.5,0
0.068,2.89,138.71,16.35,10.31,10.96,26.04,80.76,1.5,0
0.0698,3.41,170.28,18.92,11.87,11.87,26.93,70.9,1.5,0
0.0716,3.29,251.78,17.95,12,12.5,28.22,71.67,1.5,0
0.072,2.74,175.23,16.05,8.92,11.09,23.65,80.63,1.5,0
0.072,3.06,165.96,17.54,11.15,9.09,26.21,71.46,1.5,0
0.0724,1.39,147.57,7.93,1.49,13.97,23.37,84.98,1.5,0
0.0745,3.17,125.24,17.01,11.39,13.63,29.68,72.36,1.5,0
0.075,3.19,199.7,16.44,11.48,15.73,32.51,66.11,1.5,0
0.0749,3.17,206.29,16.37,11.43,16.71,32.42,63.14,1.45,0
0.0726,2.91,308.29,15.28,9.12,15.6,30.37,65.2,1.4,8.4
0.0773,1.84,278.36,10.6,4.99,14.17,22.02,80.87,1.35,0
0.0903,1.31,150.41,7.45,1.12,11.57,19.95,87.14,1.3,0
0.1077,1.45,245.76,8.55,3.19,13.05,19.97,82.87,1.25,0
0.1204,1.92,165.21,11.96,5.41,8.95,19.85,77.02,1.2,0
0.1277,1.76,102,11.04,4.39,6.48,19.91,78.91,1.15,0
0.1325,2.28,157.5,14.02,9.28,8.4,20.9,71.39,1.1,0
0.1344,1.88,118.34,11.87,6.63,6.95,21.6,78.62,1.0375,0
0.1356,2.07,190.32,12.84,8.23,7.25,21.58,80.53,0.975,0
0.1337,2.41,228.59,14.28,10.09,7.22,24.01,70.74,0.9125,0
0.1289,2.3,306.54,13.38,9.05,9.95,26.09,70.64,0.85,0.3
0.1233,1.77,115.88,11.05,5.96,7.4,19.96,82.05,0.7875,0
0.1179,2.29,175.19,14.3,9.84,5.1,21.64,72.88,0.725,0
0.1127,1.99,438.45,11.28,6.5,14.36,23.2,63.6,0.6625,0
0.1057,0.92,515.75,5.38,1.98,13.78,19.19,80.34,0.6,1.7
0.1016,1.67,297.73,10.23,5.14,11.2,18.83,78.08,0.6125,0.5
0.0979,1.25,224.72,7.86,3.05,9.9,17.92,85.07,0.625,3.2
0.0954,0.89,394.88,5.8,2.26,8.68,15.92,87.36,0.6375,2.1
0.0949,1.59,241.18,9.85,6.2,11.29,18.54,80.15,0.65,0
0.0932,1.34,361.84,8.6,5.22,8.78,17.49,78.41,0.6625,0
0.09,1.99,418.93,13.5,10.06,4.85,14.46,70.6,0.675,0
0.0873,0.99,345.93,6.87,2.19,3.31,13.06,78.03,0.6875,0
0.086,0.77,280.56,5.15,2.4,9.86,14.7,82.91,0.7,0
0.0844,1.29,232.46,8.8,4.29,4.72,14.7,76.59,0.725,0
0.081,1.42,118.75,10.13,7.68,2.76,14.07,82.22,0.75,0
0.0782,1.33,144.25,9.85,6.68,1.94,13.37,78.91,0.775,0
0.0758,0.87,149.98,6.43,1.99,0.12,12.46,88.37,0.8,1.3
0.075,0.51,365.01,3.48,0.26,6.99,10.02,83.5,0.825,0
0.0737,1.05,463.14,7.23,4.52,6.67,12.1,76.77,0.85,0
0.0722,1.13,373.22,7.93,5.79,7.41,13.48,77.6,0.875,7.6
0.0733,0.55,259.04,3.75,2.24,8.64,14.73,90.12,0.9,0.2
0.0733,1.64,251.8,10.43,9.1,6.42,19.53,78.82,0.8625,0.2
0.0741,0.89,186.59,5.8,3.49,6.75,16.45,90.02,0.825,0
0.0726,0.62,346.47,4.28,2.61,7.03,13.66,91.7,0.7875,15.6
0.0752,0.58,346.55,4.22,2.47,4.11,11.47,90.02,0.75,3.2
0.0913,0.27,216.37,1.9,0.22,6.2,11.1,93.68,0.7125,5.7
0.1262,0.66,193.33,4.9,2.3,5.58,10.55,87.79,0.675,2.5
0.144,0.63,138.67,4.73,2.16,-0.51,9.88,90.01,0.6375,0.2
0.1524,0.62,136.67,5.51,2.48,-1.43,7.66,95.13,0.6,0
0.1593,0.26,211.78,1.93,0.06,4.95,8.81,93.87,0.625,2
0.1676,0.24,104.38,1.63,0.05,8.3,9.78,93.08,0.65,0
0.1736,0.89,140.11,6.19,4.46,6.61,12.67,88.74,0.675,0
0.1778,0.39,327.81,2.67,0.38,7.88,13.27,92.74,0.7,0
0.1815,0.21,316.56,1.46,0,10.08,13.79,92.14,0.725,0.6
0.1846,1,97.1,6.93,7,4.91,14.99,89.46,0.75,0
0.1853,0.91,67.79,6.53,6.53,4.34,15.19,90.34,0.775,0
0.1857,1.05,102.16,7.43,8.08,3.81,15.8,89.75,0.8,0
0.1863,0.57,151.48,3.96,2.81,3,14.1,94.48,0.7375,2.6
0.1898,0.77,244.43,5.95,5.35,2.5,11.25,90.81,0.675,2.3
0.1933,0.55,227.62,4.42,3.76,1.11,10.16,94.22,0.6125,0.4
0.1942,0.65,326.55,4.82,5.18,5.64,10.93,83.3,0.55,1.6
0.1968,0.48,297.15,3.57,2.36,4.46,10.52,90.62,0.4875,0.8
0.1986,0.42,390.04,3.29,1.97,3.73,8.41,90.16,0.425,0.9
0.2014,0.17,207.97,1.28,0,2.55,6.16,94.2,0.3625,2.1
0.2063,0.5,181.45,4.19,3.1,-0.72,4.99,89.71,0.3,0.5
0.2179,0.2,229.97,1.38,0.08,-0.18,4.58,94.05,0.325,10.6
0.2536,0.13,166.67,1.19,0.37,2.61,6.56,96.57,0.35,9.3
0.2653,0.41,272.83,3.55,3.56,-2.98,5.32,88.51,0.375,0
0.2556,0.38,245.52,3.5,2.82,-3.09,5.09,85.4,0.4,0.4
0.2523,0.21,190.51,1.75,0.07,0.4,4.78,89.25,0.425,1.7
0.2532,0.3,291.93,2.58,0.94,-1.83,5.84,93.05,0.45,7
0.2715,0.1,351.92,0.78,0,5.66,11.92,98.12,0.475,11.2
0.298,0.3,419.91,1.92,1.29,9.29,13.95,93.09,0.5,9
0.2934,0.41,517.45,3.07,1.6,7.95,11.67,87.59,0.6375,16.1
0.3168,0.44,488.75,3.28,2.52,3.24,8.85,86.21,0.775,1.2
0.2861,0.42,434.39,3.07,2.44,3.83,7.93,80.27,0.9125,2.4
0.2805,0.2,625.51,1.48,0.41,4.9,13.49,75.67,1.05,4
0.2926,0.24,420.57,1.54,0.31,9.58,14.4,82.81,1.1875,2.6
0.2871,0.51,398.23,3.2,3.03,6.88,13.09,76.35,1.325,0
0.2735,0.31,208.23,2.36,1.52,4.45,12.34,91.83,1.4625,0.1
0.2651,0.44,491.96,2.85,2.84,3.97,9.31,82.08,1.6,0
0.258,0.61,391.6,5.23,7.42,-0.6,8.09,76.39,1.65,0
0.2536,0.37,127.95,3.73,3.12,-2.94,3.77,92.77,1.7,0
0.2508,0.36,172.1,2.85,2.19,-0.28,9.12,89.25,1.75,0
0.2482,0.59,271.5,4.87,7.11,-3.77,3.94,82.31,1.8,0
0.2462,0.6,112.89,5.6,7.11,-7.09,3.21,86.87,1.85,0
0.2445,0.44,298.14,4.26,5.37,-7.74,4.96,82.92,1.9,0
0.2447,0.19,350.16,1.37,0.15,3.33,8.15,90.18,1.95,0.1
0.2448,0.21,183.93,1.71,0.85,-1.35,9.18,92.4,2,0.8
0.2448,0.39,71.28,3.68,4.65,-4.64,6.08,93.98,1.7625,0
0.2436,0.47,218.45,4.76,6.79,-4.91,3.29,83.31,1.525,0
0.2422,0.42,115.13,4.31,6.86,-5.54,4.57,82.61,1.2875,0
0.2408,0.46,125.81,4.28,6.81,-5.78,5.87,89.74,1.05,0
0.2412,0.22,314.38,1.72,0.91,0.59,8.94,78.07,0.8125,0
0.2407,0.37,413.93,2.71,2.67,5.15,9.43,71.86,0.575,0.3
0.2404,0.22,359.71,1.57,1.48,6.62,11.81,87.35,0.3375,0.1
0.2409,0.14,371.52,0.95,0.26,5.63,9.36,92.17,0.1,5.6
0.258,0.25,414.28,1.84,0.7,6.22,9.83,88.69,0.1875,1
0.257,0.18,197.26,1.4,0.57,2.38,7.81,93.78,0.275,0.8
0.256,0.11,235.78,0.89,0.02,4.19,7.46,94.18,0.3625,0.5
0.2553,0.3,191.52,2.15,2.1,4.97,9.94,94.4,0.45,0
0.2532,0.13,291.1,0.91,0,4.95,8.12,92.73,0.5375,0
0.2508,0.39,224.56,2.85,3.72,2.61,7.39,86.63,0.625,0.2
0.2505,0.2,180.95,1.22,0.33,2.38,7.06,94.12,0.7125,0.3
0.251,0.21,185.17,1.57,0.82,4.53,8.22,94.93,0.8,0
0.2498,0.36,179.17,2.87,4.45,-0.99,7.02,94.97,0.8875,0
0.2482,0.36,197.44,3.37,5.42,-2.95,3.67,92.56,0.975,0
0.2471,0.27,405.65,2.35,1.28,-0.94,8.04,85.02,1.0625,14.8
0.3063,0.1,310.3,0.95,0.02,4.06,6.53,95.06,1.15,0.2
0.2979,0.26,479.44,2.51,3.02,3.7,8.38,88.82,1.2375,1.2
0.2926,0.29,550.92,2.07,1.26,5.93,8.73,85.53,1.325,2
0.2943,0.1,636.22,0.47,0,7.88,11.32,90.37,1.4125,3.7
0.2986,0.35,534.07,2.74,3.62,3.21,11.33,79.67,1.5,1.1
0.2945,0.4,292.59,3.36,5.85,1.27,8.83,89.38,1.6,0.1
0.2857,0.17,139.5,1.53,0.68,-3.21,4.51,96,1.7,0
0.2792,0.31,82.44,3.22,4.61,-5.32,2.35,95.69,1.8,0
0.2743,0.4,168.78,4.13,6.42,-6.69,3.1,94.26,1.9,0
0.2704,0.1,309.45,0.94,0.06,-2.11,0.7,98.41,2,0
0.2689,0.12,394.55,1.17,0.17,-1.8,0.66,96.19,2.1,2.8
0.275,0.4,240.41,3.66,5.37,-1.38,6.13,91.5,1.875,1
0.2731,0.21,462.31,1.96,1.43,-1.47,5.3,90.81,1.65,2.2
0.2745,0.32,462.96,2.67,2.85,0.86,6.61,83.43,1.425,2.2
0.2757,0.43,196.08,4.36,6.37,-6.58,2.41,82.13,1.2,0
0.2683,0.47,192.52,5.35,6.55,-8.02,-0.74,79.53,0.975,1.8
0.265,0.1,332.06,0.84,0.01,-3.02,0.84,93.42,0.75,1.8
0.2783,0.19,126.87,1.42,0,0.76,4.67,98.29,0.525,0.1
0.2802,0.19,340.28,1.65,0.32,2.02,5.63,94.44,0.3,6.4
0.3064,0.21,288.73,1.69,1.07,2.13,6.11,94.18,0.425,0.2
0.302,0.19,588.22,1.3,1.01,4.78,9.78,81.82,0.55,1
0.3057,0.39,480.26,2.87,2.23,1.03,7.19,82.28,0.675,28.2
0.3724,0.38,482.47,3.36,3.55,0.07,4.29,88.43,0.8,5.6
0.3586,0.3,343.08,2.62,2.32,-0.47,4.16,87.95,0.925,5.7
0.3419,0.4,174.07,3.99,3.79,-3.23,2.73,95.15,1.05,0
0.3233,0.11,158.67,1.12,0.29,-4.68,-0.3,95.72,1.175,0
0.3085,0.49,176.51,4.72,5.46,-4.98,-0.48,88.61,1.3,0
0.2996,0.3,168.53,3.05,2.88,-5.61,-1.27,91.32,1.15,0
0.2917,0.6,122.34,6.26,7.03,-6.43,2.75,82.52,1,0
0.2824,0.5,157.12,4.75,6.31,-6.79,3.78,73.81,0.85,0
0.2759,0.58,196.92,5.59,7.55,-5.65,4.19,81.42,0.7,0
0.2672,0.56,69.23,6,7.39,-8.54,3.08,85.78,0.55,0
0.2612,0.17,145.03,1.56,0.07,-4.53,1.14,89.29,0.4,0.5
0.2668,0.18,137.11,1.56,0,-0.37,1.63,96.41,0.25,0
0.2719,0.28,193.59,2.86,2.34,-5.15,-0.06,84.51,0.1,0
0.2635,0.6,224.53,6.31,7.52,-5.74,1.43,77.87,0.125,0
0.2549,0.5,290.19,4.03,5,-4.82,6.54,69.87,0.15,0
0.2597,0.51,302.66,4.27,4.08,1.12,9.45,69.17,0.175,0.8
0.2677,0.44,378.47,3.48,2.95,2.89,7.16,87.31,0.2,8.6
0.3173,0.13,368.8,1.1,0.05,2.45,7.55,93.97,0.225,1.1
0.3204,0.23,150.18,1.8,0.42,2.16,4.65,87.37,0.25,0
0.3081,0.44,342.79,3.59,2.23,-0.09,6.03,83.96,0.275,1.1
0.3024,0.71,341.45,5.01,4.46,5,12.51,84.34,0.3,0.7
0.2958,0.44,304.24,3.08,1.12,5.53,11.62,82.97,0.35,0.4
0.2981,0.32,285.49,2.5,0.64,2.86,7.82,90.18,0.4,6.3
0.3208,0.7,234.89,5.62,5.91,1.03,8.81,87.65,0.45,0.1
0.3076,0.46,155.93,4,1.93,-0.04,7.47,86.8,0.5,0.2
0.3023,0.19,321.66,1.54,0,1.83,4.46,93.21,0.55,3.7
0.3063,0.21,346.96,1.8,0,-0.47,2.43,90.19,0.6,0
0.2956,0.27,349.7,2.39,0.31,-2.95,0.65,82.87,0.65,0
0.2862,0.16,338.76,1.56,0,-3.48,-0.39,82.97,0.7,1.7
0.2832,0.22,305.77,2.13,0.23,-1.54,1.46,91.06,0.625,7
0.3107,0.53,409.21,4.22,2.92,-0.02,4.99,85.84,0.55,0
0.3053,0.99,451.59,8.36,8.68,-1.05,8.28,75.06,0.475,0
0.293,1.02,262.1,8.61,8.76,-1.46,9.94,70.01,0.4,0
0.2831,1.08,201.21,8.46,8.31,-1.2,14.95,73.67,0.325,0
0.2773,0.68,264.42,5.07,3.06,3.18,10.81,90.35,0.25,0.8
0.2745,0.36,287.7,2.81,0.7,2.84,9.21,92.07,0.175,0.4
0.272,0.8,153.54,6.17,3.91,1.11,10.51,84.43,0.1,0
0.2693,0.27,314.18,2.08,0.24,0.73,7.72,91.56,0.1,1
0.2711,0.22,479.64,1.58,0.01,6.78,11.13,95.13,0.1,6.3
0.2983,1.19,399.04,8.38,6.48,7.61,12.26,83.61,0.1,4
0.3208,0.19,641.2,1.23,0,8.43,11.16,91.67,0.1,31.9
0.5192,0.39,837.69,2.51,0.98,4.06,10.89,83.52,0.1,7.2
0.5053,0.86,339.13,6.94,5.67,-1.43,7.97,80.96,0.1,0.4
0.435,0.6,455.92,4.82,3.06,-0.23,8.12,77.63,0.1,0.8
0.4126,0.43,513.76,2.93,0.09,6.47,10.65,81.03,0.1,0.1
0.4054,0.43,604.21,3.27,0.43,5.68,12.01,75.13,0.1625,6.8
0.4168,0.61,572.96,4.86,1.78,1.77,9.16,79.55,0.225,5.8
0.4183,0.74,389.12,5.84,2.36,2.32,9.43,86.56,0.2875,3.2
0.4107,0.49,619.87,3.62,0.78,3.14,8.34,74.33,0.35,1.1
0.3958,0.69,310.28,5.23,1.85,0.62,10.17,73.41,0.4125,0.4
0.3879,0.75,297.15,5.07,0.9,6.08,14.3,78.09,0.475,11.8
0.4179,1,497.34,7.44,4.37,4.54,10.85,82.39,0.5375,8.2
0.4213,0.66,229.98,5.1,2.04,3.82,8.74,88.63,0.6,2.5
0.4047,0.68,221.23,5.18,2.15,0.73,9.83,87.34,0.6,2.5
0.4432,0.21,380.75,1.62,0.01,1.2,10.31,93.5,0.6,15.5
0.4997,0.72,380.78,5.2,2.8,3.91,13.23,85.61,0.6,0.4
0.4335,1.67,139.81,12.43,8.68,-0.22,11.89,77.98,0.6,0
0.405,1.27,176.41,9.26,5.81,1.39,12.96,69.69,0.6,0
0.3842,1.91,288.09,13.47,9.25,2.95,14.96,59.97,0.6,0
0.3613,1.4,199.37,10.33,5.67,0.62,14.93,73.19,0.6,0
0.3404,1.74,327.7,12.29,6.92,3.02,16.08,81.79,0.6,0
0.3226,1.82,170.48,12.92,7.02,1.8,14.9,77.21,0.6625,0
0.3084,2.08,201.27,14.68,10.63,-0.02,17.22,74.53,0.725,0
0.2988,1.22,467.23,8.47,4.17,6.05,10.8,67.72,0.7875,8.7
0.3635,0.49,467.41,3.25,0.1,6.51,12.68,93.09,0.85,9.4
