"VWC5","EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
0.1772,0.97,454.76,6.78,0.42,6.26,12.68,79.04,1.1625,1.7
0.178,1.85,335.77,13.03,4.85,1.52,13.83,76.35,1.175,0
0.1761,0.73,259.75,5.3,0.33,1.71,11.9,76.78,1.1875,1.1
0.1769,1.58,434.46,10.96,3.99,4.58,13.01,72.22,1.2,0.6
0.1786,1.45,297.43,10.59,3.16,3.78,11.25,73.95,1.2125,15.2
0.2625,2.08,353.79,15.86,7.09,0.84,11.79,75.75,1.225,0.4
0.2674,2.21,286.03,17.3,9.87,-1.01,10.99,71.02,1.2375,0.6
0.2582,2.23,268.97,18.39,8.9,-2.18,9.18,61.3,1.25,0
0.25,2.93,134.98,22.78,13.07,-4.18,12.71,60.38,1.2625,0
0.2428,1.3,355.62,8.88,0.64,4.23,15.28,69.93,1.275,2.8
0.2445,1.83,358.41,13.38,4.95,2.91,11.39,70.46,1.2875,0
0.2427,1.7,243.82,12.95,4.83,0.9,11.26,73.88,1.3,0
0.2384,1.95,370.74,13.57,3.37,1.03,15.15,70.11,1.375,1.4
0.2367,2.66,377.4,20.57,10.71,-0.25,10.9,72.4,1.45,0.3
0.2337,2.39,212.33,18.1,7.87,-0.66,11.6,73.02,1.525,0.3
0.2307,2.08,219.76,16.31,7.65,-2.53,12.02,69.02,1.6,0
0.2274,1.6,254.89,11.64,3.93,0.85,12.24,75.34,1.675,0.7
0.2265,2.39,159.74,17.37,7.82,0.23,13.77,66.35,1.75,0
0.2229,3.75,491.07,24.06,12.24,3.11,19.21,47.13,1.825,1.9
0.2187,1.08,240.3,7.15,0.27,6.2,13.1,76.34,1.9,1.2
0.2216,1.22,207.71,8.34,1.52,5.2,15.05,88.23,1.8,4
0.2305,1.48,257.33,9.88,1.69,7.45,15.54,83.34,1.7,3.1
0.2473,1.83,408.35,12.29,1.99,7.9,14.91,79.56,1.6,0.7
0.244,0.92,278.98,6.57,0.47,5.54,12.02,86.81,1.5,0
0.2401,3.8,344.84,24.05,11.03,5.49,20.03,72.73,1.4,0
0.2329,1.71,302.52,11.02,2.27,7.73,17.1,79.31,1.3,0
0.2268,1.47,288.33,10.13,3.6,3.86,15.51,72.25,1.2,0
0.2217,3.05,199.2,21.94,10.37,0.53,14.54,65.58,1.1,0
0.2163,3.93,148.34,27.16,13.95,-0.59,17.13,63.29,1.2375,0
0.2107,3.34,268.73,20.13,8.44,5.14,23.49,66.49,1.375,3.2
0.2105,2.76,285.4,16.19,4.61,11.77,22.56,75.38,1.5125,2.4
0.2094,2.91,275.43,17.4,5.34,9.55,22.21,79.71,1.65,0.6
0.2063,3.03,290.04,18.47,7.34,7.3,21.99,70.92,1.7875,0.5
0.2032,4.42,199.31,26.38,11.86,4.5,22.48,58.49,1.925,0
0.2004,2.96,222.62,15.68,2.87,15.39,27.48,60.31,2.0625,0
0.1983,4.93,285.32,25.51,11.51,14.65,29.98,51.78,2.2,2.7
0.1965,1.49,252.92,8.6,1.06,15.49,21.43,83.48,2.25,1.7
0.1999,1.18,360.69,7.55,0.3,9.9,16.6,83.32,2.3,2.4
0.2045,3.29,261.02,20.82,9.03,7.04,18.09,73.06,2.35,0
0.2019,3.63,144.43,22.2,10.53,5.59,21.22,62.95,2.4,0
0.1976,4.64,191.36,26.1,11.9,8.29,25.39,57.97,2.45,0
0.1938,4.26,312.3,24.61,11.55,10.62,23.96,61.62,2.5,0
0.1904,3.25,251.95,18.64,6.39,9.15,23.76,71.41,2.55,0
0.237,4.77,213.28,27.67,12.84,8.61,24.81,69.1,2.6,0
0.2641,5.35,298.04,28.84,14.5,11.54,27.82,57.96,2.3625,0
0.238,5.58,301.37,28.69,14.32,13.7,32.22,52.65,2.125,1.5
0.231,4.08,189.49,21.93,8.75,15.56,27.92,69.18,1.8875,0
0.2268,4.51,252.52,23.63,9.41,15.87,32.81,65.93,1.65,1.1
0.2249,3.14,364.09,17.37,5.37,13.16,24.74,71.36,1.4125,0
0.231,3.47,259.62,18.87,8.23,11.15,24.02,68.17,1.175,0
0.2237,4.97,149.33,28.58,14.5,8.11,25.63,59.68,0.9375,0
0.2188,4.45,164.23,23.73,9.27,11.42,29.13,55.96,0.7,0
0.2226,3.13,217.86,17.19,4.14,15.05,25.65,72.1,0.9125,7.5
0.2293,3.59,286.94,21.12,9.95,8.72,20.85,67.29,1.125,0
0.2214,3.8,298.8,22.1,7.58,7.73,23.06,56.76,1.3375,2.2
0.2304,2.6,591.01,15.34,5.38,12.11,18.61,67.5,1.55,5.7
0.2388,2.37,616.34,14.65,6.05,10.84,18.46,66.36,1.7625,3
0.232,3.33,385.75,18.96,5.16,11.98,24.36,65.34,1.975,4.8
0.2423,2.67,317.19,15.71,6.73,10.92,20.82,74.48,2.1875,6.8
0.2359,4.49,252.96,25.59,12.06,9.69,24.38,66.6,2.4,0
0.2264,3.54,294.96,18.99,4.74,14.03,28.7,60.96,2.3375,0
0.2213,1.94,434.22,11.43,3.04,13.06,18.32,66.86,2.275,0
0.2173,2.6,239.29,15.51,6.53,9.29,20.76,70.7,2.2125,0
0.2242,5.16,178.27,29.47,14.76,7.54,25.15,61.24,2.15,0
0.237,4.42,325.39,23.69,10.46,12.7,29.2,58.2,2.0875,0
0.2204,2.26,366.48,13.4,4.1,9.6,19.96,69.21,2.025,0
0.2217,1.88,225.3,10.45,0.47,11.13,23.06,74.51,1.9625,0
0.2526,4.66,117.57,24.95,12.64,11.09,28.22,70.29,1.9,0
0.2303,5.65,149.65,29.11,15.04,14.31,31.68,58.24,1.8125,0
0.2223,5.03,305.23,26.12,11.47,15.83,30.22,64.18,1.725,0
0.2166,5.15,235.7,27.18,13.39,13.86,29.75,59.77,1.6375,0
0.2125,4.7,406.67,23.87,9.23,17.63,34.56,58.73,1.55,0.4
0.2109,3.82,418.62,20.88,6.82,16.18,26.12,64.34,1.4625,0
0.2207,1.16,430.02,6.76,0.93,14.67,18.96,82.78,1.375,0.9
0.2533,1.75,383.87,9.75,1.48,16.05,20.71,78.1,1.2875,0.4
0.2366,4.75,275.19,27.02,11.68,12.73,23.19,61.91,1.2,0
0.2257,1.71,310.46,10.08,1.31,11.24,20.95,73.68,1.3875,3.6
0.2481,1.47,241.09,8.48,1.08,13.66,22.14,90.43,1.575,17.6
0.2524,2.22,205.24,12.91,1.02,12.68,22.37,81.46,1.7625,0.5
0.2394,2.6,306.42,15.02,2.21,12.23,22.51,78.72,1.95,12.6
0.282,1.2,279.8,7.13,1.77,13.03,20.15,91.28,2.1375,0.7
0.2697,2.66,294.34,15.75,5.72,9.14,20.88,81.32,2.325,0.7
0.2543,3.52,308.53,20.58,8.51,7.46,23.39,68.84,2.5125,0
0.2446,3.08,172.65,16.83,4.21,13.95,23.41,77.12,2.7,0
0.2385,4.16,150.13,22.95,9.98,12.31,26.89,71.17,2.925,0
0.2375,3.89,167.78,21.08,8.04,11.63,27.85,74.64,3.15,8
0.2695,4.31,272.75,23.06,9.98,15.71,27.77,79.16,3.375,0
0.2472,3.27,190.66,18,4.08,13.95,26.76,74.09,3.6,0
0.2385,4.82,154.83,26.94,12.59,12.05,24.84,66.31,3.825,0
0.2312,3.38,177.97,18.73,4.05,15.03,27.06,73.92,4.05,0.3
0.2262,2.46,309.86,13.93,1.96,14.61,22.41,76.48,4.275,15.8
0.2857,1.46,300.95,8.74,3.53,9.45,18.24,87.42,4.5,30.8
0.2716,3.47,92.25,20.95,7.43,7.23,21,72.13,4.4125,0
0.2574,2.28,242.74,14.31,5.35,8.98,19.93,79.55,4.325,4.4
0.2525,2.88,204.16,16.99,4.8,9.82,21.45,72.32,4.2375,0.2
0.2462,1.63,243.35,9.17,0.65,15.82,22.63,84.81,4.15,5.8
0.2531,4.79,184.1,26.91,11.16,13.5,23.89,72.02,4.0625,0
0.244,4.94,305.97,27.59,12.14,11.85,26.73,65.35,3.975,0
0.237,3.54,282.08,18.46,7.6,17.73,30.63,69.28,3.8875,8.5
0.2666,2.91,310.88,16.09,4.35,13.04,25.8,79.43,3.8,0.6
0.2546,4.78,205.03,26.95,13.21,10.56,24.14,62.52,3.4625,0
0.2457,3.66,225.75,20.02,5.77,15.19,26.55,71.66,3.125,11.4
0.2918,2.72,318.01,16.11,5.76,13.53,20.47,85.64,2.7875,15.3
0.3063,2.65,173.96,15.68,4.64,13.29,20.51,84.98,2.45,5.3
0.3055,1.86,332.07,10.95,1.97,13.65,19.67,89.38,2.1125,7
0.2912,3.62,268.21,20.28,8.33,13.96,23.52,77.14,1.775,0.3
0.2693,2.84,326.62,16.12,4.57,13.69,21.45,75.09,1.4375,0
0.2609,2.25,397.57,13.15,4.28,13.13,20.96,78.55,1.1,1.3
0.2581,2.03,359.62,11.12,1.48,15.9,23.77,74.75,1.35,0
0.2525,3.21,373.67,17.62,8.11,13.75,25.25,75.06,1.6,0.8
0.2462,3.77,191.69,21.32,9,11.98,24.27,72.07,1.85,0
0.2388,2.13,111.74,11.94,2.69,13.31,23.34,78.06,2.1,0
0.2322,2.37,215.14,13.53,2.1,14.05,23.58,79.07,2.35,2.8
0.2308,2.86,465.73,15.74,6.94,16.15,23.54,72.68,2.6,0.3
0.2264,2.36,426.29,13.6,4,12.1,22.22,72.2,2.85,0.8
0.2198,1.79,222.21,10.73,2.79,10.05,20.05,86.03,3.1,2.4234
0.2194,3.49,183.91,20.92,10.49,8.49,22.34,75.77,3.125,0
0.2097,4.11,151.97,23.8,12.65,8.31,24.16,69.55,3.15,0
0.2019,0.96,219.53,5.59,0,12.97,19.86,87.74,3.175,3.4
0.2047,3.15,286.86,18.22,6.98,12.08,22.18,77.33,3.2,0
0.2029,1.04,126.79,6.22,0.94,11.99,18.97,89.13,3.225,10.2
0.2661,2.16,168.64,12.71,2.47,13.61,20.33,79.03,3.25,3
0.2749,1.44,323.53,8.44,1.92,12.82,21.27,89.06,3.275,1.1
0.2708,2.65,172.41,15.5,5.28,10.36,22.29,81.81,3.3,0
0.253,3.85,191.8,21.63,10.68,10.89,25.56,75,3.2125,0
0.2444,1.62,167.4,9.02,2.51,13.68,25.2,87.4,3.125,3.3
0.2503,2.88,114.61,16.48,4.86,12.27,23.86,83.36,3.0375,0
0.2405,1.02,288.02,5.97,0.67,12.1,20.96,89.07,2.95,0.9
0.2461,1.73,287.44,8.85,1.87,10.98,21.22,88.11,2.8625,6.5
0.2782,2.29,383.72,13.93,6.18,11.69,19.46,80.88,2.775,2
0.2553,2.48,301.05,14.97,6.32,11.21,20.3,79.09,2.6875,0
0.2374,3.17,120.47,18.37,8.93,9.25,22.39,77.28,2.6,0
0.2157,3.38,175.79,19.27,9.53,12.02,24.2,71.28,2.5875,0
0.1925,3.55,248.06,19.55,9.71,12.18,26.76,68.84,2.575,0
0.1795,2.34,271.05,13.33,4.92,11.82,23.56,78.03,2.5625,0
0.1711,3.01,126.65,17.14,7.87,9.9,24.03,74.3,2.55,0
0.1622,2.98,135.04,16.55,6.38,12.19,25.9,73.14,2.5375,0
0.1528,3.46,111.22,19.58,10.43,12.2,25.04,72.87,2.525,0
0.1435,3.41,101.52,18.92,10.04,10.83,27.74,73.62,2.5125,0
0.1371,3.65,146.02,19.12,10.58,12.89,30.64,72.75,2.5,4.3
0.1625,1.59,232.88,9.02,0.83,14.4,24.16,88.92,2.4,16.9
0.2617,1.97,218.3,12.05,4.88,10.45,19.73,84.08,2.3,0.4
0.2454,2.25,119.04,13.59,5.97,9.49,20.31,81.94,2.2,4.3
0.239,2.59,141.23,16.02,8.08,8.09,20.14,78.89,2.1,0
0.2298,2.64,104.82,16.42,8.79,6.55,20.75,77.93,2,0
0.2172,2.38,195.8,14.25,5.4,8.96,22.48,77.26,1.9,0
0.2024,1.69,222.31,9.33,2.1,15.97,23.58,83.61,1.8,6.4
0.1998,1.7,379.93,10.11,3.4,12.86,19.76,79.51,1.7,0.3
0.2003,1.6,328.12,9.4,2.72,11.53,18.81,79.33,1.5625,0.5
0.1957,0.49,493.37,2.82,0,13.75,16.01,90.67,1.425,10.7
0.1983,1.65,266.25,10.47,4.02,9.29,17.93,89.7,1.2875,1.4
0.2004,2.24,455.17,14.06,8.21,7.8,18.28,80.3,1.15,1.2
0.1945,1.8,617.47,10.95,5.72,12.41,18.57,78.48,1.0125,2.9
0.1848,2.26,452.86,13.97,8.92,11.47,18.05,79.56,0.875,8.7
0.1942,1.96,688.71,12.14,5.92,11.1,18.78,78.4,0.7375,12.7
0.2644,1.15,467.11,7.77,2.3,9.17,14.5,91.16,0.6,14.8
0.2908,1.69,285.59,11.24,5.28,7.36,16.18,88.85,0.8125,1.8
0.2759,1.57,201.21,10.52,4.87,6.99,15.19,88.85,1.025,0
0.2604,2.07,120.88,13.77,7.48,5.24,17.02,85.02,1.2375,1.8
0.2783,1.17,228.85,7.74,2.4,7.92,15.6,92.23,1.45,11.4
0.2885,1.31,148.19,8.53,3.22,8.11,16.16,91.66,1.6625,0
0.2664,1.66,217.86,10.75,4.86,8.08,17.51,85.2,1.875,0
0.2537,2.13,178.94,13.59,10.12,8.09,18.95,80.06,2.0875,0
0.2461,1.63,119.72,10.29,4.32,6.25,20.01,85.64,2.3,0.4
0.2416,2.04,85.12,13.35,7.5,5.8,18.34,85.41,2.05,0
0.237,2.1,149.7,13.32,8.6,5.55,19.91,86.05,1.8,0
0.2324,1.45,193.55,9.07,3.1,8.61,18.84,88.91,1.55,0
0.2284,1.34,184.44,8.38,3.19,9.11,18.25,92.39,1.3,0
0.2239,1.99,178.36,12.03,7.34,7.7,21.28,82.89,1.05,1.6
0.2191,1.26,184.44,7.18,2.19,12.6,20.73,89.73,0.8,2
0.2204,1.88,202.75,10.65,5.54,13.18,23.22,87.83,0.55,10.9
0.3072,0.44,156.81,2.86,0.77,8.44,16.26,96.13,0.3,8.1
0.2927,1.56,379.71,9.62,4.71,8.82,18.64,77.74,0.5625,0.6
0.27,1.36,506.42,8.18,3.82,12.68,18.97,78.32,0.825,1.7
0.2593,1.54,347.04,9.79,6.78,10.32,16.05,81.09,1.0875,0.4
0.2532,0.94,450.57,5.99,0.88,9.83,14.57,76.83,1.35,8.7
0.2827,1.18,535.16,7.57,5.09,7.12,15.62,83.61,1.6125,2.9
0.2851,1.42,331.41,9.37,5.98,6.78,14.8,86.46,1.875,2.5
0.2781,0.32,452.96,2.12,0,9.35,12.59,90.13,2.1375,9.3
0.2862,0.94,196.04,6.2,3.4,6.63,14.94,89.83,2.4,0.4
0.2718,0.61,200.03,3.81,0.11,5.72,14.55,92.96,2.275,1.8
0.2708,0.77,373.67,4.64,1.65,12.17,15.92,88.84,2.15,0.5
0.2643,0.59,491.76,3.65,0.03,13.07,15.9,78.96,2.025,0.5
0.2573,1.23,365.98,7.71,4.64,8.99,16.09,80.47,1.9,0
0.2527,1.28,282.97,7.69,4.42,8.84,19.7,86.83,1.775,0
0.2492,1.75,230.57,10.43,9.15,10.63,21.38,88.06,1.65,0
0.2457,1.75,235.13,10.37,9.33,9.13,23.06,81.03,1.525,0
0.2428,1.65,267.09,9.19,8.07,13.71,24.64,76.68,1.4,0
0.2405,0.79,188.25,4.9,0.41,9.82,17.07,87.64,1.45,0
0.2387,1.39,136.87,8.61,6.81,9.88,19.7,89.29,1.5,0
0.2364,1.42,228.6,8.55,8.56,10,20.98,80.44,1.55,0.7
0.2346,0.7,503.03,4.4,2.35,10.12,17.07,78.84,1.6,1.7
0.2342,0.84,402.28,5.27,4.26,9.55,17.9,78.62,1.65,5.9
0.2497,0.61,491.94,4.14,1.58,9.14,12.47,87.71,1.7,4.6
0.2503,0.84,356.66,5.52,3.99,8.38,15.62,84.58,1.75,0.9
0.246,0.3,382.45,1.84,0,12.56,16.61,94.87,1.8,0.2
0.2441,0.39,351.6,2.43,0.98,10.1,16.48,90.97,1.8625,0.2
0.2413,0.7,237.86,4.44,1.95,11.18,16.84,91.8,1.925,0
0.2383,1.05,285.72,7,7.15,8.24,14.4,80.84,1.9875,0
0.2375,0.39,508.27,2.6,0.02,7.81,14.44,87.46,2.05,8.6
0.2687,0.91,486.8,6.27,6.08,5.27,14.33,76.72,2.1125,0.4
0.2573,0.94,197.36,7.12,7.46,3.26,11.76,82.52,2.175,0
0.25,0.4,326.08,2.58,0,6.43,10.83,85.4,2.2375,0.2
0.2457,0.73,314.62,4.88,3.49,9.04,13.91,81.71,2.3,0
0.2418,0.53,243.4,3.6,1.86,5.08,12.81,88.68,2.025,0.7
0.2414,0.5,162.05,3.59,1.94,4.79,12.69,94.54,1.75,0
0.2414,0.79,294.26,5.33,4.48,5.06,14.93,89.79,1.475,7.5
0.2709,0.65,221.46,4.71,4.2,1.75,11.44,90.55,1.2,1.1
0.2731,0.9,111.66,6.45,7.17,-0.75,10.66,89.38,0.925,0
0.2663,0.62,114.57,5.73,6.09,-2.25,7.99,93.52,0.65,0
0.2619,0.16,148.98,1.25,0,4.15,7.47,95.55,0.375,0
0.2574,0.48,306.72,3.3,1.61,5.66,9.74,90.88,0.1,0.3
0.2549,0.34,432.99,2.58,2.21,3.7,11.53,87.03,0.35,2
0.2611,0.24,279.26,1.97,0.63,2.95,8.44,92.56,0.6,1.6
0.2727,0.37,222.82,2.79,2.17,2.4,6.31,93.62,0.85,1.3
0.2738,0.72,227.33,5.68,7.16,-0.11,9.89,87.94,1.1,0
0.2667,0.39,348.72,2.96,0.68,-0.28,8.95,89.74,1.35,0.3
0.2629,0.17,233.76,1.3,0,7.57,9.36,97,1.6,0.3
0.264,0.17,251.32,1.2,0.13,7.45,9.86,96.51,1.85,1.5
0.2656,0.6,137.81,4.88,5.73,0.49,10.2,87.17,2.1,0.2
0.2626,0.38,367.48,2.78,1.05,2.4,8.17,87.12,2.0375,4.4
0.2701,0.6,328,4.41,5.4,1.95,9.33,86.63,1.975,2.1
0.2852,0.1,397.08,0.81,0,3.84,11.18,94.06,1.9125,12.4
0.2998,0.1,454.59,0.68,0,9.74,11.91,92.69,1.85,4.1
0.2818,0.58,537.27,3.96,4.2,9.35,13.12,74.58,1.7875,0
0.277,0.32,574.55,1.98,1.69,6.8,15.11,72.23,1.725,10.5
0.2937,0.3,176.14,2.2,1.62,3.82,9.33,93.27,1.6625,2.9
0.2975,0.39,235.34,3.2,1.9,0.02,6.72,90.85,1.6,0.6
0.2884,0.33,406.65,2.76,2.42,1.88,6.8,87.64,1.4,1
0.2983,0.1,535.2,0.67,0.01,3.1,8.16,92.01,1.2,13.2
0.302,0.44,349.52,3.1,3.25,-0.1,7.36,91.48,1,0.5
0.2915,0.2,163.92,1.43,0,-1.25,3.14,96.35,0.8,0.5
0.2865,0.26,196.31,2.17,1.01,0.37,4.95,94.08,0.6,0.3
0.2831,0.22,160.47,1.97,1.33,-3.25,4.02,94.61,0.4,0
0.2805,0.1,191.69,1.07,0,-2.32,-0.37,98.2,0.2,1.1
0.2867,0.1,327.4,0.77,0,-0.69,4.33,97.11,0,1.9
0.2909,0.26,266.83,2.04,1.83,2.47,9.03,93.97,0.2375,0.1
0.285,0.1,349.21,0.76,0,3.16,7.22,87.8,0.475,0
0.2778,0.17,429.61,1.23,0,6.27,8.52,80.03,0.7125,0
0.2796,0.1,627.41,0.88,0.47,3.43,6.93,84.1,0.95,8.3
0.3126,0.11,420.11,1.32,1.16,0.01,5.1,89.74,1.1875,19.9
0.3259,0.2,465.17,1.76,1.22,-0.16,2.68,90.03,1.425,8.1
0.325,0.09,536,0.58,0,-0.14,5.43,91.02,1.6625,13.4
0.3205,0.08,381.16,0.61,0,-2.33,1.35,93.31,1.9,9.3
0.3293,0.28,377.89,2.49,2.66,0.33,2.25,92.47,1.7,1.4
0.3242,0.1,581.62,0.55,0.02,0.52,6.72,89.99,1.5,13.1
0.3234,0.17,466.08,1.55,1.06,0.67,5.13,89.3,1.3,3.2
0.3081,0.15,217.17,1.21,0.4,1.16,4.9,90.42,1.1,0.3
0.3027,0.36,232.2,3.1,4.36,-0.62,5.87,92.76,0.9,2.9
0.308,0.43,309.12,3.42,4.54,-1.82,4.64,94.66,0.7,9.4
0.3183,0.15,252.22,1.21,0.09,1.22,6.91,93.95,0.5,0
0.3043,0.2,207.39,1.51,0.19,2.48,7.04,94.87,0.3,0.3
0.2995,0.1,176.24,0.94,0.05,5.13,8.09,97.5,0.475,1
0.3002,0.1,197.48,0.85,0,6.84,9.5,98.21,0.65,2.6
0.3088,0.13,138.87,0.82,0.07,7.83,9.54,98.03,0.825,0.6
0.3007,0.1,488.95,0.53,0,7.95,9.5,91.39,1,0
0.292,0.1,569.65,0.72,0.12,8.12,9.93,88.02,1.175,0
0.2855,0.1,550.94,0.77,0,3.99,8.69,83.57,1.35,1.5
0.287,0.29,561.42,2.07,1.88,3.8,7.52,81.2,1.525,1.4
0.303,0.2,378.21,1.46,0.81,2.32,6.77,85.21,1.7,3.1
0.3007,0.36,399.17,3.18,4.14,0.81,5.01,82.68,1.92,0
0.3028,0.19,478.81,1.5,1.46,-0.85,5.85,88.49,2.14,10.8
0.318,0.14,560.33,0.99,0.16,3.38,12.49,84.95,2.36,9.3
0.3204,0.19,596.94,1.07,0.15,8.45,14.19,86.76,2.58,7.4
0.3186,0.3,498.49,2.32,1.88,4.81,8.89,84.99,2.8,11.1
0.3187,0.22,437.6,1.66,0.41,4.28,8.44,89.03,2.7375,15.5
0.3235,0.1,846.04,0.92,0.34,6.17,11.29,77.79,2.675,3
0.3123,0.13,549.98,0.91,0.01,6.25,11.17,83.85,2.6125,3.3
0.3149,0.25,419.36,1.91,0.79,4.03,9.04,85.85,2.55,4.4
0.3106,0.2,254.93,1.63,0.29,0.67,6.04,91.99,2.4875,0.2
0.2984,0.37,558.11,3.29,4.36,0,3.25,80.96,2.425,0
0.2898,0.31,491.17,3.09,3.94,0.4,4.4,79.86,2.3625,0
0.2862,0.21,249.51,1.94,0.57,0.68,6.31,89.85,2.3,0.3
0.2921,0.19,238.45,1.52,0,5.74,8.5,89.4,2.55,2.7
0.302,0.19,120.67,1.42,0.73,2.32,7.76,97.33,2.8,0.1
0.2948,0.1,107.17,0.85,0.08,3.53,5.16,96.03,3.05,0
0.289,0.18,242.26,1.36,0.35,2.41,6.3,87.19,3.3,0
0.2823,0.45,331.67,3.9,5.74,1.17,5.21,79.6,3.55,0
0.2932,0.1,583.07,0.99,0,0.83,7.55,86.47,3.8,9
0.325,0.31,485.38,2.73,2.12,1.91,6.86,82.98,4.05,7.4
0.3272,0.28,493.77,2.22,1.81,1.02,5.24,81.97,4.3,6.4
0.3265,0.21,649.06,1.62,0.46,0.52,10.54,84.09,3.8875,8.4
0.3306,0.4,337.7,3.57,3.72,0.9,5.49,88.54,3.475,2.7
0.3217,0.14,241.98,1.3,0.09,0.57,3.58,94.47,3.0625,2.4
0.3162,0.49,249.07,4.49,5.05,0.2,6.02,88.78,2.65,2.6
0.3172,0.4,318.23,2.83,1.01,1.78,8.42,90.28,2.2375,0
0.304,0.37,454.99,2.71,1.03,5.34,11,85.66,1.825,0.6
0.2997,0.29,667.39,1.62,0.42,7.86,14,81.9,1.4125,1.5
0.3003,0.25,311.24,1.97,0.04,5.65,9.24,89.83,1,0.2
0.2934,0.36,134.01,2.69,1.01,1.63,7.29,95.16,1.075,0
0.2883,0.46,395.63,3.45,3.56,2.83,7.34,85.32,1.15,1.8
0.2984,0.36,556.36,2.57,0.93,5.62,11.12,90.58,1.225,0
0.299,0.16,582.19,1.2,0,2.7,10.67,85.01,1.3,4.7
0.3078,0.58,241.44,4.58,5.68,0.34,7.15,91.57,1.375,3.8
0.3245,0.1,526.41,0.79,0.03,1.73,9.61,91.22,1.45,11.5
0.3192,0.28,423.4,2.26,1.88,0.67,4.82,88.11,1.525,5.7
0.3214,0.37,303.06,3.13,1.82,0.92,6.45,89.15,1.6,1.1
0.3097,0.46,231.43,3.72,1.41,-0.78,5.53,91.33,1.6,0.3
0.3014,0.32,364.31,3.1,1.81,-0.63,2.41,81.55,1.6,0.6
0.2973,0.71,370.67,6.66,6.61,-2.77,3.65,81.44,1.6,0
0.273,0.49,303.08,5.04,4,-4.55,0.72,79.64,1.6,0
0.2436,0.76,198.39,8.14,8.31,-6.71,1.67,75.31,1.6,0
0.174,0.77,171.56,8.15,7.15,-8.46,3.43,80.26,1.6,0
0.168,0.58,366.42,5.46,4.73,-2.79,2.62,78.37,1.6,0.7
0.2285,0.38,310.91,3.32,2.34,0.7,6.13,87.12,1.6,4.5
0.3258,0.58,541.31,4.33,2.9,0.62,7.47,84.89,1.55,2.5
0.3164,0.8,356.36,7.11,6.91,-1.26,5.78,80.01,1.5,0
0.2955,1,360.86,8.88,8.74,-1.68,6.31,71.57,1.45,0
0.2754,1.04,394.63,9.24,8.9,-2.53,5.72,62.09,1.4,4.5
0.3145,0.22,371.26,1.81,0.51,-0.66,8.38,91.91,1.35,1.1
0.3082,1.04,227.7,9.05,8.68,-3.03,8.44,84.1,1.3,0
0.2984,0.7,163.74,6.27,4.74,-4.74,6.5,83.1,1.25,0
0.2842,1.03,187.4,9.35,8.51,-4.67,7.38,82.35,1.2,0
0.2881,0.51,162.37,4.38,1.45,-2.66,4,82.03,1.175,0
0.2859,0.69,198.31,6.52,4.59,-4.39,5.22,80.16,1.15,0
0.2722,1.06,264.98,10.04,9.19,-4.32,4.66,75.65,1.125,0
0.2611,1.16,383.92,10.7,9.36,-3.52,4.99,70.87,1.1,0
0.253,1.14,443.7,10.99,8.94,-3.44,3.38,68.72,1.075,0
0.2211,1.09,551.02,10.62,9.28,-4.27,3.62,55.16,1.05,0
0.1628,1.14,493.56,11.69,9.63,-5.28,1.1,54.35,1.025,0
0.1225,0.74,438.36,8.09,5.8,-5.69,0.06,68.68,1,0
0.1099,0.94,331.22,11.26,8.93,-8.49,0.05,69.21,0.8875,0
0.0984,0.86,562.8,10.46,8.49,-9.5,-3.25,62.78,0.775,0
0.0954,0.82,782.55,9.2,6.58,-7.86,0.04,46.96,0.6625,0
0.0973,0.67,639.14,7.25,3.86,-7.27,-0.18,54.81,0.55,1.5
0.11,0.65,391.62,6.33,2.85,-4.15,1.41,74.57,0.4375,0
0.1614,1.13,345.17,8.84,3.68,-1.19,11.17,78.4,0.325,1.5
0.2503,1.43,319.11,10.56,8.21,1.91,12.29,77.59,0.2125,0
0.2484,1,195.63,7.62,2.63,-0.81,11.76,80.58,0.1,0
0.2497,0.76,234.16,6.08,1.74,-1.06,10.29,87.94,0.2,2
0.2765,0.57,489.72,4.47,3,1.51,8.23,84.56,0.3,3.6
0.3001,1.2,283.68,9.22,4.76,1.37,10.72,83,0.4,6.5
0.3058,0.97,322.35,6.54,0.86,7.08,15.76,85.84,0.5,1
0.2934,0.8,287.79,5.33,2.04,6.14,15.39,85.84,0.6,0.3
0.2887,1.12,304.04,7.77,3.67,6.71,15.04,82.87,0.7,7.2
0.3112,0.28,357.33,2.21,0.02,4.07,9.03,92.64,0.8,3
0.2974,1.69,258.09,12.96,7.94,-0.09,11.16,79.99,0.9,0
0.2855,1.07,463.72,7.97,4.05,3.16,11.31,71.93,0.9375,4.2
0.2975,0.32,433.85,2.45,0.07,-0.03,6.64,89.62,0.975,0.9
0.2808,0.45,766.06,4.65,0.01,-2.96,-0.11,66.33,1.0125,0
0.2622,0.61,669.74,6.85,2.37,-3.27,0.75,49.67,1.05,0
0.2533,1.71,438.61,16.74,10.66,-4.7,4.46,45.04,1.0875,0
0.254,1.99,396.07,16.87,10.05,-4.21,9.14,61.1,1.125,0
0.2529,1.01,225.62,8.69,3.16,-3.01,7.47,77.42,1.1625,2.2
0.2608,0.56,341.89,4.3,0.9,2.9,9.77,87.13,1.2,0.8
0.2618,0.63,346.34,4.71,0.22,4.59,7.31,80.94,1.2875,0
0.2566,1.75,199.41,13.26,6.45,0.82,12.41,70.21,1.375,0
